Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 322_T0_trypsin,Area 322_T0_trypsin,#Peptides,#Unique,#Spec 322_T0_trypsin,PTM,Avg. Mass,Description
39,208,tr|A0A089VKJ4|A0A089VKJ4_THAWE,95.94,20,20,8.7E6,7,7,18,,15754,Photosystem I reaction center subunit XI OS=Thalassiosira weissflogii OX=1577725 GN=psaL PE=3 SV=1
44,345,Thalassiosira_weissflogii_0171423018,94.91,12,12,3.58E6,6,6,13,Oxidation (M),26951,Thalassiosira_weissflogii_0171423018
57,168,Thalassiosira_weissflogii_0171330038,94.64,21,21,1.09E6,7,7,8,Oxidation (M),24078,Thalassiosira_weissflogii_0171330038
64,304,Thalassiosira_weissflogii_0203598492,93.08,4,4,4.36E5,4,4,5,,84598,Thalassiosira_weissflogii_0203598492
64,305,Thalassiosira_weissflogii_0201769984,93.08,4,4,4.36E5,4,4,5,,84719,Thalassiosira_weissflogii_0201769984
32,142,tr|A0A089VKI3|A0A089VKI3_THAWE,91.88,14,14,1.15E6,6,1,11,,39050,Photosystem II D2 protein OS=Thalassiosira weissflogii OX=1577725 GN=psbD PE=3 SV=1
46,96,Thalassiosira_weissflogii_0203204888,91.64,3,3,9.18E5,4,4,5,,140088,Thalassiosira_weissflogii_0203204888
35,84,Thalassiosira_weissflogii_0203149732,91.41,23,23,9.72E5,7,2,9,,26804,Thalassiosira_weissflogii_0203149732
35,86,Thalassiosira_weissflogii_0201862216,91.41,15,15,9.72E5,7,2,9,,41801,Thalassiosira_weissflogii_0201862216
35,85,Thalassiosira_weissflogii_0171415618,91.41,16,16,9.72E5,7,2,9,,38989,Thalassiosira_weissflogii_0171415618
56,148,Thalassiosira_weissflogii_0203566486,90.08,9,9,3.47E6,6,6,7,Carbamidomethylation,54093,Thalassiosira_weissflogii_0203566486
56,147,Thalassiosira_weissflogii_0171354626,90.08,11,11,3.47E6,6,6,7,Carbamidomethylation,47239,Thalassiosira_weissflogii_0171354626
56,149,Thalassiosira_weissflogii_0203628558,90.08,9,9,3.47E6,6,6,7,Carbamidomethylation,54507,Thalassiosira_weissflogii_0203628558
55,20795,Thalassiosira_weissflogii_0203549518,86.61,15,15,5.28E5,4,4,5,,22688,Thalassiosira_weissflogii_0203549518
61,221,Thalassiosira_weissflogii_0203319120,86.57,4,4,1.91E6,5,5,7,,56818,Thalassiosira_weissflogii_0203319120
61,230,Thalassiosira_weissflogii_0201861794,86.57,4,4,1.91E6,5,5,7,,59190,Thalassiosira_weissflogii_0201861794
61,222,Thalassiosira_weissflogii_0203443158,86.57,5,5,1.91E6,5,5,7,,53433,Thalassiosira_weissflogii_0203443158
61,223,Thalassiosira_weissflogii_0201768426,86.57,5,5,1.91E6,5,5,7,,46952,Thalassiosira_weissflogii_0201768426
61,224,Thalassiosira_weissflogii_0201800806,86.57,5,5,1.91E6,5,5,7,,51358,Thalassiosira_weissflogii_0201800806
61,225,Thalassiosira_weissflogii_0203505570,86.57,4,4,1.91E6,5,5,7,,57097,Thalassiosira_weissflogii_0203505570
61,226,Thalassiosira_weissflogii_0203566230,86.57,4,4,1.91E6,5,5,7,,58349,Thalassiosira_weissflogii_0203566230
61,227,Thalassiosira_weissflogii_0203104210,86.57,4,4,1.91E6,5,5,7,,61767,Thalassiosira_weissflogii_0203104210
68,156,Thalassiosira_weissflogii_0171418338,86.01,17,17,8.57E5,4,4,7,,21099,Thalassiosira_weissflogii_0171418338
66,104,Thalassiosira_weissflogii_0171357550,85.88,13,13,2.38E5,8,4,8,,50087,Thalassiosira_weissflogii_0171357550
66,105,tr|A0A089VQC9|A0A089VQC9_THAWE,85.88,12,12,2.38E5,8,4,8,,51179,ATP synthase subunit beta  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=atpB PE=3 SV=1
66,107,Thalassiosira_weissflogii_0203290328,85.88,12,12,2.38E5,8,4,8,,52626,Thalassiosira_weissflogii_0203290328
66,106,Thalassiosira_weissflogii_0203202236,85.88,12,12,2.38E5,8,4,8,,53820,Thalassiosira_weissflogii_0203202236
109,102,Thalassiosira_weissflogii_0171367858,84.83,9,9,1.65E5,3,3,3,Carbamidomethylation,31347,Thalassiosira_weissflogii_0171367858
75,70,Thalassiosira_weissflogii_0171366442,84.22,7,7,4.19E5,6,6,10,Carbamidomethylation; Deamidation (NQ),103785,Thalassiosira_weissflogii_0171366442
75,71,Thalassiosira_weissflogii_0201839298,84.22,7,7,4.19E5,6,6,10,Carbamidomethylation; Deamidation (NQ),103889,Thalassiosira_weissflogii_0201839298
67,175,Thalassiosira_weissflogii_0203602520,81.00,8,8,9.34E4,5,1,7,Carbamidomethylation,55257,Thalassiosira_weissflogii_0203602520
67,180,Thalassiosira_weissflogii_0203198652,81.00,6,6,9.34E4,5,1,7,Carbamidomethylation,77613,Thalassiosira_weissflogii_0203198652
67,182,Thalassiosira_weissflogii_0203380678,81.00,5,5,9.34E4,5,1,7,Carbamidomethylation,88954,Thalassiosira_weissflogii_0203380678
67,184,Thalassiosira_weissflogii_0201861748,81.00,5,5,9.34E4,5,1,7,Carbamidomethylation,92412,Thalassiosira_weissflogii_0201861748
67,185,Thalassiosira_weissflogii_0201768126,81.00,5,5,9.34E4,5,1,7,Carbamidomethylation,95868,Thalassiosira_weissflogii_0201768126
67,183,Thalassiosira_weissflogii_0203596664,81.00,5,5,9.34E4,5,1,7,Carbamidomethylation,90812,Thalassiosira_weissflogii_0203596664
67,186,Thalassiosira_weissflogii_0203443356,81.00,4,4,9.34E4,5,1,7,Carbamidomethylation,107357,Thalassiosira_weissflogii_0203443356
67,193,Thalassiosira_weissflogii_0203135720,81.00,4,4,9.34E4,5,1,7,Carbamidomethylation,116665,Thalassiosira_weissflogii_0203135720
51,111,Thalassiosira_weissflogii_0203627540,79.83,9,9,2.63E6,3,3,3,,23429,Thalassiosira_weissflogii_0203627540
102,217,Thalassiosira_weissflogii_0201834468,79.22,20,20,2.77E5,2,2,3,,11049,Thalassiosira_weissflogii_0201834468
102,219,Thalassiosira_weissflogii_0203324714,79.22,19,19,2.77E5,2,2,3,,11383,Thalassiosira_weissflogii_0203324714
58,310,tr|A0A089X953|A0A089X953_THAWE,78.82,30,30,2.45E6,3,3,5,,9514,Cytochrome b559 subunit alpha OS=Thalassiosira weissflogii OX=1577725 GN=psbE PE=3 SV=1
63,171,Thalassiosira_weissflogii_0203172154,78.62,8,8,9.51E4,5,1,7,Carbamidomethylation,59067,Thalassiosira_weissflogii_0203172154
108,109,Thalassiosira_weissflogii_0203325180,76.57,13,13,2.93E5,3,3,6,Carbamidomethylation,27559,Thalassiosira_weissflogii_0203325180
108,110,Thalassiosira_weissflogii_0201785164,76.57,13,13,2.93E5,3,3,6,Carbamidomethylation,27745,Thalassiosira_weissflogii_0201785164
52,283,Thalassiosira_weissflogii_0203386184,76.04,13,13,1.93E6,4,3,10,,21385,Thalassiosira_weissflogii_0203386184
70,169,Thalassiosira_weissflogii_0201804342,74.60,8,8,9.23E5,5,5,7,Carbamidomethylation,47701,Thalassiosira_weissflogii_0201804342
100,573,Thalassiosira_weissflogii_0203183264,74.55,7,7,2.95E5,3,3,5,,14753,Thalassiosira_weissflogii_0203183264
100,575,Thalassiosira_weissflogii_0203104222,74.55,5,5,2.95E5,3,3,5,,19970,Thalassiosira_weissflogii_0203104222
100,572,Thalassiosira_weissflogii_0171329028,74.55,7,7,2.95E5,3,3,5,,14508,Thalassiosira_weissflogii_0171329028
100,574,Thalassiosira_weissflogii_0203138818,74.55,5,5,2.95E5,3,3,5,,19684,Thalassiosira_weissflogii_0203138818
147,533,Thalassiosira_weissflogii_0203136036,74.35,6,6,1.3E5,3,3,4,,22540,Thalassiosira_weissflogii_0203136036
73,77,Thalassiosira_weissflogii_0171446710,74.30,3,3,3.59E5,4,4,6,Carbamidomethylation,125332,Thalassiosira_weissflogii_0171446710
91,249,Thalassiosira_weissflogii_0203359074,73.87,18,18,3.83E5,3,3,3,,12879,Thalassiosira_weissflogii_0203359074
74,289,Thalassiosira_weissflogii_0203608338,73.39,12,12,2.19E5,2,2,2,Carbamidomethylation,24708,Thalassiosira_weissflogii_0203608338
74,290,Thalassiosira_weissflogii_0203135488,73.39,6,6,2.19E5,2,2,2,Carbamidomethylation,50170,Thalassiosira_weissflogii_0203135488
82,197,Thalassiosira_weissflogii_0203535604,72.97,5,5,4.56E5,3,3,3,,74469,Thalassiosira_weissflogii_0203535604
82,198,Thalassiosira_weissflogii_0203350330,72.97,4,4,4.56E5,3,3,3,,79232,Thalassiosira_weissflogii_0203350330
82,199,Thalassiosira_weissflogii_0203627620,72.97,4,4,4.56E5,3,3,3,,80905,Thalassiosira_weissflogii_0203627620
82,204,Thalassiosira_weissflogii_0203228638,72.97,4,4,4.56E5,3,3,3,,84206,Thalassiosira_weissflogii_0203228638
82,201,Thalassiosira_weissflogii_0203596686,72.97,4,4,4.56E5,3,3,3,,84124,Thalassiosira_weissflogii_0203596686
82,203,Thalassiosira_weissflogii_0203505796,72.97,4,4,4.56E5,3,3,3,,88848,Thalassiosira_weissflogii_0203505796
92,383,Thalassiosira_weissflogii_0203399774,72.23,14,14,3.4E5,3,3,4,,21739,Thalassiosira_weissflogii_0203399774
112,637,tr|A0A089VKH6|A0A089VKH6_THAWE,72.17,4,4,6.43E5,2,2,5,,39534,Mg-protoporphyrin IX chelatase OS=Thalassiosira weissflogii OX=1577725 GN=chlI PE=3 SV=1
112,636,Thalassiosira_weissflogii_0203102818,72.17,5,5,6.43E5,2,2,5,,33942,Thalassiosira_weissflogii_0203102818
94,83,Thalassiosira_weissflogii_0203396628,72.14,3,3,4.92E5,3,3,5,,76294,Thalassiosira_weissflogii_0203396628
86,161,Thalassiosira_weissflogii_0203188584,71.11,6,6,1.54E5,3,2,3,Oxidation (M),46820,Thalassiosira_weissflogii_0203188584
54,95,Thalassiosira_weissflogii_0203420370,70.99,5,5,8.65E5,4,3,6,,80185,Thalassiosira_weissflogii_0203420370
76,94,Thalassiosira_weissflogii_0203443172,69.90,7,7,1.39E6,4,4,5,Carbamidomethylation,47681,Thalassiosira_weissflogii_0203443172
131,127,Thalassiosira_weissflogii_0203628534,67.46,4,4,2.82E5,2,2,3,Carbamidomethylation,60900,Thalassiosira_weissflogii_0203628534
131,128,Thalassiosira_weissflogii_0171415768,67.46,4,4,2.82E5,2,2,3,Carbamidomethylation,61692,Thalassiosira_weissflogii_0171415768
131,129,Thalassiosira_weissflogii_0203444862,67.46,4,4,2.82E5,2,2,3,Carbamidomethylation,61635,Thalassiosira_weissflogii_0203444862
83,327,Thalassiosira_weissflogii_0203613796,66.77,9,9,2.69E5,2,1,7,,21033,Thalassiosira_weissflogii_0203613796
81,153,Thalassiosira_weissflogii_0203412220,66.46,4,4,9.11E4,3,1,4,,62095,Thalassiosira_weissflogii_0203412220
71,344,Thalassiosira_weissflogii_0201806284,66.42,11,11,6.31E5,3,3,5,,22857,Thalassiosira_weissflogii_0201806284
62,250,Thalassiosira_weissflogii_0201773748,66.15,4,4,1.24E4,3,2,4,,74468,Thalassiosira_weissflogii_0201773748
78,311,Thalassiosira_weissflogii_0201805882,65.95,11,11,2.64E5,3,3,5,,25794,Thalassiosira_weissflogii_0201805882
79,80899,Thalassiosira_weissflogii_0201819716,65.67,3,3,1.62E5,2,2,2,,35734,Thalassiosira_weissflogii_0201819716
69,120,Thalassiosira_weissflogii_0203455798,65.17,4,4,8.77E5,3,3,5,,58915,Thalassiosira_weissflogii_0203455798
69,119,Thalassiosira_weissflogii_0201834746,65.17,4,4,8.77E5,3,3,5,,58864,Thalassiosira_weissflogii_0201834746
69,122,Thalassiosira_weissflogii_0201768070,65.17,4,4,8.77E5,3,3,5,,63175,Thalassiosira_weissflogii_0201768070
98,130,Thalassiosira_weissflogii_0171449500,64.50,7,7,9.2E5,4,4,4,,41793,Thalassiosira_weissflogii_0171449500
90,150,Thalassiosira_weissflogii_0171394290,64.44,2,2,5.64E5,2,2,5,Carbamidomethylation,111652,Thalassiosira_weissflogii_0171394290
88,139,Thalassiosira_weissflogii_0203258698,62.88,5,5,2.87E5,3,3,5,Carbamidomethylation,67143,Thalassiosira_weissflogii_0203258698
104,144,Thalassiosira_weissflogii_0203519974,62.69,3,3,2.16E5,2,2,2,,75057,Thalassiosira_weissflogii_0203519974
77,386,Thalassiosira_weissflogii_0203397068,62.62,14,14,1.42E6,3,3,4,Oxidation (M),14970,Thalassiosira_weissflogii_0203397068
89,348,Thalassiosira_weissflogii_0203333882,62.44,2,2,1.88E5,1,1,1,,48675,Thalassiosira_weissflogii_0203333882
84,236,Thalassiosira_weissflogii_0203167856,62.17,14,14,6.48E5,2,2,3,,13077,Thalassiosira_weissflogii_0203167856
84,240,Thalassiosira_weissflogii_0201848920,62.17,13,13,6.48E5,2,2,3,,13946,Thalassiosira_weissflogii_0201848920
84,238,Thalassiosira_weissflogii_0171353608,62.17,13,13,6.48E5,2,2,3,,14097,Thalassiosira_weissflogii_0171353608
84,237,Thalassiosira_weissflogii_0203204676,62.17,13,13,6.48E5,2,2,3,,13616,Thalassiosira_weissflogii_0203204676
84,241,Thalassiosira_weissflogii_0203450516,62.17,9,9,6.48E5,2,2,3,,19624,Thalassiosira_weissflogii_0203450516
84,242,Thalassiosira_weissflogii_0203198822,62.17,6,6,6.48E5,2,2,3,,32023,Thalassiosira_weissflogii_0203198822
123,450,Thalassiosira_weissflogii_0203104108,61.45,16,16,8.82E5,3,3,4,,12050,Thalassiosira_weissflogii_0203104108
101,385,Thalassiosira_weissflogii_0201742992,61.23,7,7,6.39E5,2,2,7,,25930,Thalassiosira_weissflogii_0201742992
115,251,Thalassiosira_weissflogii_0203481454,60.35,6,6,1.67E5,3,3,4,Carbamidomethylation,59931,Thalassiosira_weissflogii_0203481454
115,252,Thalassiosira_weissflogii_0201801010,60.35,6,6,1.67E5,3,3,4,Carbamidomethylation,61130,Thalassiosira_weissflogii_0201801010
60,243,Thalassiosira_weissflogii_0203264358,60.21,7,7,5.66E6,3,2,6,,21360,Thalassiosira_weissflogii_0203264358
118,170,Thalassiosira_weissflogii_0203573894,60.15,8,8,6.11E5,3,3,5,,29008,Thalassiosira_weissflogii_0203573894
118,172,Thalassiosira_weissflogii_0201829370,60.15,5,5,6.11E5,3,3,5,,54172,Thalassiosira_weissflogii_0201829370
118,173,Thalassiosira_weissflogii_0203232500,60.15,5,5,6.11E5,3,3,5,,54720,Thalassiosira_weissflogii_0203232500
118,174,Thalassiosira_weissflogii_0203261152,60.15,4,4,6.11E5,3,3,5,,56141,Thalassiosira_weissflogii_0203261152
118,176,Thalassiosira_weissflogii_0203475706,60.15,4,4,6.11E5,3,3,5,,65739,Thalassiosira_weissflogii_0203475706
118,177,Thalassiosira_weissflogii_0203350350,60.15,3,3,6.11E5,3,3,5,,74897,Thalassiosira_weissflogii_0203350350
118,196,Thalassiosira_weissflogii_0203319516,60.15,7,7,6.11E5,3,3,5,,37604,Thalassiosira_weissflogii_0203319516
151,532,Thalassiosira_weissflogii_0203567168,59.35,12,12,6.65E4,2,2,3,,13998,Thalassiosira_weissflogii_0203567168
129,370,Thalassiosira_weissflogii_0203230112,58.52,1,1,3.81E4,2,2,2,,140164,Thalassiosira_weissflogii_0203230112
111,319,Thalassiosira_weissflogii_0171356290,57.78,5,5,3.22E5,2,2,4,,47343,Thalassiosira_weissflogii_0171356290
114,125,Thalassiosira_weissflogii_0203571564,57.48,9,9,2.61E5,2,2,4,,23711,Thalassiosira_weissflogii_0203571564
114,126,Thalassiosira_weissflogii_0203324490,57.48,8,8,2.61E5,2,2,4,,25114,Thalassiosira_weissflogii_0203324490
106,2518,Thalassiosira_weissflogii_0203320810,57.17,1,1,1.84E6,2,2,5,,112642,Thalassiosira_weissflogii_0203320810
106,80879,Thalassiosira_weissflogii_0203352566,57.17,1,1,1.84E6,2,2,5,,118402,Thalassiosira_weissflogii_0203352566
106,80880,Thalassiosira_weissflogii_0203136970,57.17,1,1,1.84E6,2,2,5,,121266,Thalassiosira_weissflogii_0203136970
106,80872,Thalassiosira_weissflogii_0203234888,57.17,1,1,1.84E6,2,2,5,,77286,Thalassiosira_weissflogii_0203234888
106,1566,Thalassiosira_weissflogii_0203237080,57.17,1,1,1.84E6,2,2,5,,85926,Thalassiosira_weissflogii_0203237080
106,60569,Thalassiosira_weissflogii_0203485694,57.17,1,1,1.84E6,2,2,5,,87502,Thalassiosira_weissflogii_0203485694
106,45457,Thalassiosira_weissflogii_0203260874,57.17,1,1,1.84E6,2,2,5,,117214,Thalassiosira_weissflogii_0203260874
106,80878,Thalassiosira_weissflogii_0171416156,57.17,1,1,1.84E6,2,2,5,,110871,Thalassiosira_weissflogii_0171416156
106,80883,Thalassiosira_weissflogii_0201858584,57.17,17,17,1.84E6,2,2,5,,5493,Thalassiosira_weissflogii_0201858584
106,80884,Thalassiosira_weissflogii_0203226974,57.17,15,15,1.84E6,2,2,5,,6496,Thalassiosira_weissflogii_0203226974
106,80875,Thalassiosira_weissflogii_0203589168,57.17,12,12,1.84E6,2,2,5,,8091,Thalassiosira_weissflogii_0203589168
106,80876,Thalassiosira_weissflogii_0203184478,57.17,10,10,1.84E6,2,2,5,,9861,Thalassiosira_weissflogii_0203184478
106,80877,Thalassiosira_weissflogii_0203519700,57.17,9,9,1.84E6,2,2,5,,10215,Thalassiosira_weissflogii_0203519700
155,422,Thalassiosira_weissflogii_0171421366,56.70,4,4,1.53E5,2,2,3,,27428,Thalassiosira_weissflogii_0171421366
113,355,tr|A0A089VQE1|A0A089VQE1_THAWE,53.91,9,9,1.98E6,2,2,5,,23891,Cytochrome b6 OS=Thalassiosira weissflogii OX=1577725 GN=petB PE=3 SV=1
173,464,tr|A0A089VKI6|A0A089VKI6_THAWE,53.79,7,7,1.5E5,1,1,2,,15533,Photosystem I subunit II OS=Thalassiosira weissflogii OX=1577725 GN=psaD PE=4 SV=1
133,113,Thalassiosira_weissflogii_0203198508,53.60,3,3,2.4E5,2,2,2,Carbamidomethylation,59252,Thalassiosira_weissflogii_0203198508
133,114,Thalassiosira_weissflogii_0203137132,53.60,3,3,2.4E5,2,2,2,Carbamidomethylation,62088,Thalassiosira_weissflogii_0203137132
133,115,Thalassiosira_weissflogii_0203168594,53.60,3,3,2.4E5,2,2,2,Carbamidomethylation,62573,Thalassiosira_weissflogii_0203168594
133,116,Thalassiosira_weissflogii_0203105640,53.60,3,3,2.4E5,2,2,2,Carbamidomethylation,62658,Thalassiosira_weissflogii_0203105640
