Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 324_T5_trypsin,Area 324_T5_trypsin,#Peptides,#Unique,#Spec 324_T5_trypsin,PTM,Avg. Mass,Description
31,311,Thalassiosira_weissflogii_0201805882,82.58,12,12,1.48E6,3,3,7,,25794,Thalassiosira_weissflogii_0201805882
35,47,tr|A0A089VPE6|A0A089VPE6_THAWE,81.64,7,7,1.28E6,3,3,4,,39725,Photosystem II protein D1 OS=Thalassiosira weissflogii OX=1577725 GN=psbA PE=3 SV=1
35,48,Thalassiosira_weissflogii_0203215658,81.64,7,7,1.28E6,3,3,4,,41911,Thalassiosira_weissflogii_0203215658
33,111,Thalassiosira_weissflogii_0203627540,78.14,12,12,1.18E6,3,3,4,,23429,Thalassiosira_weissflogii_0203627540
36,478,Thalassiosira_weissflogii_0203237850,76.91,8,8,1.29E6,4,4,6,,47207,Thalassiosira_weissflogii_0203237850
22,245,Thalassiosira_weissflogii_0201836064,76.59,15,15,1.66E5,5,2,9,Oxidation (M),21456,Thalassiosira_weissflogii_0201836064
22,247,Thalassiosira_weissflogii_0171420522,76.59,14,14,1.66E5,5,2,9,Oxidation (M),21783,Thalassiosira_weissflogii_0171420522
38,81,Thalassiosira_weissflogii_0201855056,75.19,6,6,3.69E5,4,3,5,Carbamidomethylation,73590,Thalassiosira_weissflogii_0201855056
38,82,Thalassiosira_weissflogii_0203217746,75.19,6,6,3.69E5,4,3,5,Carbamidomethylation,74246,Thalassiosira_weissflogii_0203217746
34,278,Thalassiosira_weissflogii_0171380628,74.79,37,37,4.02E4,3,1,5,,7294,Thalassiosira_weissflogii_0171380628
55,244,Thalassiosira_weissflogii_0201777954,74.21,11,11,3.74E5,4,4,6,,36048,Thalassiosira_weissflogii_0201777954
40,72,Thalassiosira_weissflogii_0201803686,72.65,3,3,1.76E6,4,4,5,Carbamidomethylation,41289,Thalassiosira_weissflogii_0201803686
40,73,Thalassiosira_weissflogii_0203570456,72.65,3,3,1.76E6,4,4,5,Carbamidomethylation,41975,Thalassiosira_weissflogii_0203570456
40,74,Thalassiosira_weissflogii_0201773254,72.65,3,3,1.76E6,4,4,5,Carbamidomethylation,45212,Thalassiosira_weissflogii_0201773254
40,67,tr|A0A089VKN5|A0A089VKN5_THAWE,72.65,3,3,1.76E6,4,4,5,Carbamidomethylation,44681,Elongation factor Tu  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=tufA PE=3 SV=1
40,66,Thalassiosira_weissflogii_0203257228,72.65,3,3,1.76E6,4,4,5,Carbamidomethylation,44681,Thalassiosira_weissflogii_0203257228
29,345,Thalassiosira_weissflogii_0171423018,71.91,7,7,1.12E6,3,3,4,,26951,Thalassiosira_weissflogii_0171423018
44,75,Thalassiosira_weissflogii_0203244274,69.75,4,4,1.22E5,2,2,2,Carbamidomethylation,60785,Thalassiosira_weissflogii_0203244274
42,208,tr|A0A089VKJ4|A0A089VKJ4_THAWE,69.27,12,12,4.48E6,3,3,6,,15754,Photosystem I reaction center subunit XI OS=Thalassiosira weissflogii OX=1577725 GN=psaL PE=3 SV=1
54,63,tr|A0A089VKD8|A0A089VKD8_THAWE,68.55,13,13,1.03E6,4,4,5,,15813,Ribulose-1 5-bisphosphate carboxylase/oxygenase small subunit OS=Thalassiosira weissflogii OX=1577725 GN=rbcS PE=4 SV=1
48,29,tr|H9BE90|H9BE90_THAWE,67.83,6,6,1.12E6,3,3,3,,40243,Ribulose bisphosphate carboxylase large chain (Fragment) OS=Thalassiosira weissflogii OX=1577725 GN=rbcL PE=3 SV=1
48,22,tr|C6FG05|C6FG05_THAWE,67.83,5,5,1.12E6,3,3,3,,47222,Ribulose bisphosphate carboxylase large chain (Fragment) OS=Thalassiosira weissflogii OX=1577725 PE=3 SV=1
48,23,tr|A8DP72|A8DP72_THAWE,67.83,4,4,1.12E6,3,3,3,,53326,Ribulose bisphosphate carboxylase large chain (Fragment) OS=Thalassiosira weissflogii OX=1577725 GN=rbcL PE=3 SV=1
48,24,Thalassiosira_weissflogii_0171383444,67.83,4,4,1.12E6,3,3,3,,53546,Thalassiosira_weissflogii_0171383444
48,25,tr|A8DP83|A8DP83_THAWE,67.83,4,4,1.12E6,3,3,3,,53976,Ribulose bisphosphate carboxylase large chain (Fragment) OS=Thalassiosira weissflogii OX=1577725 GN=rbcL PE=3 SV=1
48,26,tr|A0A089VQA3|A0A089VQA3_THAWE,67.83,4,4,1.12E6,3,3,3,,54332,Ribulose bisphosphate carboxylase large chain OS=Thalassiosira weissflogii OX=1577725 GN=rbcL PE=3 SV=1
48,30,Thalassiosira_weissflogii_0171451130,67.83,5,5,1.12E6,3,3,3,,44420,Thalassiosira_weissflogii_0171451130
49,20643,tr|A0A089VP78|A0A089VP78_THAWE,65.28,16,16,2.8E6,3,3,4,,6376,Photosystem II reaction center protein Z OS=Thalassiosira weissflogii OX=1577725 GN=psbZ PE=3 SV=1
37,283,Thalassiosira_weissflogii_0203386184,65.05,9,9,3.4E6,2,2,6,Oxidation (M),21385,Thalassiosira_weissflogii_0203386184
47,385,Thalassiosira_weissflogii_0201742992,65.03,10,10,3.8E5,3,3,5,,25930,Thalassiosira_weissflogii_0201742992
58,171,Thalassiosira_weissflogii_0203172154,62.75,5,5,8.25E5,3,3,3,Carbamidomethylation,59067,Thalassiosira_weissflogii_0203172154
58,175,Thalassiosira_weissflogii_0203602520,62.75,5,5,8.25E5,3,3,3,Carbamidomethylation,55257,Thalassiosira_weissflogii_0203602520
58,180,Thalassiosira_weissflogii_0203198652,62.75,4,4,8.25E5,3,3,3,Carbamidomethylation,77613,Thalassiosira_weissflogii_0203198652
58,200,Thalassiosira_weissflogii_0203350722,62.75,3,3,8.25E5,3,3,3,Carbamidomethylation,88331,Thalassiosira_weissflogii_0203350722
58,184,Thalassiosira_weissflogii_0201861748,62.75,3,3,8.25E5,3,3,3,Carbamidomethylation,92412,Thalassiosira_weissflogii_0201861748
58,185,Thalassiosira_weissflogii_0201768126,62.75,3,3,8.25E5,3,3,3,Carbamidomethylation,95868,Thalassiosira_weissflogii_0201768126
58,183,Thalassiosira_weissflogii_0203596664,62.75,3,3,8.25E5,3,3,3,Carbamidomethylation,90812,Thalassiosira_weissflogii_0203596664
58,186,Thalassiosira_weissflogii_0203443356,62.75,3,3,8.25E5,3,3,3,Carbamidomethylation,107357,Thalassiosira_weissflogii_0203443356
43,95,Thalassiosira_weissflogii_0203420370,60.72,2,2,9.46E5,2,2,5,,80185,Thalassiosira_weissflogii_0203420370
46,212,Thalassiosira_weissflogii_0203627594,60.68,4,4,6.79E5,3,3,4,Carbamidomethylation,53619,Thalassiosira_weissflogii_0203627594
46,213,Thalassiosira_weissflogii_0203261572,60.68,4,4,6.79E5,3,3,4,Carbamidomethylation,53659,Thalassiosira_weissflogii_0203261572
57,139,Thalassiosira_weissflogii_0203258698,57.79,3,3,1.21E5,2,2,3,Carbamidomethylation,67143,Thalassiosira_weissflogii_0203258698
68,83,Thalassiosira_weissflogii_0203396628,56.59,3,3,1.94E5,2,2,5,,76294,Thalassiosira_weissflogii_0203396628
68,100,Thalassiosira_weissflogii_0171384842,56.59,3,3,1.94E5,2,2,5,,93184,Thalassiosira_weissflogii_0171384842
65,94,Thalassiosira_weissflogii_0203443172,55.84,7,7,6.86E5,3,3,4,Carbamidomethylation,47681,Thalassiosira_weissflogii_0203443172
78,551,Thalassiosira_weissflogii_0171421126,55.40,4,4,4.44E6,1,1,3,Carbamidomethylation,35174,Thalassiosira_weissflogii_0171421126
78,552,Thalassiosira_weissflogii_0171353804,55.40,3,3,4.44E6,1,1,3,Carbamidomethylation,43699,Thalassiosira_weissflogii_0171353804
50,310,tr|A0A089X953|A0A089X953_THAWE,53.41,21,21,5.86E5,2,2,6,,9514,Cytochrome b559 subunit alpha OS=Thalassiosira weissflogii OX=1577725 GN=psbE PE=3 SV=1
66,194,Thalassiosira_weissflogii_0203294158,51.44,7,7,5.61E4,1,1,1,,20115,Thalassiosira_weissflogii_0203294158
66,187,Thalassiosira_weissflogii_0203382750,51.44,8,8,5.61E4,1,1,1,,18548,Thalassiosira_weissflogii_0203382750
66,188,Thalassiosira_weissflogii_0203229036,51.44,8,8,5.61E4,1,1,1,,18541,Thalassiosira_weissflogii_0203229036
66,195,Thalassiosira_weissflogii_0203540620,51.44,8,8,5.61E4,1,1,1,,18633,Thalassiosira_weissflogii_0203540620
66,190,Thalassiosira_weissflogii_0203261016,51.44,8,8,5.61E4,1,1,1,,18625,Thalassiosira_weissflogii_0203261016
66,191,Thalassiosira_weissflogii_0201834710,51.44,7,7,5.61E4,1,1,1,,19740,Thalassiosira_weissflogii_0201834710
66,189,Thalassiosira_weissflogii_0203604662,51.44,7,7,5.61E4,1,1,1,,22034,Thalassiosira_weissflogii_0203604662
66,192,Thalassiosira_weissflogii_0203289348,51.44,6,6,5.61E4,1,1,1,,24482,Thalassiosira_weissflogii_0203289348
53,250,Thalassiosira_weissflogii_0201773748,50.99,1,1,2.08E5,1,1,2,,74468,Thalassiosira_weissflogii_0201773748
51,622,Thalassiosira_weissflogii_0203170252,49.83,1,1,2.85E6,2,2,3,,98090,Thalassiosira_weissflogii_0203170252
51,553,Thalassiosira_weissflogii_0203320024,49.83,1,1,2.85E6,2,2,3,,101421,Thalassiosira_weissflogii_0203320024
51,624,Thalassiosira_weissflogii_0201831700,49.83,1,1,2.85E6,2,2,3,,103072,Thalassiosira_weissflogii_0201831700
51,555,Thalassiosira_weissflogii_0203213352,49.83,1,1,2.85E6,2,2,3,,104237,Thalassiosira_weissflogii_0203213352
51,626,Thalassiosira_weissflogii_0203537698,49.83,1,1,2.85E6,2,2,3,,108381,Thalassiosira_weissflogii_0203537698
51,545,Thalassiosira_weissflogii_0203260116,49.83,1,1,2.85E6,2,2,3,,110444,Thalassiosira_weissflogii_0203260116
51,631,Thalassiosira_weissflogii_0171385140,49.83,1,1,2.85E6,2,2,3,,114756,Thalassiosira_weissflogii_0171385140
51,632,Thalassiosira_weissflogii_0171449312,49.83,1,1,2.85E6,2,2,3,,114674,Thalassiosira_weissflogii_0171449312
51,633,Thalassiosira_weissflogii_0203138000,49.83,1,1,2.85E6,2,2,3,,117042,Thalassiosira_weissflogii_0203138000
51,576,Thalassiosira_weissflogii_0201862932,49.83,1,1,2.85E6,2,2,3,,118383,Thalassiosira_weissflogii_0201862932
71,231,Thalassiosira_weissflogii_0203078476,49.02,7,7,3.04E5,2,2,3,,25194,Thalassiosira_weissflogii_0203078476
71,198,Thalassiosira_weissflogii_0203350330,49.02,2,2,3.04E5,2,2,3,,79232,Thalassiosira_weissflogii_0203350330
71,199,Thalassiosira_weissflogii_0203627620,49.02,2,2,3.04E5,2,2,3,,80905,Thalassiosira_weissflogii_0203627620
71,201,Thalassiosira_weissflogii_0203596686,49.02,2,2,3.04E5,2,2,3,,84124,Thalassiosira_weissflogii_0203596686
71,204,Thalassiosira_weissflogii_0203228638,49.02,2,2,3.04E5,2,2,3,,84206,Thalassiosira_weissflogii_0203228638
71,203,Thalassiosira_weissflogii_0203505796,49.02,2,2,3.04E5,2,2,3,,88848,Thalassiosira_weissflogii_0203505796
71,197,Thalassiosira_weissflogii_0203535604,49.02,2,2,3.04E5,2,2,3,,74469,Thalassiosira_weissflogii_0203535604
73,32,Thalassiosira_weissflogii_0203321206,47.68,3,3,2.28E5,2,2,3,,69732,Thalassiosira_weissflogii_0203321206
73,33,Thalassiosira_weissflogii_0171446742,47.68,4,4,2.28E5,2,2,3,,63737,Thalassiosira_weissflogii_0171446742
73,34,Thalassiosira_weissflogii_0201801252,47.68,4,4,2.28E5,2,2,3,,51368,Thalassiosira_weissflogii_0201801252
59,120,Thalassiosira_weissflogii_0203455798,46.82,3,3,1.7E5,2,2,2,,58915,Thalassiosira_weissflogii_0203455798
59,119,Thalassiosira_weissflogii_0201834746,46.82,3,3,1.7E5,2,2,2,,58864,Thalassiosira_weissflogii_0201834746
59,122,Thalassiosira_weissflogii_0201768070,46.82,3,3,1.7E5,2,2,2,,63175,Thalassiosira_weissflogii_0201768070
100,156,Thalassiosira_weissflogii_0171418338,46.29,5,5,1.1E5,1,1,2,,21099,Thalassiosira_weissflogii_0171418338
62,20682,Thalassiosira_weissflogii_0203238954,45.93,6,6,7.15E5,1,1,1,,26053,Thalassiosira_weissflogii_0203238954
74,383,Thalassiosira_weissflogii_0203399774,44.68,5,5,1.88E5,1,1,2,,21739,Thalassiosira_weissflogii_0203399774
84,514,tr|A0A089VP53|A0A089VP53_THAWE,44.26,21,21,5.38E5,1,1,1,,7360,Photosystem II reaction center protein H OS=Thalassiosira weissflogii OX=1577725 GN=psbH PE=3 SV=1
56,422,Thalassiosira_weissflogii_0171421366,44.25,7,7,1.27E5,2,2,4,,27428,Thalassiosira_weissflogii_0171421366
70,589,Thalassiosira_weissflogii_0171357220,43.35,5,5,4.83E5,1,1,2,,17182,Thalassiosira_weissflogii_0171357220
39,20644,Thalassiosira_weissflogii_0203607746,42.27,14,14,,1,0,1,,6156,Thalassiosira_weissflogii_0203607746
45,386,Thalassiosira_weissflogii_0203397068,41.43,6,6,1.52E6,1,1,2,,14970,Thalassiosira_weissflogii_0203397068
75,288,Thalassiosira_weissflogii_0203399598,40.79,2,2,4.81E4,1,1,1,Carbamidomethylation,74976,Thalassiosira_weissflogii_0203399598
76,307,Thalassiosira_weissflogii_0203326780,40.74,3,3,2.32E4,1,1,2,,32320,Thalassiosira_weissflogii_0203326780
105,20656,Thalassiosira_weissflogii_0203359898,40.28,1,1,,1,0,1,,101948,Thalassiosira_weissflogii_0203359898
92,388,Thalassiosira_weissflogii_0171354090,39.76,3,3,2.47E5,2,2,2,,67006,Thalassiosira_weissflogii_0171354090
92,381,Thalassiosira_weissflogii_0171415738,39.76,3,3,2.47E5,2,2,2,,68100,Thalassiosira_weissflogii_0171415738
92,376,Thalassiosira_weissflogii_0171446960,39.76,3,3,2.47E5,2,2,2,,79982,Thalassiosira_weissflogii_0171446960
67,692,Thalassiosira_weissflogii_0171353586,38.71,0,0,,0,0,0,,86208,Thalassiosira_weissflogii_0171353586
67,719,Thalassiosira_weissflogii_0171419162,38.71,0,0,,0,0,0,,93215,Thalassiosira_weissflogii_0171419162
97,259,Thalassiosira_weissflogii_0203305774,38.18,3,3,1.11E4,1,1,1,,37155,Thalassiosira_weissflogii_0203305774
60,616,Thalassiosira_weissflogii_0203216890,36.11,4,4,2.27E5,1,1,5,,29550,Thalassiosira_weissflogii_0203216890
93,347,Thalassiosira_weissflogii_0201744384,35.20,1,1,3E4,1,1,1,,71824,Thalassiosira_weissflogii_0201744384
135,20653,Thalassiosira_weissflogii_0203609740,35.16,5,5,2.54E5,1,1,2,,18266,Thalassiosira_weissflogii_0203609740
110,372,Thalassiosira_weissflogii_0203291990,34.94,6,6,4.62E5,1,1,3,,18335,Thalassiosira_weissflogii_0203291990
98,69,Thalassiosira_weissflogii_0203086342,34.80,1,1,1.79E6,1,1,2,,77860,Thalassiosira_weissflogii_0203086342
72,3636,Thalassiosira_weissflogii_0203319920,34.65,0,0,,0,0,0,,64139,Thalassiosira_weissflogii_0203319920
72,3637,Thalassiosira_weissflogii_0203380662,34.65,0,0,,0,0,0,,63579,Thalassiosira_weissflogii_0203380662
72,3639,Thalassiosira_weissflogii_0203476532,34.65,0,0,,0,0,0,,67109,Thalassiosira_weissflogii_0203476532
99,612,Thalassiosira_weissflogii_0171353836,33.84,0,0,,0,0,0,,129997,Thalassiosira_weissflogii_0171353836
99,2203,Thalassiosira_weissflogii_0203585262,33.84,0,0,,0,0,0,,126522,Thalassiosira_weissflogii_0203585262
99,593,Thalassiosira_weissflogii_0171446834,33.84,0,0,,0,0,0,,139160,Thalassiosira_weissflogii_0171446834
108,445,Thalassiosira_weissflogii_0203399266,33.03,11,11,6.68E4,1,1,1,Carbamidomethylation,7406,Thalassiosira_weissflogii_0203399266
108,446,Thalassiosira_weissflogii_0203355266,33.03,7,7,6.68E4,1,1,1,Carbamidomethylation,12084,Thalassiosira_weissflogii_0203355266
108,220,Thalassiosira_weissflogii_0203239290,33.03,5,5,6.68E4,1,1,1,Carbamidomethylation,16427,Thalassiosira_weissflogii_0203239290
108,228,Thalassiosira_weissflogii_0201782250,33.03,3,3,6.68E4,1,1,1,Carbamidomethylation,26990,Thalassiosira_weissflogii_0201782250
108,229,Thalassiosira_weissflogii_0203537164,33.03,3,3,6.68E4,1,1,1,Carbamidomethylation,28197,Thalassiosira_weissflogii_0203537164
108,113,Thalassiosira_weissflogii_0203198508,33.03,1,1,6.68E4,1,1,1,Carbamidomethylation,59252,Thalassiosira_weissflogii_0203198508
108,114,Thalassiosira_weissflogii_0203137132,33.03,1,1,6.68E4,1,1,1,Carbamidomethylation,62088,Thalassiosira_weissflogii_0203137132
108,115,Thalassiosira_weissflogii_0203168594,33.03,1,1,6.68E4,1,1,1,Carbamidomethylation,62573,Thalassiosira_weissflogii_0203168594
108,116,Thalassiosira_weissflogii_0203105640,33.03,1,1,6.68E4,1,1,1,Carbamidomethylation,62658,Thalassiosira_weissflogii_0203105640
108,117,Thalassiosira_weissflogii_0171446648,33.03,1,1,6.68E4,1,1,1,Carbamidomethylation,62997,Thalassiosira_weissflogii_0171446648
108,118,Thalassiosira_weissflogii_0171415682,33.03,1,1,6.68E4,1,1,1,Carbamidomethylation,64409,Thalassiosira_weissflogii_0171415682
108,123,Thalassiosira_weissflogii_0201769678,33.03,1,1,6.68E4,1,1,1,Carbamidomethylation,80603,Thalassiosira_weissflogii_0201769678
108,124,Thalassiosira_weissflogii_0203474176,33.03,1,1,6.68E4,1,1,1,Carbamidomethylation,88647,Thalassiosira_weissflogii_0203474176
524,20646,Thalassiosira_weissflogii_0203319442,32.93,1,1,1.25E4,1,1,1,,152326,Thalassiosira_weissflogii_0203319442
524,20654,Thalassiosira_weissflogii_0203597056,32.93,1,1,1.25E4,1,1,1,,146566,Thalassiosira_weissflogii_0203597056
524,20655,Thalassiosira_weissflogii_0201829034,32.93,1,1,1.25E4,1,1,1,,148995,Thalassiosira_weissflogii_0201829034
158,20649,Thalassiosira_weissflogii_0203470808,32.57,4,4,3.41E4,1,1,2,,33934,Thalassiosira_weissflogii_0203470808
158,20650,Thalassiosira_weissflogii_0203112010,32.57,4,4,3.41E4,1,1,2,,34144,Thalassiosira_weissflogii_0203112010
171,20645,Thalassiosira_weissflogii_0201760982,32.47,3,3,4.5E4,1,1,2,,46461,Thalassiosira_weissflogii_0201760982
77,344,Thalassiosira_weissflogii_0201806284,32.35,0,0,,0,0,0,,22857,Thalassiosira_weissflogii_0201806284
52,418,Thalassiosira_weissflogii_0203210378,31.92,0,0,,0,0,0,,9393,Thalassiosira_weissflogii_0203210378
188,20657,Thalassiosira_weissflogii_0203515294,31.38,0,0,,0,0,0,,9382,Thalassiosira_weissflogii_0203515294
181,21850,Thalassiosira_weissflogii_0203428190,30.92,0,0,,0,0,0,,91388,Thalassiosira_weissflogii_0203428190
129,169,Thalassiosira_weissflogii_0201804342,30.83,0,0,,0,0,0,,47701,Thalassiosira_weissflogii_0201804342
69,440,Thalassiosira_weissflogii_0203573276,30.60,4,4,9.8E4,1,1,3,,26723,Thalassiosira_weissflogii_0203573276
102,22554,Thalassiosira_weissflogii_0203538526,30.60,0,0,,0,0,0,,80694,Thalassiosira_weissflogii_0203538526
138,1750,Thalassiosira_weissflogii_0203320852,30.44,0,0,,0,0,0,,245120,Thalassiosira_weissflogii_0203320852
138,21043,Thalassiosira_weissflogii_0203200200,30.44,0,0,,0,0,0,,275754,Thalassiosira_weissflogii_0203200200
138,1628,Thalassiosira_weissflogii_0203352360,30.44,0,0,,0,0,0,,276096,Thalassiosira_weissflogii_0203352360
138,21044,Thalassiosira_weissflogii_0203568560,30.44,0,0,,0,0,0,,277444,Thalassiosira_weissflogii_0203568560
138,1632,Thalassiosira_weissflogii_0203598778,30.44,0,0,,0,0,0,,278014,Thalassiosira_weissflogii_0203598778
138,21045,Thalassiosira_weissflogii_0203109642,30.44,0,0,,0,0,0,,277743,Thalassiosira_weissflogii_0203109642
138,21141,Thalassiosira_weissflogii_0171448238,30.44,0,0,,0,0,0,,134244,Thalassiosira_weissflogii_0171448238
138,21240,Thalassiosira_weissflogii_0171385506,30.44,0,0,,0,0,0,,213535,Thalassiosira_weissflogii_0171385506
525,238,Thalassiosira_weissflogii_0171353608,30.25,7,7,1.01E5,1,1,1,,14097,Thalassiosira_weissflogii_0171353608
525,242,Thalassiosira_weissflogii_0203198822,30.25,3,3,1.01E5,1,1,1,,32023,Thalassiosira_weissflogii_0203198822
525,420,Thalassiosira_weissflogii_0201834356,30.25,11,11,1.01E5,1,1,1,,8897,Thalassiosira_weissflogii_0201834356
525,421,Thalassiosira_weissflogii_0171420484,30.25,11,11,1.01E5,1,1,1,,9011,Thalassiosira_weissflogii_0171420484
525,236,Thalassiosira_weissflogii_0203167856,30.25,7,7,1.01E5,1,1,1,,13077,Thalassiosira_weissflogii_0203167856
525,237,Thalassiosira_weissflogii_0203204676,30.25,7,7,1.01E5,1,1,1,,13616,Thalassiosira_weissflogii_0203204676
525,240,Thalassiosira_weissflogii_0201848920,30.25,7,7,1.01E5,1,1,1,,13946,Thalassiosira_weissflogii_0201848920
525,241,Thalassiosira_weissflogii_0203450516,30.25,5,5,1.01E5,1,1,1,,19624,Thalassiosira_weissflogii_0203450516
525,608,Thalassiosira_weissflogii_0201807936,30.25,5,5,1.01E5,1,1,1,,21205,Thalassiosira_weissflogii_0201807936
113,22625,Thalassiosira_weissflogii_0203474918,30.09,0,0,,0,0,0,,115712,Thalassiosira_weissflogii_0203474918
