Peptides,GO-term,Name
376,GO:0005852,eukaryotic translation initiation factor 3 complex
374,GO:0042555,MCM complex
374,GO:0005618,cell wall
370,GO:0005680,anaphase-promoting complex
362,GO:0030288,outer membrane-bounded periplasmic space
359,GO:0035861,site of double-strand break
345,GO:0000407,phagophore assembly site
344,GO:0017119,Golgi transport complex
343,GO:0019028,viral capsid
343,GO:0005666,RNA polymerase III complex
343,GO:0031932,TORC2 complex
335,GO:0036157,outer dynein arm
329,GO:0031201,SNARE complex
327,GO:0005635,nuclear envelope
322,GO:0071014,post-mRNA release spliceosomal complex
313,GO:0031305,integral component of mitochondrial inner membrane
312,GO:0000228,nuclear chromosome
312,GO:0000118,histone deacetylase complex
310,GO:0022627,cytosolic small ribosomal subunit
304,GO:0009360,DNA polymerase III complex
304,GO:0042025,host cell nucleus
302,GO:0071004,U2-type prespliceosome
301,GO:0005764,lysosome
300,GO:0000775,"chromosome, centromeric region"
297,GO:0005669,transcription factor TFIID complex
295,GO:0005868,cytoplasmic dynein complex
287,GO:0000123,histone acetyltransferase complex
286,GO:0030131,clathrin adaptor complex
284,GO:0008540,"proteasome regulatory particle, base subcomplex"
282,GO:0032153,cell division site
280,GO:0000776,kinetochore
279,GO:0009331,glycerol-3-phosphate dehydrogenase complex
276,GO:0005802,trans-Golgi network
275,GO:0005938,cell cortex
274,GO:0030127,COPII vesicle coat
270,GO:0000502,proteasome complex
268,GO:0005814,centriole
266,GO:0020002,host cell plasma membrane
264,GO:0033290,eukaryotic 48S preinitiation complex
264,GO:0000178,exosome (RNase complex)
263,GO:0005832,chaperonin-containing T-complex
262,GO:0031514,motile cilium
260,GO:0000176,nuclear exosome (RNase complex)
260,GO:0005665,"RNA polymerase II, core complex"
256,GO:0005685,U1 snRNP
255,GO:0005686,U2 snRNP
255,GO:0005881,cytoplasmic microtubule
254,GO:0070469,respirasome
251,GO:0010494,cytoplasmic stress granule
250,GO:0000938,GARP complex
247,GO:0016282,eukaryotic 43S preinitiation complex
246,GO:0034388,Pwp2p-containing subcomplex of 90S preribosome
246,GO:0031461,cullin-RING ubiquitin ligase complex
239,GO:0016592,mediator complex
238,GO:0005736,RNA polymerase I complex
235,GO:0030430,host cell cytoplasm
235,GO:0030897,HOPS complex
234,GO:0031298,replication fork protection complex
234,GO:0005770,late endosome
229,GO:0005762,mitochondrial large ribosomal subunit
228,GO:0030686,90S preribosome
227,GO:0030915,Smc5-Smc6 complex
227,GO:0000786,nucleosome
226,GO:0005929,cilium
224,GO:0033588,Elongator holoenzyme complex
223,GO:0030688,"preribosome, small subunit precursor"
221,GO:0005741,mitochondrial outer membrane
219,GO:0031499,TRAMP complex
218,GO:0071011,precatalytic spliceosome
215,GO:0048188,Set1C/COMPASS complex
213,GO:0016593,Cdc73/Paf1 complex
212,GO:0019773,"proteasome core complex, alpha-subunit complex"
211,GO:0005788,endoplasmic reticulum lumen
211,GO:0034098,VCP-NPL4-UFD1 AAA ATPase complex
209,GO:0000799,nuclear condensin complex
208,GO:0036064,ciliary basal body
204,GO:0009570,chloroplast stroma
204,GO:0031080,nuclear pore outer ring
202,GO:0005663,DNA replication factor C complex
200,GO:0008622,epsilon DNA polymerase complex
199,GO:0032039,integrator complex
197,GO:0030870,Mre11 complex
195,GO:0009986,cell surface
193,GO:0009341,beta-galactosidase complex
192,GO:0033644,host cell membrane
192,GO:0008278,cohesin complex
191,GO:0016607,nuclear speck
189,GO:0019005,SCF ubiquitin ligase complex
188,GO:0034663,endoplasmic reticulum chaperone complex
187,GO:0030992,intraciliary transport particle B
185,GO:0005811,lipid droplet
183,GO:0055087,Ski complex
183,GO:0034272,"phosphatidylinositol 3-kinase complex, class III, type II"
182,GO:0034271,"phosphatidylinositol 3-kinase complex, class III, type I"
182,GO:0071007,U2-type catalytic step 2 spliceosome
182,GO:0005675,transcription factor TFIIH holo complex
181,GO:0008180,COP9 signalosome
181,GO:0000974,Prp19 complex
181,GO:0000445,THO complex part of transcription export complex
178,GO:0000781,"chromosome, telomeric region"
176,GO:0010008,endosome membrane
175,GO:0000110,nucleotide-excision repair factor 1 complex
174,GO:0005952,cAMP-dependent protein kinase complex
174,GO:0043291,RAVE complex
173,GO:0031380,nuclear RNA-directed RNA polymerase complex
172,GO:0005956,protein kinase CK2 complex
171,GO:0000177,cytoplasmic exosome (RNase complex)
171,GO:0005795,Golgi stack
171,GO:0048471,perinuclear region of cytoplasm
171,GO:0005657,replication fork
169,GO:0030014,CCR4-NOT complex
167,GO:0031965,nuclear membrane
167,GO:0005793,endoplasmic reticulum-Golgi intermediate compartment
166,GO:0000793,condensed chromosome
166,GO:0005765,lysosomal membrane
163,GO:0045263,"proton-transporting ATP synthase complex, coupling factor F(o)"
163,GO:0000779,"condensed chromosome, centromeric region"
162,GO:0005815,microtubule organizing center
162,GO:0000778,condensed nuclear chromosome kinetochore
161,GO:0005801,cis-Golgi network
161,GO:0005847,mRNA cleavage and polyadenylation specificity factor complex
161,GO:0043596,nuclear replication fork
159,GO:0005769,early endosome
157,GO:0042651,thylakoid membrane
157,GO:0009318,exodeoxyribonuclease VII complex
157,GO:0031011,Ino80 complex
157,GO:0005667,transcription factor complex
156,GO:0032580,Golgi cisterna membrane
156,GO:0005658,alpha DNA polymerase:primase complex
155,GO:0045202,synapse
155,GO:0030054,cell junction
153,GO:0005763,mitochondrial small ribosomal subunit
153,GO:0005778,peroxisomal membrane
152,GO:0015627,type II protein secretion system complex
151,GO:0005891,voltage-gated calcium channel complex
151,GO:0070209,ASTRA complex
150,GO:0000839,Hrd1p ubiquitin ligase ERAD-L complex
150,GO:0005779,integral component of peroxisomal membrane
148,GO:0000159,protein phosphatase type 2A complex
148,GO:0005786,"signal recognition particle, endoplasmic reticulum targeting"
147,GO:0032991,protein-containing complex
146,GO:0019012,virion
146,GO:0035101,FACT complex
144,GO:0005851,eukaryotic translation initiation factor 2B complex
143,GO:0009707,chloroplast outer membrane
143,GO:0090694,Scc2-Scc4 cohesin loading complex
142,GO:0000439,transcription factor TFIIH core complex
139,GO:0070545,PeBoW complex
138,GO:0031436,BRCA1-BARD1 complex
137,GO:0043527,tRNA methyltransferase complex
137,GO:0005747,mitochondrial respiratory chain complex I
136,GO:0070772,PAS complex
136,GO:0030015,CCR4-NOT core complex
136,GO:0009898,cytoplasmic side of plasma membrane
136,GO:0070531,BRCA1-A complex
135,GO:0030132,clathrin coat of coated pit
135,GO:0030130,clathrin coat of trans-Golgi network vesicle
135,GO:0012507,ER to Golgi transport vesicle membrane
135,GO:0036020,endolysosome membrane
134,GO:0008541,"proteasome regulatory particle, lid subcomplex"
133,GO:0030123,AP-3 adaptor complex
132,GO:0009425,bacterial-type flagellum basal body
132,GO:0000930,gamma-tubulin complex
131,GO:0032587,ruffle membrane
130,GO:0009317,acetyl-CoA carboxylase complex
130,GO:1990745,EARP complex
129,GO:0030134,COPII-coated ER to Golgi transport vesicle
128,GO:0008076,voltage-gated potassium channel complex
128,GO:0048500,signal recognition particle
128,GO:0000796,condensin complex
128,GO:0031428,box C/D snoRNP complex
128,GO:0071944,cell periphery
128,GO:0097361,CIA complex
127,GO:0008023,transcription elongation factor complex
127,GO:0042765,GPI-anchor transamidase complex
126,GO:0035327,transcriptionally active chromatin
126,GO:0072546,ER membrane protein complex
125,GO:0031464,Cul4A-RING E3 ubiquitin ligase complex
124,GO:0009358,polyphosphate kinase complex
123,GO:0071439,clathrin complex
123,GO:0016514,SWI/SNF complex
122,GO:0080008,Cul4-RING E3 ubiquitin ligase complex
122,GO:0071458,integral component of cytoplasmic side of endoplasmic reticulum membrane
122,GO:0071556,integral component of lumenal side of endoplasmic reticulum membrane
121,GO:0009424,bacterial-type flagellum hook
120,GO:0030117,membrane coat
119,GO:0005869,dynactin complex
119,GO:0017101,aminoacyl-tRNA synthetase multienzyme complex
118,GO:0005844,polysome
117,GO:0071339,MLL1 complex
117,GO:0009941,chloroplast envelope
117,GO:0043625,delta DNA polymerase complex
117,GO:0005689,U12-type spliceosomal complex
117,GO:0000306,extrinsic component of vacuolar membrane
115,GO:0009523,photosystem II
115,GO:0034399,nuclear periphery
115,GO:0045252,oxoglutarate dehydrogenase complex
113,GO:0019013,viral nucleocapsid
112,GO:0009522,photosystem I
112,GO:0034515,proteasome storage granule
111,GO:0000015,phosphopyruvate hydratase complex
111,GO:0031902,late endosome membrane
110,GO:0034456,UTP-C complex
110,GO:0033186,CAF-1 complex
109,GO:0032545,CURI complex
108,GO:0009654,photosystem II oxygen evolving complex
108,GO:0031415,NatA complex
108,GO:0030428,cell septum
107,GO:0009376,HslUV protease complex
107,GO:0055037,recycling endosome
105,GO:0044175,host cell endosome membrane
105,GO:0016281,eukaryotic translation initiation factor 4F complex
104,GO:0070971,endoplasmic reticulum exit site
103,GO:0033179,"proton-transporting V-type ATPase, V0 domain"
103,GO:0009295,nucleoid
103,GO:0043564,Ku70:Ku80 complex
103,GO:0071561,nucleus-vacuole junction
103,GO:0016035,zeta DNA polymerase complex
103,GO:0097344,Rix1 complex
102,GO:0005732,small nucleolar ribonucleoprotein complex
101,GO:0000347,THO complex
101,GO:0033180,"proton-transporting V-type ATPase, V1 domain"
101,GO:0019008,molybdopterin synthase complex
101,GO:0034066,RIC1-RGP1 guanyl-nucleotide exchange factor complex
100,GO:1990112,RQC complex
100,GO:0005968,Rab-protein geranylgeranyltransferase complex
100,GO:0005684,U2-type spliceosomal complex
100,GO:0000812,Swr1 complex
100,GO:0000923,equatorial microtubule organizing center
100,GO:0001518,voltage-gated sodium channel complex
100,GO:0072380,TRC complex
99,GO:0043186,P granule
98,GO:0044611,nuclear pore inner ring
97,GO:0005845,mRNA cap binding complex
96,GO:0043240,Fanconi anaemia nuclear complex
96,GO:0045211,postsynaptic membrane
96,GO:0030660,Golgi-associated vesicle membrane
95,GO:0030956,glutamyl-tRNA(Gln) amidotransferase complex
95,GO:0090575,RNA polymerase II transcription factor complex
95,GO:0008275,gamma-tubulin small complex
94,GO:0005819,spindle
93,GO:0019897,extrinsic component of plasma membrane
93,GO:0071541,"eukaryotic translation initiation factor 3 complex, eIF3m"
92,GO:0097730,non-motile cilium
92,GO:0005776,autophagosome
92,GO:0032389,MutLalpha complex
92,GO:0005971,ribonucleoside-diphosphate reductase complex
91,GO:0035145,exon-exon junction complex
91,GO:0031262,Ndc80 complex
90,GO:0030896,checkpoint clamp complex
89,GO:0044165,host cell endoplasmic reticulum
89,GO:0008287,protein serine/threonine phosphatase complex
88,GO:0009288,bacterial-type flagellum
88,GO:0005581,collagen trimer
88,GO:0000794,condensed nuclear chromosome
88,GO:0015030,Cajal body
88,GO:0036266,Cdc48p-Npl4p-Vms1p AAA ATPase complex
87,GO:1990071,TRAPPII protein complex
87,GO:0000136,"alpha-1,6-mannosyltransferase complex"
86,GO:0005884,actin filament
86,GO:0009706,chloroplast inner membrane
86,GO:0035097,histone methyltransferase complex
86,GO:0016442,RISC complex
86,GO:0030904,retromer complex
84,GO:0000148,"1,3-beta-D-glucan synthase complex"
84,GO:0071540,"eukaryotic translation initiation factor 3 complex, eIF3e"
84,GO:0044614,nuclear pore cytoplasmic filaments
84,GO:0032299,ribonuclease H2 complex
83,GO:0045239,tricarboxylic acid cycle enzyme complex
83,GO:0031314,extrinsic component of mitochondrial inner membrane
83,GO:0005858,axonemal dynein complex
83,GO:0030122,AP-2 adaptor complex
82,GO:0000329,fungal-type vacuole membrane
82,GO:0072686,mitotic spindle
82,GO:0005655,nucleolar ribonuclease P complex
82,GO:0034457,Mpp10 complex
82,GO:0031207,Sec62/Sec63 complex
81,GO:0030008,TRAPP complex
81,GO:0097550,transcriptional preinitiation complex
80,GO:0005925,focal adhesion
79,GO:1990130,GATOR1 complex
78,GO:0005846,nuclear cap binding complex
78,GO:0031416,NatB complex
77,GO:0015629,actin cytoskeleton
77,GO:0031390,Ctf18 RFC-like complex
76,GO:0043614,multi-eIF complex
75,GO:0000126,transcription factor TFIIIB complex
75,GO:0043005,neuron projection
75,GO:0015630,microtubule cytoskeleton
74,GO:0009338,exodeoxyribonuclease V complex
74,GO:0046695,SLIK (SAGA-like) complex
74,GO:1990316,Atg1/ULK1 kinase complex
74,GO:0070390,transcription export complex 2
74,GO:0009330,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex"
73,GO:0008305,integrin complex
73,GO:0048476,Holliday junction resolvase complex
72,GO:0016604,nuclear body
72,GO:0005671,Ada2/Gcn5/Ada3 transcription activator complex
71,GO:0031012,extracellular matrix
71,GO:0016272,prefoldin complex
71,GO:0031307,integral component of mitochondrial outer membrane
70,GO:0005758,mitochondrial intermembrane space
70,GO:0005744,TIM23 mitochondrial import inner membrane translocase complex
70,GO:0005673,transcription factor TFIIE complex
70,GO:0032301,MutSalpha complex
69,GO:0048786,presynaptic active zone
68,GO:0005960,glycine cleavage complex
67,GO:0031226,intrinsic component of plasma membrane
66,GO:0009421,bacterial-type flagellum filament cap
66,GO:0009316,3-isopropylmalate dehydratase complex
66,GO:0016363,nuclear matrix
66,GO:0009328,phenylalanine-tRNA ligase complex
64,GO:0071006,U2-type catalytic step 1 spliceosome
63,GO:0005882,intermediate filament
62,GO:0000408,EKC/KEOPS complex
62,GO:0044220,host cell perinuclear region of cytoplasm
62,GO:0035658,Mon1-Ccz1 complex
62,GO:0042383,sarcolemma
62,GO:0016471,vacuolar proton-transporting V-type ATPase complex
62,GO:0030659,cytoplasmic vesicle membrane
62,GO:0097255,R2TP complex
62,GO:0000417,HIR complex
62,GO:0034045,phagophore assembly site membrane
61,GO:0044385,integral to membrane of host cell
61,GO:0032044,DSIF complex
60,GO:0016605,PML body
60,GO:0000220,"vacuolar proton-transporting V-type ATPase, V0 domain"
60,GO:0000172,ribonuclease MRP complex
60,GO:0032777,Piccolo NuA4 histone acetyltransferase complex
60,GO:0000221,"vacuolar proton-transporting V-type ATPase, V1 domain"
60,GO:0031966,mitochondrial membrane
60,GO:0005639,integral component of nuclear inner membrane
60,GO:0061617,MICOS complex
59,GO:0030906,"retromer, cargo-selective complex"
59,GO:0031251,PAN complex
59,GO:0030479,actin cortical patch
59,GO:0005664,nuclear origin of replication recognition complex
58,GO:0009420,bacterial-type flagellum filament
58,GO:0009325,nitrate reductase complex
58,GO:0000276,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"
57,GO:0033281,TAT protein transport complex
57,GO:0045254,pyruvate dehydrogenase complex
57,GO:0044162,host cell cytoplasmic vesicle membrane
57,GO:0070847,core mediator complex
57,GO:0034245,mitochondrial DNA-directed RNA polymerase complex
56,GO:0000795,synaptonemal complex
56,GO:0000814,ESCRT II complex
55,GO:0046930,pore complex
55,GO:0005850,eukaryotic translation initiation factor 2 complex
55,GO:0005835,fatty acid synthase complex
55,GO:0036038,MKS complex
55,GO:0030121,AP-1 adaptor complex
55,GO:0005674,transcription factor TFIIF complex
55,GO:0097526,spliceosomal tri-snRNP complex
54,GO:0031597,cytosolic proteasome complex
53,GO:0005749,"mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)"
53,GO:0016589,NURF complex
53,GO:0098793,presynapse
53,GO:0030864,cortical actin cytoskeleton
53,GO:0018444,translation release factor complex
53,GO:0017087,mitochondrial processing peptidase complex
52,GO:0005923,bicellular tight junction
52,GO:0034993,meiotic nuclear membrane microtubule tethering complex
52,GO:0000783,nuclear telomere cap complex
51,GO:0005688,U6 snRNP
51,GO:0031519,PcG protein complex
51,GO:0039618,T=pseudo3 icosahedral viral capsid
51,GO:0031417,NatC complex
51,GO:0005687,U4 snRNP
50,GO:0005662,DNA replication factor A complex
50,GO:0005834,heterotrimeric G-protein complex
49,GO:0009897,external side of plasma membrane
49,GO:0005656,nuclear pre-replicative complex
49,GO:0005750,mitochondrial respiratory chain complex III
49,GO:0000813,ESCRT I complex
49,GO:1990423,RZZ complex
48,GO:0016235,aggresome
48,GO:0005797,Golgi medial cisterna
47,GO:0062023,collagen-containing extracellular matrix
47,GO:0005773,vacuole
47,GO:0016323,basolateral plasma membrane
47,GO:0035869,ciliary transition zone
47,GO:0030692,Noc4p-Nop14p complex
46,GO:0031515,tRNA (m1A) methyltransferase complex
46,GO:0005885,Arp2/3 protein complex
46,GO:0001405,"PAM complex, Tim23 associated import motor"
46,GO:0009431,"bacterial-type flagellum basal body, MS ring"
46,GO:0031982,vesicle
46,GO:0009506,plasmodesma
46,GO:0031429,box H/ACA snoRNP complex
46,GO:0009289,pilus
46,GO:0033063,Rad51B-Rad51C-Rad51D-XRCC2 complex
46,GO:0090730,Las1 complex
46,GO:0000323,lytic vacuole
45,GO:0009379,Holliday junction helicase complex
45,GO:0034455,t-UTP complex
45,GO:0032045,guanyl-nucleotide exchange factor complex
45,GO:0005771,multivesicular body
44,GO:0030018,Z disc
44,GO:0033573,high-affinity iron permease complex
44,GO:0070985,transcription factor TFIIK complex
44,GO:0001650,fibrillar center
44,GO:0000275,"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)"
44,GO:0000243,commitment complex
43,GO:0014069,postsynaptic density
43,GO:0098978,glutamatergic synapse
43,GO:0043025,neuronal cell body
43,GO:0005740,mitochondrial envelope
43,GO:0044753,amphisome
43,GO:0000111,nucleotide-excision repair factor 2 complex
43,GO:0071942,XPC complex
43,GO:0089701,U2AF
42,GO:0001726,ruffle
42,GO:0031595,nuclear proteasome complex
42,GO:0009368,endopeptidase Clp complex
42,GO:0005697,telomerase holoenzyme complex
42,GO:0005712,chiasma
41,GO:0030424,axon
41,GO:0044613,nuclear pore central transport channel
41,GO:0072357,PTW/PP1 phosphatase complex
41,GO:0000811,GINS complex
40,GO:0097546,ciliary base
40,GO:0043235,receptor complex
40,GO:0009274,peptidoglycan-based cell wall
40,GO:0005787,signal peptidase complex
40,GO:0005782,peroxisomal matrix
40,GO:0019029,helical viral capsid
39,GO:0030425,dendrite
39,GO:0016324,apical plasma membrane
39,GO:0001401,SAM complex
39,GO:0031985,Golgi cisterna
38,GO:0070069,cytochrome complex
38,GO:0031410,cytoplasmic vesicle
38,GO:0048046,apoplast
38,GO:0000164,protein phosphatase type 1 complex
38,GO:0070652,HAUS complex
38,GO:0000109,nucleotide-excision repair complex
37,GO:0030257,type III protein secretion system complex
37,GO:0070860,RNA polymerase I core factor complex
37,GO:0005911,cell-cell junction
37,GO:0005953,CAAX-protein geranylgeranyltransferase complex
36,GO:0072669,tRNA-splicing ligase complex
36,GO:0005879,axonemal microtubule
36,GO:0030496,midbody
36,GO:0019033,viral tegument
36,GO:0033178,"proton-transporting two-sector ATPase complex, catalytic domain"
36,GO:0000112,nucleotide-excision repair factor 3 complex
35,GO:0009579,thylakoid
35,GO:0030136,clathrin-coated vesicle
35,GO:0016586,RSC-type complex
35,GO:0016939,kinesin II complex
35,GO:0042643,"actomyosin, actin portion"
35,GO:0030256,type I protein secretion system complex
35,GO:0005967,mitochondrial pyruvate dehydrogenase complex
35,GO:0016507,mitochondrial fatty acid beta-oxidation multienzyme complex
34,GO:0009538,photosystem I reaction center
34,GO:0071005,U2-type precatalytic spliceosome
34,GO:0005912,adherens junction
34,GO:0032432,actin filament bundle
34,GO:0000421,autophagosome membrane
34,GO:0005965,protein farnesyltransferase complex
34,GO:0032797,SMN complex
33,GO:0005876,spindle microtubule
33,GO:0045025,mitochondrial degradosome
33,GO:0030694,"bacterial-type flagellum basal body, rod"
33,GO:0000138,Golgi trans cisterna
33,GO:0000242,pericentriolar material
33,GO:0033065,Rad51C-XRCC3 complex
33,GO:0043529,GET complex
32,GO:0008091,spectrin
32,GO:0009349,riboflavin synthase complex
32,GO:0005935,cellular bud neck
32,GO:0005861,troponin complex
32,GO:0005947,mitochondrial alpha-ketoglutarate dehydrogenase complex
31,GO:0005668,RNA polymerase transcription factor SL1 complex
31,GO:0030027,lamellipodium
31,GO:0002189,ribose phosphate diphosphokinase complex
31,GO:0000214,tRNA-intron endonuclease complex
31,GO:0005784,Sec61 translocon complex
30,GO:0031304,intrinsic component of mitochondrial inner membrane
30,GO:1990131,Gtr1-Gtr2 GTPase complex
30,GO:0072487,MSL complex
30,GO:0051233,spindle midzone
30,GO:1990726,Lsm1-7-Pat1 complex
29,GO:0031225,anchored component of membrane
29,GO:0034451,centriolar satellite
29,GO:0045275,respiratory chain complex III
28,GO:0005854,nascent polypeptide-associated complex
28,GO:0042175,nuclear outer membrane-endoplasmic reticulum membrane network
28,GO:0005838,proteasome regulatory particle
28,GO:0044172,host cell endoplasmic reticulum-Golgi intermediate compartment
28,GO:0034448,EGO complex
27,GO:0042613,MHC class II protein complex
27,GO:0043590,bacterial nucleoid
27,GO:0034464,BBSome
27,GO:0042645,mitochondrial nucleoid
27,GO:0030663,COPI-coated vesicle membrane
27,GO:0031234,extrinsic component of cytoplasmic side of plasma membrane
27,GO:0035371,microtubule plus-end
27,GO:0035098,ESC/E(Z) complex
27,GO:0000815,ESCRT III complex
26,GO:0045095,keratin filament
26,GO:0031510,SUMO activating enzyme complex
26,GO:0005604,basement membrane
26,GO:0019774,"proteasome core complex, beta-subunit complex"
26,GO:0042720,mitochondrial inner membrane peptidase complex
26,GO:0035102,PRC1 complex
25,GO:0009337,sulfite reductase complex (NADPH)
25,GO:0042575,DNA polymerase complex
25,GO:0005683,U7 snRNP
25,GO:0097505,Rad6-Rad18 complex
24,GO:0042788,polysomal ribosome
24,GO:0032592,integral component of mitochondrial membrane
24,GO:0045278,plasma membrane respiratory chain complex IV
24,GO:0031391,Elg1 RFC-like complex
24,GO:0044615,nuclear pore nuclear basket
24,GO:0042709,succinate-CoA ligase complex
24,GO:0030089,phycobilisome
24,GO:0070822,Sin3-type complex
23,GO:0009326,formate dehydrogenase complex
23,GO:0017053,transcriptional repressor complex
23,GO:0071563,Myo2p-Vac17p-Vac8p transport complex
23,GO:0000808,origin recognition complex
23,GO:0008021,synaptic vesicle
23,GO:0030137,COPI-coated vesicle
23,GO:0048269,methionine adenosyltransferase complex
22,GO:0009539,photosystem II reaction center
22,GO:0045121,membrane raft
22,GO:0031422,RecQ family helicase-topoisomerase III complex
22,GO:0030863,cortical cytoskeleton
22,GO:0000346,transcription export complex
21,GO:0071565,nBAF complex
21,GO:0030139,endocytic vesicle
21,GO:0033597,mitotic checkpoint complex
21,GO:1990023,mitotic spindle midzone
21,GO:0099738,cell cortex region
21,GO:1990529,glycosylphosphatidylinositol-mannosyltransferase I complex
20,GO:0044177,host cell Golgi apparatus
20,GO:0005883,neurofilament
20,GO:0031463,Cul3-RING ubiquitin ligase complex
20,GO:0005828,kinetochore microtubule
20,GO:0005742,mitochondrial outer membrane translocase complex
20,GO:0031317,tripartite ATP-independent periplasmic transporter complex
20,GO:0008024,cyclin/CDK positive transcription elongation factor complex
20,GO:0005746,mitochondrial respirasome
20,GO:0030125,clathrin vesicle coat
20,GO:0034719,SMN-Sm protein complex
20,GO:0038039,G protein-coupled receptor heterodimeric complex
20,GO:1905202,methylcrotonoyl-CoA carboxylase complex
19,GO:0030314,junctional membrane complex
19,GO:0031361,integral component of thylakoid membrane
19,GO:0005940,septin ring
19,GO:0043332,mating projection tip
19,GO:0031941,filamentous actin
19,GO:0030175,filopodium
19,GO:0042721,TIM22 mitochondrial import inner membrane insertion complex
19,GO:0009276,Gram-negative-bacterium-type cell wall
19,GO:0097539,ciliary transition fiber
19,GO:0031235,intrinsic component of the cytoplasmic side of the plasma membrane
19,GO:0031252,cell leading edge
19,GO:0039624,viral outer capsid
19,GO:0032993,protein-DNA complex
19,GO:0005753,mitochondrial proton-transporting ATP synthase complex
19,GO:0034715,pICln-Sm protein complex
18,GO:0030677,ribonuclease P complex
18,GO:0005934,cellular bud tip
18,GO:0008290,F-actin capping protein complex
18,GO:0005901,caveola
18,GO:0034707,chloride channel complex
18,GO:0042729,DASH complex
18,GO:0045335,phagocytic vesicle
18,GO:0044163,host cytoskeleton
18,GO:0071821,FANCM-MHF complex
18,GO:0005785,signal recognition particle receptor complex
18,GO:0031588,nucleotide-activated protein kinase complex
18,GO:0070449,elongin complex
18,GO:0032302,MutSbeta complex
17,GO:0000131,incipient cellular bud site
17,GO:0000127,transcription factor TFIIIC complex
17,GO:0009428,"bacterial-type flagellum basal body, distal rod, P ring"
17,GO:0032133,chromosome passenger complex
17,GO:0044853,plasma membrane raft
17,GO:0071564,npBAF complex
17,GO:0098794,postsynapse
17,GO:0005849,mRNA cleavage factor complex
17,GO:0044168,host cell rough endoplasmic reticulum
17,GO:0005921,gap junction
17,GO:0071818,BAT3 complex
17,GO:0008623,CHRAC
17,GO:0071986,Ragulator complex
17,GO:0035859,Seh1-associated complex
17,GO:0042719,mitochondrial intermembrane space protein transporter complex
17,GO:0052718,tRNA-specific adenosine-34 deaminase complex
17,GO:1990298,bub1-bub3 complex
16,GO:0005902,microvillus
16,GO:0098536,deuterosome
16,GO:0036125,fatty acid beta-oxidation multienzyme complex
16,GO:0031594,neuromuscular junction
16,GO:0044196,host cell nucleolus
16,GO:0005637,nuclear inner membrane
16,GO:0032865,ERMES complex
16,GO:0008537,proteasome activator complex
