Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 323_T2_trypsin,Area 323_T2_trypsin,#Peptides,#Unique,#Spec 323_T2_trypsin,PTM,Avg. Mass,Description
31,20790,Thalassiosira_weissflogii_0203258570,99.08,44,44,3.04E7,12,12,22,Carbamidomethylation; Deamidation(N),16419,Thalassiosira_weissflogii_0203258570
61,249,Thalassiosira_weissflogii_0203359074,96.81,36,36,7.04E6,6,6,15,Oxidation (M); Pyro-glu from Q,12879,Thalassiosira_weissflogii_0203359074
9,310,tr|A0A089X953|A0A089X953_THAWE,95.58,27,27,1.45E8,8,8,51,Pyro-glu from Q,9514,Cytochrome b559 subunit alpha OS=Thalassiosira weissflogii OX=1577725 GN=psbE PE=3 SV=1
44,5194,Thalassiosira_weissflogii_0203362476,91.89,33,33,3E6,8,7,16,Carbamidomethylation,24194,Thalassiosira_weissflogii_0203362476
49,464,tr|A0A089VKI6|A0A089VKI6_THAWE,91.64,31,31,4.46E6,7,7,12,,15533,Photosystem I subunit II OS=Thalassiosira weissflogii OX=1577725 GN=psaD PE=4 SV=1
34,516,Thalassiosira_weissflogii_0201768196,91.51,4,4,3.57E6,9,9,15,Pyro-glu from Q,237822,Thalassiosira_weissflogii_0201768196
27,170,Thalassiosira_weissflogii_0203573894,91.46,28,28,6.75E6,11,7,23,Carbamidomethylation,29008,Thalassiosira_weissflogii_0203573894
27,172,Thalassiosira_weissflogii_0201829370,91.46,15,15,6.75E6,11,7,23,Carbamidomethylation,54172,Thalassiosira_weissflogii_0201829370
27,177,Thalassiosira_weissflogii_0203350350,91.46,11,11,6.75E6,11,7,23,Carbamidomethylation,74897,Thalassiosira_weissflogii_0203350350
36,248,Thalassiosira_weissflogii_0203581516,91.35,7,7,2.14E6,8,7,12,,100447,Thalassiosira_weissflogii_0203581516
35,39080,Thalassiosira_weissflogii_0203399586,89.58,25,25,8.39E6,7,7,13,,18933,Thalassiosira_weissflogii_0203399586
52,467,tr|A0A089X8Z4|A0A089X8Z4_THAWE,88.87,33,33,9.7E6,7,7,14,,17751,Cytochrome c-550 OS=Thalassiosira weissflogii OX=1577725 GN=psbV PE=3 SV=1
38,144,Thalassiosira_weissflogii_0203519974,86.74,12,12,7.49E6,10,9,18,,75057,Thalassiosira_weissflogii_0203519974
32,291,tr|A0A089VKB7|A0A089VKB7_THAWE,84.93,46,46,9.15E6,10,10,17,Carbamidomethylation,10765,Ferredoxin OS=Thalassiosira weissflogii OX=1577725 GN=petF PE=3 SV=1
32,292,sp|O98450|FER_THAWE,84.93,46,46,9.15E6,10,10,17,Carbamidomethylation,10765,Ferredoxin OS=Thalassiosira weissflogii OX=1577725 GN=petF PE=3 SV=3
32,293,Thalassiosira_weissflogii_0203187078,84.93,46,46,9.15E6,10,10,17,Carbamidomethylation,11012,Thalassiosira_weissflogii_0203187078
30,645,tr|A0A089VIN2|A0A089VIN2_THAWE,84.85,80,80,5.18E7,8,8,19,,7470,Photosystem I reaction center subunit IV OS=Thalassiosira weissflogii OX=1577725 GN=psaE PE=3 SV=1
33,40,Thalassiosira_weissflogii_0203380632,84.39,12,12,1.55E7,8,6,18,Carbamidomethylation,48650,Thalassiosira_weissflogii_0203380632
33,41,Thalassiosira_weissflogii_0171353580,84.39,10,10,1.55E7,8,6,18,Carbamidomethylation,59616,Thalassiosira_weissflogii_0171353580
33,43,Thalassiosira_weissflogii_0201768054,84.39,9,9,1.55E7,8,6,18,Carbamidomethylation,63367,Thalassiosira_weissflogii_0201768054
80,94,Thalassiosira_weissflogii_0203443172,83.12,9,9,4.1E6,5,5,9,Carbamidomethylation,47681,Thalassiosira_weissflogii_0203443172
77,155,Thalassiosira_weissflogii_0203296644,82.00,18,18,1.46E6,4,4,5,Carbamidomethylation,27052,Thalassiosira_weissflogii_0203296644
58,77,Thalassiosira_weissflogii_0171446710,81.34,7,7,2.59E6,9,8,15,Carbamidomethylation,125332,Thalassiosira_weissflogii_0171446710
45,39081,tr|A0A089X984|A0A089X984_THAWE,80.52,22,22,9.33E6,7,7,9,,22045,50S ribosomal protein L3  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=rpl3 PE=3 SV=1
45,39082,Thalassiosira_weissflogii_0203311806,80.52,22,22,9.33E6,7,7,9,,22131,Thalassiosira_weissflogii_0203311806
51,80,Thalassiosira_weissflogii_0203204228,79.49,19,19,3.51E6,7,6,8,Pyro-glu from Q,21092,Thalassiosira_weissflogii_0203204228
39,413,Thalassiosira_weissflogii_0203412222,79.08,14,14,5.3E6,7,7,11,Carbamidomethylation; Oxidation(KPRY),42375,Thalassiosira_weissflogii_0203412222
39,414,Thalassiosira_weissflogii_0203597848,79.08,13,13,5.3E6,7,7,11,Carbamidomethylation; Oxidation(KPRY),43175,Thalassiosira_weissflogii_0203597848
39,415,Thalassiosira_weissflogii_0201768036,79.08,13,13,5.3E6,7,7,11,Carbamidomethylation; Oxidation(KPRY),43712,Thalassiosira_weissflogii_0201768036
56,71,Thalassiosira_weissflogii_0201839298,78.61,8,8,2.33E6,9,9,13,Carbamidomethylation; Deamidation(N),103889,Thalassiosira_weissflogii_0201839298
56,70,Thalassiosira_weissflogii_0171366442,78.61,8,8,2.33E6,9,9,13,Carbamidomethylation; Deamidation(N),103785,Thalassiosira_weissflogii_0171366442
74,67,tr|A0A089VKN5|A0A089VKN5_THAWE,78.27,5,5,1.8E6,5,5,7,Oxidation (M),44681,Elongation factor Tu  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=tufA PE=3 SV=1
74,66,Thalassiosira_weissflogii_0203257228,78.27,5,5,1.8E6,5,5,7,Oxidation (M),44681,Thalassiosira_weissflogii_0203257228
75,1566,Thalassiosira_weissflogii_0203237080,78.09,6,6,1.22E6,7,7,7,,85926,Thalassiosira_weissflogii_0203237080
70,39079,Thalassiosira_weissflogii_0203104726,77.02,9,9,1.68E6,5,5,7,Carbamidomethylation,57632,Thalassiosira_weissflogii_0203104726
70,39078,Thalassiosira_weissflogii_0171355272,77.02,9,9,1.68E6,5,5,7,Carbamidomethylation,57844,Thalassiosira_weissflogii_0171355272
73,405,Thalassiosira_weissflogii_0201806646,76.47,8,8,4.49E5,5,5,7,Oxidation(KPRY),73591,Thalassiosira_weissflogii_0201806646
118,100,Thalassiosira_weissflogii_0171384842,76.44,4,4,1.53E6,3,3,5,,93184,Thalassiosira_weissflogii_0171384842
42,63,tr|A0A089VKD8|A0A089VKD8_THAWE,75.60,37,37,5.39E6,9,9,11,,15813,Ribulose-1 5-bisphosphate carboxylase/oxygenase small subunit OS=Thalassiosira weissflogii OX=1577725 GN=rbcS PE=4 SV=1
83,230,Thalassiosira_weissflogii_0201861794,75.57,10,10,1.27E4,6,1,7,Carbamidomethylation; Oxidation (M),59190,Thalassiosira_weissflogii_0201861794
82,224,Thalassiosira_weissflogii_0201800806,75.08,12,12,8.26E4,6,1,7,Carbamidomethylation,51358,Thalassiosira_weissflogii_0201800806
82,221,Thalassiosira_weissflogii_0203319120,75.08,10,10,8.26E4,6,1,7,Carbamidomethylation,56818,Thalassiosira_weissflogii_0203319120
82,225,Thalassiosira_weissflogii_0203505570,75.08,10,10,8.26E4,6,1,7,Carbamidomethylation,57097,Thalassiosira_weissflogii_0203505570
82,226,Thalassiosira_weissflogii_0203566230,75.08,10,10,8.26E4,6,1,7,Carbamidomethylation,58349,Thalassiosira_weissflogii_0203566230
65,34,Thalassiosira_weissflogii_0201801252,74.82,9,9,4.35E6,4,4,9,,51368,Thalassiosira_weissflogii_0201801252
65,33,Thalassiosira_weissflogii_0171446742,74.82,7,7,4.35E6,4,4,9,,63737,Thalassiosira_weissflogii_0171446742
65,32,Thalassiosira_weissflogii_0203321206,74.82,6,6,4.35E6,4,4,9,,69732,Thalassiosira_weissflogii_0203321206
90,339,Thalassiosira_weissflogii_0203520990,74.48,2,2,6.53E5,4,4,7,Deamidation(N),166480,Thalassiosira_weissflogii_0203520990
48,237,Thalassiosira_weissflogii_0203204676,73.91,23,23,1.75E7,5,5,10,,13616,Thalassiosira_weissflogii_0203204676
48,236,Thalassiosira_weissflogii_0203167856,73.91,24,24,1.75E7,5,5,10,,13077,Thalassiosira_weissflogii_0203167856
48,242,Thalassiosira_weissflogii_0203198822,73.91,10,10,1.75E7,5,5,10,,32023,Thalassiosira_weissflogii_0203198822
48,238,Thalassiosira_weissflogii_0171353608,73.91,23,23,1.75E7,5,5,10,,14097,Thalassiosira_weissflogii_0171353608
48,241,Thalassiosira_weissflogii_0203450516,73.91,16,16,1.75E7,5,5,10,,19624,Thalassiosira_weissflogii_0203450516
81,7863,Thalassiosira_weissflogii_0201783044,72.11,5,5,7.9E5,7,7,8,Carbamidomethylation,107534,Thalassiosira_weissflogii_0201783044
63,523,Thalassiosira_weissflogii_0201776260,71.89,14,14,4.11E6,4,4,9,,22232,Thalassiosira_weissflogii_0201776260
69,417,Thalassiosira_weissflogii_0203412232,71.30,7,7,1.38E6,7,7,7,Carbamidomethylation,58000,Thalassiosira_weissflogii_0203412232
69,406,Thalassiosira_weissflogii_0203138762,71.30,7,7,1.38E6,7,7,7,Carbamidomethylation,59304,Thalassiosira_weissflogii_0203138762
69,407,Thalassiosira_weissflogii_0203319614,71.30,7,7,1.38E6,7,7,7,Carbamidomethylation,60628,Thalassiosira_weissflogii_0203319614
69,402,Thalassiosira_weissflogii_0171446626,71.30,6,6,1.38E6,7,7,7,Carbamidomethylation,69792,Thalassiosira_weissflogii_0171446626
69,408,Thalassiosira_weissflogii_0203504926,71.30,5,5,1.38E6,7,7,7,Carbamidomethylation,76299,Thalassiosira_weissflogii_0203504926
69,409,Thalassiosira_weissflogii_0203381374,71.30,5,5,1.38E6,7,7,7,Carbamidomethylation,81822,Thalassiosira_weissflogii_0203381374
69,410,Thalassiosira_weissflogii_0201799292,71.30,5,5,1.38E6,7,7,7,Carbamidomethylation,82543,Thalassiosira_weissflogii_0201799292
69,404,Thalassiosira_weissflogii_0203535754,71.30,5,5,1.38E6,7,7,7,Carbamidomethylation,83069,Thalassiosira_weissflogii_0203535754
69,21149,Thalassiosira_weissflogii_0203350290,71.30,5,5,1.38E6,7,7,7,Carbamidomethylation,85123,Thalassiosira_weissflogii_0203350290
69,39084,Thalassiosira_weissflogii_0201829140,71.30,4,4,1.38E6,7,7,7,Carbamidomethylation,92206,Thalassiosira_weissflogii_0201829140
53,501,Thalassiosira_weissflogii_0203566122,70.99,7,7,1.6E6,5,3,11,Carbamidomethylation,58481,Thalassiosira_weissflogii_0203566122
53,499,Thalassiosira_weissflogii_0203476974,70.99,7,7,1.6E6,5,3,11,Carbamidomethylation,58060,Thalassiosira_weissflogii_0203476974
53,489,Thalassiosira_weissflogii_0203199056,70.99,6,6,1.6E6,5,3,11,Carbamidomethylation,66198,Thalassiosira_weissflogii_0203199056
86,508,Thalassiosira_weissflogii_0203448720,70.60,8,8,5.67E6,5,5,7,Oxidation (M); Oxidation(KPRY),22090,Thalassiosira_weissflogii_0203448720
59,243,Thalassiosira_weissflogii_0203264358,70.43,17,17,3.18E6,4,4,6,,21360,Thalassiosira_weissflogii_0203264358
62,511,Thalassiosira_weissflogii_0203245572,69.15,10,10,3.07E6,7,7,9,,39916,Thalassiosira_weissflogii_0203245572
71,19,tr|A0A089VKF6|A0A089VKF6_THAWE,67.56,8,8,2.34E6,6,6,9,Methylation(KR); Pyro-glu from Q,56361,Photosystem II CP47 reaction center protein OS=Thalassiosira weissflogii OX=1577725 GN=psbB PE=3 SV=1
71,20,Thalassiosira_weissflogii_0203103378,67.56,8,8,2.34E6,6,6,9,Methylation(KR); Pyro-glu from Q,56361,Thalassiosira_weissflogii_0203103378
41,39086,Thalassiosira_weissflogii_0203497458,67.55,4,4,6.8E5,7,7,9,Carbamidomethylation,169898,Thalassiosira_weissflogii_0203497458
46,345,Thalassiosira_weissflogii_0171423018,67.51,16,16,4.87E6,6,6,9,Oxidation (M),26951,Thalassiosira_weissflogii_0171423018
54,16,tr|A0A089VNZ5|A0A089VNZ5_THAWE,66.98,5,5,6.25E6,6,6,10,,83638,Photosystem I P700 chlorophyll a apoprotein A1 OS=Thalassiosira weissflogii OX=1577725 GN=psaA PE=3 SV=1
79,22816,Thalassiosira_weissflogii_0171369240,66.76,33,33,2.17E6,5,5,9,Carbamidomethylation; Pyro-glu from Q,12382,Thalassiosira_weissflogii_0171369240
66,39085,Thalassiosira_weissflogii_0203540914,66.45,25,25,7.81E6,4,4,10,,16687,Thalassiosira_weissflogii_0203540914
43,21,tr|A0A089VKJ7|A0A089VKJ7_THAWE,66.31,16,16,2.55E7,6,6,14,Carbamidomethylation; Oxidation(KPRY),20450,Photosystem I subunit III OS=Thalassiosira weissflogii OX=1577725 GN=psaF PE=4 SV=1
96,175,Thalassiosira_weissflogii_0203602520,66.13,4,4,5.03E5,3,2,5,,55257,Thalassiosira_weissflogii_0203602520
140,130,Thalassiosira_weissflogii_0171449500,66.13,5,5,3.8E5,3,3,3,,41793,Thalassiosira_weissflogii_0171449500
68,14,Thalassiosira_weissflogii_0171348692,64.81,11,11,4.03E6,3,3,7,,28857,Thalassiosira_weissflogii_0171348692
68,15,tr|A0A089VIP5|A0A089VIP5_THAWE,64.81,9,9,4.03E6,3,3,7,,33988,Cytochrome f OS=Thalassiosira weissflogii OX=1577725 GN=petA PE=4 SV=1
105,39090,tr|A0A089X936|A0A089X936_THAWE,64.39,29,29,1.03E6,5,5,5,Carbamidomethylation,14294,ATP synthase epsilon chain  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=atpE PE=3 SV=1
141,39093,Thalassiosira_weissflogii_0203572994,63.90,15,15,9.89E5,3,3,4,,24768,Thalassiosira_weissflogii_0203572994
141,39094,Thalassiosira_weissflogii_0201807848,63.90,12,12,9.89E5,3,3,4,,29819,Thalassiosira_weissflogii_0201807848
99,319,Thalassiosira_weissflogii_0171356290,63.79,8,8,1.28E6,5,5,6,,47343,Thalassiosira_weissflogii_0171356290
64,20860,Thalassiosira_weissflogii_0203386744,63.67,29,29,1.38E6,5,5,8,,15820,Thalassiosira_weissflogii_0203386744
101,207,Thalassiosira_weissflogii_0203169094,63.33,8,8,4.52E5,6,6,6,Pyro-glu from Q,67934,Thalassiosira_weissflogii_0203169094
101,209,tr|A0A089VP72|A0A089VP72_THAWE,63.33,8,8,4.52E5,6,6,6,Pyro-glu from Q,69843,ATP-dependent zinc metalloprotease FtsH OS=Thalassiosira weissflogii OX=1577725 GN=ftsH PE=3 SV=1
109,325,Thalassiosira_weissflogii_0203211260,62.86,3,3,1.72E6,3,3,5,,48610,Thalassiosira_weissflogii_0203211260
60,39102,Thalassiosira_weissflogii_0201775250,62.28,4,4,4.26E6,6,6,9,,71980,Thalassiosira_weissflogii_0201775250
50,215,Thalassiosira_weissflogii_0203391506,62.28,14,14,2.89E6,6,5,8,Pyro-glu from Q,26700,Thalassiosira_weissflogii_0203391506
50,216,Thalassiosira_weissflogii_0203580532,62.28,14,14,2.89E6,6,5,8,Pyro-glu from Q,26802,Thalassiosira_weissflogii_0203580532
67,304,Thalassiosira_weissflogii_0203598492,61.97,6,6,7.44E5,5,5,5,,84598,Thalassiosira_weissflogii_0203598492
67,305,Thalassiosira_weissflogii_0201769984,61.97,6,6,7.44E5,5,5,5,,84719,Thalassiosira_weissflogii_0201769984
72,103,Thalassiosira_weissflogii_0201773708,61.42,13,13,6.81E5,4,1,5,,21231,Thalassiosira_weissflogii_0201773708
57,111,Thalassiosira_weissflogii_0203627540,60.41,17,17,1.17E7,6,6,9,,23429,Thalassiosira_weissflogii_0203627540
91,120,Thalassiosira_weissflogii_0203455798,60.39,4,4,2.37E6,3,3,7,,58915,Thalassiosira_weissflogii_0203455798
91,119,Thalassiosira_weissflogii_0201834746,60.39,4,4,2.37E6,3,3,7,,58864,Thalassiosira_weissflogii_0201834746
91,122,Thalassiosira_weissflogii_0201768070,60.39,3,3,2.37E6,3,3,7,,63175,Thalassiosira_weissflogii_0201768070
97,4654,Thalassiosira_weissflogii_0203418580,60.33,2,2,4.31E5,2,2,3,,52409,Thalassiosira_weissflogii_0203418580
135,139,Thalassiosira_weissflogii_0203258698,60.09,4,4,9.36E5,3,3,5,Carbamidomethylation,67143,Thalassiosira_weissflogii_0203258698
84,157,Thalassiosira_weissflogii_0171390160,59.78,8,8,1.07E5,6,2,7,Carbamidomethylation; Deamidation(N),58987,Thalassiosira_weissflogii_0171390160
84,158,Thalassiosira_weissflogii_0171357300,59.78,6,6,1.07E5,6,2,7,Carbamidomethylation; Deamidation(N),78240,Thalassiosira_weissflogii_0171357300
76,39088,Thalassiosira_weissflogii_0201822442,59.56,34,34,3.93E6,5,5,8,,11225,Thalassiosira_weissflogii_0201822442
76,39089,tr|A0A089X927|A0A089X927_THAWE,59.56,28,28,3.93E6,5,5,8,,13607,50S ribosomal protein L12  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=rpl12 PE=3 SV=1
146,39096,Thalassiosira_weissflogii_0203505514,59.31,3,3,4.76E5,2,2,4,,72228,Thalassiosira_weissflogii_0203505514
89,169,Thalassiosira_weissflogii_0201804342,58.80,8,8,6.93E5,5,5,6,Carbamidomethylation,47701,Thalassiosira_weissflogii_0201804342
162,126,Thalassiosira_weissflogii_0203324490,58.49,15,15,2.65E5,4,4,4,,25114,Thalassiosira_weissflogii_0203324490
162,125,Thalassiosira_weissflogii_0203571564,58.49,16,16,2.65E5,4,4,4,,23711,Thalassiosira_weissflogii_0203571564
85,159,Thalassiosira_weissflogii_0203203762,57.92,13,13,1.6E6,6,4,6,Pyro-glu from Q,21802,Thalassiosira_weissflogii_0203203762
85,160,Thalassiosira_weissflogii_0203386012,57.92,13,13,1.6E6,6,4,6,Pyro-glu from Q,22430,Thalassiosira_weissflogii_0203386012
157,31,tr|A0A089VIJ5|A0A089VIJ5_THAWE,57.81,2,2,3.13E5,1,1,2,Carbamidomethylation,81999,Photosystem I P700 chlorophyll a apoprotein A2 OS=Thalassiosira weissflogii OX=1577725 GN=psaB PE=3 SV=1
94,314,Thalassiosira_weissflogii_0171402288,57.63,4,4,1.99E6,3,3,7,,80690,Thalassiosira_weissflogii_0171402288
126,354,Thalassiosira_weissflogii_0203541550,57.41,17,17,6.4E5,3,3,5,,16958,Thalassiosira_weissflogii_0203541550
100,27743,Thalassiosira_weissflogii_0171448610,56.34,4,4,1.02E6,3,3,4,Carbamidomethylation,89422,Thalassiosira_weissflogii_0171448610
78,39099,Thalassiosira_weissflogii_0203596464,56.26,5,5,8.45E5,4,4,8,,83184,Thalassiosira_weissflogii_0203596464
78,39100,Thalassiosira_weissflogii_0203350354,56.26,5,5,8.45E5,4,4,8,,88842,Thalassiosira_weissflogii_0203350354
78,39101,Thalassiosira_weissflogii_0201768056,56.26,4,4,8.45E5,4,4,8,,91280,Thalassiosira_weissflogii_0201768056
88,153,Thalassiosira_weissflogii_0203412220,56.26,7,7,1.11E5,5,1,5,Carbamidomethylation,62095,Thalassiosira_weissflogii_0203412220
116,427,Thalassiosira_weissflogii_0171368876,56.21,9,9,8.55E5,3,3,3,,39087,Thalassiosira_weissflogii_0171368876
87,285,Thalassiosira_weissflogii_0203520826,55.90,5,5,3.15E6,3,3,5,,35064,Thalassiosira_weissflogii_0203520826
87,284,Thalassiosira_weissflogii_0203366844,55.90,3,3,3.15E6,3,3,5,,55376,Thalassiosira_weissflogii_0203366844
128,443,Thalassiosira_weissflogii_0201769216,55.58,15,15,9.63E5,2,2,4,,16858,Thalassiosira_weissflogii_0201769216
106,24912,Thalassiosira_weissflogii_0201834216,54.90,3,3,7.05E4,2,2,2,,63781,Thalassiosira_weissflogii_0201834216
106,39107,tr|A0A089VQG9|A0A089VQG9_THAWE,54.90,3,3,7.05E4,2,2,2,,67173,Chaperone protein DnaK OS=Thalassiosira weissflogii OX=1577725 GN=dnaK PE=3 SV=1
120,113,Thalassiosira_weissflogii_0203198508,54.73,6,6,1.79E6,4,4,5,Carbamidomethylation,59252,Thalassiosira_weissflogii_0203198508
