Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 323_T2_trypsin,Area 323_T2_trypsin,#Peptides,#Unique,#Spec 323_T2_trypsin,PTM,Avg. Mass,Description
20,353,Thalassiosira_weissflogii_0203355956,139.50,20,20,4.55E6,19,11,27,Oxidation (M),53122,Thalassiosira_weissflogii_0203355956
26,2,Thalassiosira_weissflogii_0203603364,136.01,33,33,2.63E6,13,4,30,Oxidation (M),22324,Thalassiosira_weissflogii_0203603364
19,93,tr|A0A089VIM8|A0A089VIM8_THAWE,131.57,23,23,2.82E7,23,23,34,Deamidation (NQ),54087,ATP synthase subunit alpha  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=atpA PE=3 SV=1
11,27,Thalassiosira_weissflogii_0203239758,129.74,17,17,1.23E7,21,10,41,Oxidation (M),66984,Thalassiosira_weissflogii_0203239758
18,99,Thalassiosira_weissflogii_0203627630,128.93,39,39,2.53E6,25,1,37,,45285,Thalassiosira_weissflogii_0203627630
12,142,tr|A0A089VKI3|A0A089VKI3_THAWE,123.20,14,14,1.76E7,17,6,49,,39050,Photosystem II D2 protein OS=Thalassiosira weissflogii OX=1577725 GN=psbD PE=3 SV=1
37,28,Thalassiosira_weissflogii_0201851090,121.48,24,24,1.04E5,10,1,23,,19500,Thalassiosira_weissflogii_0201851090
22,645,tr|A0A089VIN2|A0A089VIN2_THAWE,119.48,80,80,7.79E7,16,16,32,,7470,Photosystem I reaction center subunit IV OS=Thalassiosira weissflogii OX=1577725 GN=psaE PE=3 SV=1
21,18,Thalassiosira_weissflogii_0203172898,117.27,27,27,1.58E6,13,1,22,Oxidation (M),22018,Thalassiosira_weissflogii_0203172898
16,310,tr|A0A089X953|A0A089X953_THAWE,116.90,42,42,1.22E8,15,15,55,,9514,Cytochrome b559 subunit alpha OS=Thalassiosira weissflogii OX=1577725 GN=psbE PE=3 SV=1
25,61,Thalassiosira_weissflogii_0203389878,114.31,24,24,4E6,20,11,26,Carbamidomethylation; Oxidation (M),46783,Thalassiosira_weissflogii_0203389878
27,148,Thalassiosira_weissflogii_0203566486,114.11,13,13,6.06E6,10,9,17,Carbamidomethylation,54093,Thalassiosira_weissflogii_0203566486
27,149,Thalassiosira_weissflogii_0203628558,114.11,13,13,6.06E6,10,9,17,Carbamidomethylation,54507,Thalassiosira_weissflogii_0203628558
34,65,tr|A0A089VQJ6|A0A089VQJ6_THAWE,111.34,62,62,5.52E7,12,12,29,Carbamidomethylation; Oxidation (M),8798,Photosystem I iron-sulfur center OS=Thalassiosira weissflogii OX=1577725 GN=psaC PE=3 SV=1
30,20790,Thalassiosira_weissflogii_0203258570,110.95,47,47,3.78E7,13,13,28,Carbamidomethylation; Deamidation (NQ),16419,Thalassiosira_weissflogii_0203258570
24,39080,Thalassiosira_weissflogii_0203399586,110.50,45,45,9.25E6,14,14,18,,18933,Thalassiosira_weissflogii_0203399586
52,523,Thalassiosira_weissflogii_0201776260,109.35,20,20,9.12E6,7,6,11,,22232,Thalassiosira_weissflogii_0201776260
35,291,tr|A0A089VKB7|A0A089VKB7_THAWE,108.37,69,69,1.39E7,16,16,24,Carbamidomethylation,10765,Ferredoxin OS=Thalassiosira weissflogii OX=1577725 GN=petF PE=3 SV=1
35,292,sp|O98450|FER_THAWE,108.37,69,69,1.39E7,16,16,24,Carbamidomethylation,10765,Ferredoxin OS=Thalassiosira weissflogii OX=1577725 GN=petF PE=3 SV=3
35,293,Thalassiosira_weissflogii_0203187078,108.37,67,67,1.39E7,16,16,24,Carbamidomethylation,11012,Thalassiosira_weissflogii_0203187078
39,77,Thalassiosira_weissflogii_0171446710,107.95,8,8,3.27E6,10,9,17,Carbamidomethylation,125332,Thalassiosira_weissflogii_0171446710
41,508,Thalassiosira_weissflogii_0203448720,107.64,8,8,8.94E6,10,10,13,Oxidation (M),22090,Thalassiosira_weissflogii_0203448720
31,111,Thalassiosira_weissflogii_0203627540,104.38,24,24,2.78E7,12,12,20,,23429,Thalassiosira_weissflogii_0203627540
51,464,tr|A0A089VKI6|A0A089VKI6_THAWE,103.54,33,33,3.99E6,7,7,12,,15533,Photosystem I subunit II OS=Thalassiosira weissflogii OX=1577725 GN=psaD PE=4 SV=1
29,236,Thalassiosira_weissflogii_0203167856,102.19,26,26,2.82E7,7,2,24,,13077,Thalassiosira_weissflogii_0203167856
29,238,Thalassiosira_weissflogii_0171353608,102.19,25,25,2.82E7,7,2,24,,14097,Thalassiosira_weissflogii_0171353608
29,237,Thalassiosira_weissflogii_0203204676,102.19,25,25,2.82E7,7,2,24,,13616,Thalassiosira_weissflogii_0203204676
29,241,Thalassiosira_weissflogii_0203450516,102.19,17,17,2.82E7,7,2,24,,19624,Thalassiosira_weissflogii_0203450516
29,242,Thalassiosira_weissflogii_0203198822,102.19,11,11,2.82E7,7,2,24,,32023,Thalassiosira_weissflogii_0203198822
44,345,Thalassiosira_weissflogii_0171423018,100.28,20,20,1.2E7,9,9,16,,26951,Thalassiosira_weissflogii_0171423018
40,39072,Thalassiosira_weissflogii_0203505518,100.10,11,11,1.01E7,8,8,12,Carbamidomethylation; Oxidation (M),74830,Thalassiosira_weissflogii_0203505518
40,39073,Thalassiosira_weissflogii_0203259614,100.10,10,10,1.01E7,8,8,12,Carbamidomethylation; Oxidation (M),78761,Thalassiosira_weissflogii_0203259614
40,39074,Thalassiosira_weissflogii_0203135564,100.10,10,10,1.01E7,8,8,12,Carbamidomethylation; Oxidation (M),80315,Thalassiosira_weissflogii_0203135564
40,39076,Thalassiosira_weissflogii_0203506334,100.10,9,9,1.01E7,8,8,12,Carbamidomethylation; Oxidation (M),93240,Thalassiosira_weissflogii_0203506334
40,39077,Thalassiosira_weissflogii_0203565922,100.10,9,9,1.01E7,8,8,12,Carbamidomethylation; Oxidation (M),94496,Thalassiosira_weissflogii_0203565922
57,194,Thalassiosira_weissflogii_0203294158,99.49,12,12,5.34E6,7,7,14,Carbamidomethylation,20115,Thalassiosira_weissflogii_0203294158
57,188,Thalassiosira_weissflogii_0203229036,99.49,13,13,5.34E6,7,7,14,Carbamidomethylation,18541,Thalassiosira_weissflogii_0203229036
57,191,Thalassiosira_weissflogii_0201834710,99.49,12,12,5.34E6,7,7,14,Carbamidomethylation,19740,Thalassiosira_weissflogii_0201834710
57,195,Thalassiosira_weissflogii_0203540620,99.49,13,13,5.34E6,7,7,14,Carbamidomethylation,18633,Thalassiosira_weissflogii_0203540620
57,190,Thalassiosira_weissflogii_0203261016,99.49,13,13,5.34E6,7,7,14,Carbamidomethylation,18625,Thalassiosira_weissflogii_0203261016
57,192,Thalassiosira_weissflogii_0203289348,99.49,10,10,5.34E6,7,7,14,Carbamidomethylation,24482,Thalassiosira_weissflogii_0203289348
57,189,Thalassiosira_weissflogii_0203604662,99.49,11,11,5.34E6,7,7,14,Carbamidomethylation,22034,Thalassiosira_weissflogii_0203604662
57,187,Thalassiosira_weissflogii_0203382750,99.49,13,13,5.34E6,7,7,14,Carbamidomethylation,18548,Thalassiosira_weissflogii_0203382750
36,248,Thalassiosira_weissflogii_0203581516,98.99,5,5,2.04E6,7,7,10,,100447,Thalassiosira_weissflogii_0203581516
32,413,Thalassiosira_weissflogii_0203412222,98.06,19,19,7.88E6,11,11,14,Carbamidomethylation; Oxidation (M),42375,Thalassiosira_weissflogii_0203412222
32,414,Thalassiosira_weissflogii_0203597848,98.06,19,19,7.88E6,11,11,14,Carbamidomethylation; Oxidation (M),43175,Thalassiosira_weissflogii_0203597848
32,415,Thalassiosira_weissflogii_0201768036,98.06,19,19,7.88E6,11,11,14,Carbamidomethylation; Oxidation (M),43712,Thalassiosira_weissflogii_0201768036
43,172,Thalassiosira_weissflogii_0201829370,97.64,15,15,4.14E6,10,6,17,Carbamidomethylation,54172,Thalassiosira_weissflogii_0201829370
43,177,Thalassiosira_weissflogii_0203350350,97.64,11,11,4.14E6,10,6,17,Carbamidomethylation,74897,Thalassiosira_weissflogii_0203350350
42,243,Thalassiosira_weissflogii_0203264358,96.90,28,28,5.43E6,8,8,13,,21360,Thalassiosira_weissflogii_0203264358
48,40,Thalassiosira_weissflogii_0203380632,96.81,11,11,1.76E7,9,9,18,,48650,Thalassiosira_weissflogii_0203380632
48,43,Thalassiosira_weissflogii_0201768054,96.81,8,8,1.76E7,9,9,18,,63367,Thalassiosira_weissflogii_0201768054
73,467,tr|A0A089X8Z4|A0A089X8Z4_THAWE,96.15,39,39,7.01E6,7,7,10,,17751,Cytochrome c-550 OS=Thalassiosira weissflogii OX=1577725 GN=psbV PE=3 SV=1
49,63,tr|A0A089VKD8|A0A089VKD8_THAWE,96.00,40,40,3.89E6,9,9,10,Oxidation (M),15813,Ribulose-1 5-bisphosphate carboxylase/oxygenase small subunit OS=Thalassiosira weissflogii OX=1577725 GN=rbcS PE=4 SV=1
38,304,Thalassiosira_weissflogii_0203598492,95.71,9,9,1.59E6,8,8,9,,84598,Thalassiosira_weissflogii_0203598492
38,305,Thalassiosira_weissflogii_0201769984,95.71,9,9,1.59E6,8,8,9,,84719,Thalassiosira_weissflogii_0201769984
55,2260,Thalassiosira_weissflogii_0203571294,92.91,8,8,1.37E7,6,6,10,Oxidation (M),67817,Thalassiosira_weissflogii_0203571294
47,240,Thalassiosira_weissflogii_0201848920,92.86,24,24,1.54E5,6,1,13,,13946,Thalassiosira_weissflogii_0201848920
46,39081,tr|A0A089X984|A0A089X984_THAWE,90.82,19,19,1.37E7,7,7,14,,22045,50S ribosomal protein L3  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=rpl3 PE=3 SV=1
46,39082,Thalassiosira_weissflogii_0203311806,90.82,19,19,1.37E7,7,7,14,,22131,Thalassiosira_weissflogii_0203311806
53,516,Thalassiosira_weissflogii_0201768196,90.81,3,3,2.58E6,7,7,10,,237822,Thalassiosira_weissflogii_0201768196
60,144,Thalassiosira_weissflogii_0203519974,89.39,8,8,2.92E6,6,5,7,,75057,Thalassiosira_weissflogii_0203519974
59,5194,Thalassiosira_weissflogii_0203362476,86.46,29,29,2.16E6,6,6,8,Carbamidomethylation,24194,Thalassiosira_weissflogii_0203362476
56,511,Thalassiosira_weissflogii_0203245572,85.73,11,11,2.73E6,6,6,9,,39916,Thalassiosira_weissflogii_0203245572
64,7863,Thalassiosira_weissflogii_0201783044,85.30,4,4,1.2E6,5,5,7,Carbamidomethylation,107534,Thalassiosira_weissflogii_0201783044
50,80,Thalassiosira_weissflogii_0203204228,84.20,17,17,6.2E6,6,4,10,,21092,Thalassiosira_weissflogii_0203204228
70,319,Thalassiosira_weissflogii_0171356290,83.99,8,8,9.74E5,4,4,5,,47343,Thalassiosira_weissflogii_0171356290
68,1073,Thalassiosira_weissflogii_0203176104,81.93,12,12,7.48E5,5,5,5,,36010,Thalassiosira_weissflogii_0203176104
68,1074,Thalassiosira_weissflogii_0203395622,81.93,12,12,7.48E5,5,5,5,,37003,Thalassiosira_weissflogii_0203395622
76,70,Thalassiosira_weissflogii_0171366442,81.56,4,4,1.26E6,4,4,6,Carbamidomethylation; Deamidation (NQ),103785,Thalassiosira_weissflogii_0171366442
76,71,Thalassiosira_weissflogii_0201839298,81.56,4,4,1.26E6,4,4,6,Carbamidomethylation; Deamidation (NQ),103889,Thalassiosira_weissflogii_0201839298
79,224,Thalassiosira_weissflogii_0201800806,81.10,8,8,7.91E5,4,4,5,,51358,Thalassiosira_weissflogii_0201800806
79,225,Thalassiosira_weissflogii_0203505570,81.10,7,7,7.91E5,4,4,5,,57097,Thalassiosira_weissflogii_0203505570
79,221,Thalassiosira_weissflogii_0203319120,81.10,7,7,7.91E5,4,4,5,,56818,Thalassiosira_weissflogii_0203319120
79,226,Thalassiosira_weissflogii_0203566230,81.10,7,7,7.91E5,4,4,5,,58349,Thalassiosira_weissflogii_0203566230
54,16,tr|A0A089VNZ5|A0A089VNZ5_THAWE,79.62,3,3,1.25E7,6,6,12,,83638,Photosystem I P700 chlorophyll a apoprotein A1 OS=Thalassiosira weissflogii OX=1577725 GN=psaA PE=3 SV=1
75,15,tr|A0A089VIP5|A0A089VIP5_THAWE,78.83,15,15,2.67E6,6,6,8,,33988,Cytochrome f OS=Thalassiosira weissflogii OX=1577725 GN=petA PE=4 SV=1
75,14,Thalassiosira_weissflogii_0171348692,78.83,17,17,2.67E6,6,6,8,,28857,Thalassiosira_weissflogii_0171348692
81,208,tr|A0A089VKJ4|A0A089VKJ4_THAWE,78.03,11,11,3.61E6,5,5,6,,15754,Photosystem I reaction center subunit XI OS=Thalassiosira weissflogii OX=1577725 GN=psaL PE=3 SV=1
61,39090,tr|A0A089X936|A0A089X936_THAWE,77.99,35,35,1.29E6,5,5,7,Carbamidomethylation,14294,ATP synthase epsilon chain  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=atpE PE=3 SV=1
33,98,tr|A0A1W6FBN1|A0A1W6FBN1_THAWE,77.52,9,9,1.41E7,6,6,11,,36701,Photosystem II protein D1 (Fragment) OS=Thalassiosira weissflogii OX=1577725 GN=psbA PE=3 SV=1
33,47,tr|A0A089VPE6|A0A089VPE6_THAWE,77.52,8,8,1.41E7,6,6,11,,39725,Photosystem II protein D1 OS=Thalassiosira weissflogii OX=1577725 GN=psbA PE=3 SV=1
33,48,Thalassiosira_weissflogii_0203215658,77.52,8,8,1.41E7,6,6,11,,41911,Thalassiosira_weissflogii_0203215658
100,155,Thalassiosira_weissflogii_0203296644,75.23,10,10,8.25E5,2,2,3,Carbamidomethylation,27052,Thalassiosira_weissflogii_0203296644
66,159,Thalassiosira_weissflogii_0203203762,74.89,11,11,1.7E6,4,3,4,,21802,Thalassiosira_weissflogii_0203203762
66,160,Thalassiosira_weissflogii_0203386012,74.89,11,11,1.7E6,4,3,4,,22430,Thalassiosira_weissflogii_0203386012
62,103,Thalassiosira_weissflogii_0201773708,74.77,17,17,4.63E5,5,2,6,,21231,Thalassiosira_weissflogii_0201773708
71,392,Thalassiosira_weissflogii_0171385242,74.13,4,4,6.85E5,4,1,10,,74276,Thalassiosira_weissflogii_0171385242
71,393,Thalassiosira_weissflogii_0203599302,74.13,4,4,6.85E5,4,1,10,,74659,Thalassiosira_weissflogii_0203599302
71,394,Thalassiosira_weissflogii_0201770288,74.13,4,4,6.85E5,4,1,10,,74792,Thalassiosira_weissflogii_0201770288
91,314,Thalassiosira_weissflogii_0171402288,73.06,4,4,1.2E6,3,3,4,,80690,Thalassiosira_weissflogii_0171402288
65,215,Thalassiosira_weissflogii_0203391506,72.55,15,15,3.27E6,6,5,12,,26700,Thalassiosira_weissflogii_0203391506
65,216,Thalassiosira_weissflogii_0203580532,72.55,15,15,3.27E6,6,5,12,,26802,Thalassiosira_weissflogii_0203580532
85,1566,Thalassiosira_weissflogii_0203237080,72.25,5,5,7.41E5,4,4,4,,85926,Thalassiosira_weissflogii_0203237080
95,39078,Thalassiosira_weissflogii_0171355272,71.90,10,10,1.04E6,5,5,6,Carbamidomethylation,57844,Thalassiosira_weissflogii_0171355272
95,39079,Thalassiosira_weissflogii_0203104726,71.90,10,10,1.04E6,5,5,6,Carbamidomethylation,57632,Thalassiosira_weissflogii_0203104726
80,33,Thalassiosira_weissflogii_0171446742,71.79,8,8,3.58E6,4,4,7,,63737,Thalassiosira_weissflogii_0171446742
80,34,Thalassiosira_weissflogii_0201801252,71.79,10,10,3.58E6,4,4,7,,51368,Thalassiosira_weissflogii_0201801252
80,32,Thalassiosira_weissflogii_0203321206,71.79,7,7,3.58E6,4,4,7,,69732,Thalassiosira_weissflogii_0203321206
84,405,Thalassiosira_weissflogii_0201806646,71.46,5,5,1.07E6,3,3,5,,73591,Thalassiosira_weissflogii_0201806646
92,168,Thalassiosira_weissflogii_0171330038,70.83,12,12,1.24E6,3,3,3,Oxidation (M),24078,Thalassiosira_weissflogii_0171330038
69,285,Thalassiosira_weissflogii_0203520826,70.41,8,8,3.3E6,5,5,7,,35064,Thalassiosira_weissflogii_0203520826
69,284,Thalassiosira_weissflogii_0203366844,70.41,5,5,3.3E6,5,5,7,,55376,Thalassiosira_weissflogii_0203366844
77,10023,Thalassiosira_weissflogii_0203233740,70.14,5,5,3.06E4,3,1,6,,39435,Thalassiosira_weissflogii_0203233740
77,10033,Thalassiosira_weissflogii_0203474270,70.14,4,4,3.06E4,3,1,6,,46436,Thalassiosira_weissflogii_0203474270
77,10037,Thalassiosira_weissflogii_0171415580,70.14,4,4,3.06E4,3,1,6,,50192,Thalassiosira_weissflogii_0171415580
67,39102,Thalassiosira_weissflogii_0201775250,70.05,2,2,2.16E5,3,3,4,,71980,Thalassiosira_weissflogii_0201775250
105,94,Thalassiosira_weissflogii_0203443172,68.93,5,5,7E5,2,2,3,Carbamidomethylation,47681,Thalassiosira_weissflogii_0203443172
58,39086,Thalassiosira_weissflogii_0203497458,67.67,1,1,3.27E5,2,2,4,,169898,Thalassiosira_weissflogii_0203497458
103,67,tr|A0A089VKN5|A0A089VKN5_THAWE,67.22,5,5,1.04E6,3,3,3,,44681,Elongation factor Tu  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=tufA PE=3 SV=1
103,66,Thalassiosira_weissflogii_0203257228,67.22,5,5,1.04E6,3,3,3,,44681,Thalassiosira_weissflogii_0203257228
72,20860,Thalassiosira_weissflogii_0203386744,67.06,37,37,1.46E6,5,5,7,,15820,Thalassiosira_weissflogii_0203386744
78,499,Thalassiosira_weissflogii_0203476974,67.06,6,6,8.47E5,4,2,6,Carbamidomethylation,58060,Thalassiosira_weissflogii_0203476974
78,489,Thalassiosira_weissflogii_0203199056,67.06,5,5,8.47E5,4,2,6,Carbamidomethylation,66198,Thalassiosira_weissflogii_0203199056
78,501,Thalassiosira_weissflogii_0203566122,67.06,6,6,8.47E5,4,2,6,Carbamidomethylation,58481,Thalassiosira_weissflogii_0203566122
98,169,Thalassiosira_weissflogii_0201804342,66.61,8,8,6.39E5,4,4,6,Carbamidomethylation; Deamidation (NQ),47701,Thalassiosira_weissflogii_0201804342
74,96,Thalassiosira_weissflogii_0203204888,66.54,1,1,2.41E5,1,1,1,,140088,Thalassiosira_weissflogii_0203204888
89,404,Thalassiosira_weissflogii_0203535754,66.46,5,5,1.09E6,5,5,7,Carbamidomethylation,83069,Thalassiosira_weissflogii_0203535754
89,417,Thalassiosira_weissflogii_0203412232,66.46,7,7,1.09E6,5,5,7,Carbamidomethylation,58000,Thalassiosira_weissflogii_0203412232
89,406,Thalassiosira_weissflogii_0203138762,66.46,7,7,1.09E6,5,5,7,Carbamidomethylation,59304,Thalassiosira_weissflogii_0203138762
89,407,Thalassiosira_weissflogii_0203319614,66.46,6,6,1.09E6,5,5,7,Carbamidomethylation,60628,Thalassiosira_weissflogii_0203319614
89,402,Thalassiosira_weissflogii_0171446626,66.46,6,6,1.09E6,5,5,7,Carbamidomethylation,69792,Thalassiosira_weissflogii_0171446626
89,39084,Thalassiosira_weissflogii_0201829140,66.46,4,4,1.09E6,5,5,7,Carbamidomethylation,92206,Thalassiosira_weissflogii_0201829140
89,408,Thalassiosira_weissflogii_0203504926,66.46,5,5,1.09E6,5,5,7,Carbamidomethylation,76299,Thalassiosira_weissflogii_0203504926
89,409,Thalassiosira_weissflogii_0203381374,66.46,5,5,1.09E6,5,5,7,Carbamidomethylation,81822,Thalassiosira_weissflogii_0203381374
89,410,Thalassiosira_weissflogii_0201799292,66.46,5,5,1.09E6,5,5,7,Carbamidomethylation,82543,Thalassiosira_weissflogii_0201799292
89,21149,Thalassiosira_weissflogii_0203350290,66.46,5,5,1.09E6,5,5,7,Carbamidomethylation,85123,Thalassiosira_weissflogii_0203350290
88,320,Thalassiosira_weissflogii_0171415522,66.29,4,4,6.09E5,5,1,6,,62225,Thalassiosira_weissflogii_0171415522
88,321,Thalassiosira_weissflogii_0203258542,66.29,4,4,6.09E5,5,1,6,,67655,Thalassiosira_weissflogii_0203258542
83,444,Thalassiosira_weissflogii_0203386088,66.27,7,7,1.84E6,3,3,5,,36066,Thalassiosira_weissflogii_0203386088
94,19,tr|A0A089VKF6|A0A089VKF6_THAWE,66.14,5,5,1.5E6,4,4,5,,56361,Photosystem II CP47 reaction center protein OS=Thalassiosira weissflogii OX=1577725 GN=psbB PE=3 SV=1
94,20,Thalassiosira_weissflogii_0203103378,66.14,5,5,1.5E6,4,4,5,,56361,Thalassiosira_weissflogii_0203103378
86,171,Thalassiosira_weissflogii_0203172154,65.56,6,6,3.4E5,5,1,6,,59067,Thalassiosira_weissflogii_0203172154
121,39114,Thalassiosira_weissflogii_0203613760,64.94,27,27,3.24E5,3,3,3,Oxidation (M),11493,Thalassiosira_weissflogii_0203613760
142,39157,Thalassiosira_weissflogii_0203519424,64.06,3,3,1.42E6,3,3,4,,88436,Thalassiosira_weissflogii_0203519424
107,325,Thalassiosira_weissflogii_0203211260,63.69,3,3,1.35E6,2,2,3,,48610,Thalassiosira_weissflogii_0203211260
118,39104,Thalassiosira_weissflogii_0203479218,63.53,4,4,2.62E5,3,3,4,Carbamidomethylation,53480,Thalassiosira_weissflogii_0203479218
93,153,Thalassiosira_weissflogii_0203412220,63.05,7,7,1E5,5,1,6,,62095,Thalassiosira_weissflogii_0203412220
104,27743,Thalassiosira_weissflogii_0171448610,63.00,4,4,6.21E5,3,3,3,Carbamidomethylation,89422,Thalassiosira_weissflogii_0171448610
111,39138,Thalassiosira_weissflogii_0171336756,62.17,8,8,1.33E6,2,2,3,,16521,Thalassiosira_weissflogii_0171336756
111,39139,Thalassiosira_weissflogii_0171368712,62.17,8,8,1.33E6,2,2,3,,16575,Thalassiosira_weissflogii_0171368712
111,39140,Thalassiosira_weissflogii_0171434410,62.17,8,8,1.33E6,2,2,3,,16759,Thalassiosira_weissflogii_0171434410
111,39143,Thalassiosira_weissflogii_0203448400,62.17,8,8,1.33E6,2,2,3,,16936,Thalassiosira_weissflogii_0203448400
111,39141,Thalassiosira_weissflogii_0203397466,62.17,8,8,1.33E6,2,2,3,,16828,Thalassiosira_weissflogii_0203397466
111,39142,Thalassiosira_weissflogii_0201835990,62.17,8,8,1.33E6,2,2,3,,16858,Thalassiosira_weissflogii_0201835990
97,21,tr|A0A089VKJ7|A0A089VKJ7_THAWE,61.86,11,11,5.82E6,5,5,9,,20450,Photosystem I subunit III OS=Thalassiosira weissflogii OX=1577725 GN=psaF PE=4 SV=1
131,339,Thalassiosira_weissflogii_0203520990,61.44,1,1,2.14E5,1,1,2,Deamidation (NQ),166480,Thalassiosira_weissflogii_0203520990
102,39352,Thalassiosira_weissflogii_0203488082,60.97,18,18,7.9E5,2,2,5,,13345,Thalassiosira_weissflogii_0203488082
126,39093,Thalassiosira_weissflogii_0203572994,60.29,11,11,4.34E5,2,2,2,,24768,Thalassiosira_weissflogii_0203572994
126,39094,Thalassiosira_weissflogii_0201807848,60.29,9,9,4.34E5,2,2,2,,29819,Thalassiosira_weissflogii_0201807848
90,39085,Thalassiosira_weissflogii_0203540914,60.15,21,21,3.83E6,3,3,4,,16687,Thalassiosira_weissflogii_0203540914
127,249,Thalassiosira_weissflogii_0203359074,59.68,14,14,1.53E6,2,2,3,Oxidation (M),12879,Thalassiosira_weissflogii_0203359074
96,39099,Thalassiosira_weissflogii_0203596464,58.97,3,3,1.98E5,2,2,4,,83184,Thalassiosira_weissflogii_0203596464
96,39100,Thalassiosira_weissflogii_0203350354,58.97,2,2,1.98E5,2,2,4,,88842,Thalassiosira_weissflogii_0203350354
96,39101,Thalassiosira_weissflogii_0201768056,58.97,2,2,1.98E5,2,2,4,,91280,Thalassiosira_weissflogii_0201768056
96,39097,Thalassiosira_weissflogii_0171425406,58.97,3,3,1.98E5,2,2,4,,85253,Thalassiosira_weissflogii_0171425406
96,39098,Thalassiosira_weissflogii_0201829164,58.97,2,2,1.98E5,2,2,4,,87137,Thalassiosira_weissflogii_0201829164
120,354,Thalassiosira_weissflogii_0203541550,58.47,17,17,1.22E6,4,4,7,,16958,Thalassiosira_weissflogii_0203541550
146,461,Thalassiosira_weissflogii_0201864688,57.15,6,6,3.15E5,2,2,3,Deamidation (NQ),37010,Thalassiosira_weissflogii_0201864688
146,460,Thalassiosira_weissflogii_0203415430,57.15,5,5,3.15E5,2,2,3,Deamidation (NQ),45966,Thalassiosira_weissflogii_0203415430
146,459,Thalassiosira_weissflogii_0171358472,57.15,4,4,3.15E5,2,2,3,Deamidation (NQ),46566,Thalassiosira_weissflogii_0171358472
146,462,Thalassiosira_weissflogii_0203539640,57.15,5,5,3.15E5,2,2,3,Deamidation (NQ),45015,Thalassiosira_weissflogii_0203539640
146,456,Thalassiosira_weissflogii_0203509184,57.15,5,5,3.15E5,2,2,3,Deamidation (NQ),39437,Thalassiosira_weissflogii_0203509184
