Peptides,GO-term,Name
1,GO:0006430,lysyl-tRNA aminoacylation
1,GO:0009060,aerobic respiration
1,GO:0046855,inositol phosphate dephosphorylation
1,GO:0046854,phosphatidylinositol phosphorylation
1,GO:0005992,trehalose biosynthetic process
1,GO:0032196,transposition
1,GO:0033567,"DNA replication, Okazaki fragment processing"
1,GO:0015753,D-xylose transmembrane transport
1,GO:1901135,carbohydrate derivative metabolic process
1,GO:0006571,tyrosine biosynthetic process
1,GO:0006596,polyamine biosynthetic process
1,GO:0008360,regulation of cell shape
1,GO:0071555,cell wall organization
1,GO:0009584,detection of visible light
1,GO:0008535,respiratory chain complex IV assembly
1,GO:0006542,glutamine biosynthetic process
1,GO:0009166,nucleotide catabolic process
1,GO:0022900,electron transport chain
1,GO:0022904,respiratory electron transport chain
1,GO:0015977,carbon fixation
1,GO:0006541,glutamine metabolic process
1,GO:0015976,carbon utilization
1,GO:0006066,alcohol metabolic process
1,GO:0008610,lipid biosynthetic process
1,GO:0006352,"DNA-templated transcription, initiation"
1,GO:0006814,sodium ion transport
1,GO:0009405,pathogenesis
1,GO:0006265,DNA topological change
1,GO:0019557,histidine catabolic process to glutamate and formate
1,GO:0019556,histidine catabolic process to glutamate and formamide
1,GO:0015833,peptide transport
1,GO:0000105,histidine biosynthetic process
1,GO:0042126,nitrate metabolic process
1,GO:0006164,purine nucleotide biosynthetic process
1,GO:0019346,transsulfuration
1,GO:0000453,enzyme-directed rRNA 2'-O-methylation
1,GO:0006080,substituted mannan metabolic process
1,GO:0006284,base-excision repair
1,GO:0009056,catabolic process
1,GO:0019303,D-ribose catabolic process
