Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 322_T0_trypsin,Area 322_T0_trypsin,#Peptides,#Unique,#Spec 322_T0_trypsin,PTM,Avg. Mass,Description
20,43,Thalassiosira_weissflogii_0201768054,95.12,9,9,1.46E7,8,7,27,Carbamidomethylation,63367,Thalassiosira_weissflogii_0201768054
21,359,tr|A0A089VKF1|A0A089VKF1_THAWE,94.25,32,32,2.16E7,7,7,17,,8166,ATP synthase subunit c  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=atpH PE=3 SV=1
49,45,Thalassiosira_weissflogii_0201829098,90.99,22,22,1.81E6,5,5,9,Oxidation (M),21478,Thalassiosira_weissflogii_0201829098
24,80,Thalassiosira_weissflogii_0203204228,88.35,30,30,6.38E6,9,7,20,Pyro-glu from Q,21092,Thalassiosira_weissflogii_0203204228
32,194,Thalassiosira_weissflogii_0203294158,85.91,17,17,3.4E6,6,6,10,Carbamidomethylation,20115,Thalassiosira_weissflogii_0203294158
32,187,Thalassiosira_weissflogii_0203382750,85.91,18,18,3.4E6,6,6,10,Carbamidomethylation,18548,Thalassiosira_weissflogii_0203382750
32,188,Thalassiosira_weissflogii_0203229036,85.91,18,18,3.4E6,6,6,10,Carbamidomethylation,18541,Thalassiosira_weissflogii_0203229036
32,195,Thalassiosira_weissflogii_0203540620,85.91,18,18,3.4E6,6,6,10,Carbamidomethylation,18633,Thalassiosira_weissflogii_0203540620
32,190,Thalassiosira_weissflogii_0203261016,85.91,18,18,3.4E6,6,6,10,Carbamidomethylation,18625,Thalassiosira_weissflogii_0203261016
32,191,Thalassiosira_weissflogii_0201834710,85.91,17,17,3.4E6,6,6,10,Carbamidomethylation,19740,Thalassiosira_weissflogii_0201834710
32,189,Thalassiosira_weissflogii_0203604662,85.91,16,16,3.4E6,6,6,10,Carbamidomethylation,22034,Thalassiosira_weissflogii_0203604662
32,192,Thalassiosira_weissflogii_0203289348,85.91,14,14,3.4E6,6,6,10,Carbamidomethylation,24482,Thalassiosira_weissflogii_0203289348
22,67,tr|A0A089VKN5|A0A089VKN5_THAWE,85.12,10,10,3.69E6,11,11,18,Carbamidomethylation; Oxidation(KPRY),44681,Elongation factor Tu  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=tufA PE=3 SV=1
22,66,Thalassiosira_weissflogii_0203257228,85.12,10,10,3.69E6,11,11,18,Carbamidomethylation; Oxidation(KPRY),44681,Thalassiosira_weissflogii_0203257228
27,69,Thalassiosira_weissflogii_0203086342,84.68,5,5,2.22E6,6,6,11,,77860,Thalassiosira_weissflogii_0203086342
59,34,Thalassiosira_weissflogii_0201801252,77.76,10,10,9.91E5,4,4,8,,51368,Thalassiosira_weissflogii_0201801252
59,33,Thalassiosira_weissflogii_0171446742,77.76,8,8,9.91E5,4,4,8,,63737,Thalassiosira_weissflogii_0171446742
59,32,Thalassiosira_weissflogii_0203321206,77.76,7,7,9.91E5,4,4,8,,69732,Thalassiosira_weissflogii_0203321206
23,514,tr|A0A089VP53|A0A089VP53_THAWE,77.44,21,21,1.23E7,3,3,26,,7360,Photosystem II reaction center protein H OS=Thalassiosira weissflogii OX=1577725 GN=psbH PE=3 SV=1
42,48,Thalassiosira_weissflogii_0203215658,75.59,10,10,1.98E6,5,5,9,,41911,Thalassiosira_weissflogii_0203215658
42,47,tr|A0A089VPE6|A0A089VPE6_THAWE,75.59,11,11,1.98E6,5,5,9,,39725,Photosystem II protein D1 OS=Thalassiosira weissflogii OX=1577725 GN=psbA PE=3 SV=1
41,65,tr|A0A089VQJ6|A0A089VQJ6_THAWE,74.61,47,47,3.35E6,6,6,11,Carbamidomethylation; Oxidation (M),8798,Photosystem I iron-sulfur center OS=Thalassiosira weissflogii OX=1577725 GN=psaC PE=3 SV=1
54,92,Thalassiosira_weissflogii_0201833722,74.09,5,5,1.06E5,3,1,7,,53624,Thalassiosira_weissflogii_0201833722
54,93,tr|A0A089VIM8|A0A089VIM8_THAWE,74.09,5,5,1.06E5,3,1,7,,54087,ATP synthase subunit alpha  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=atpA PE=3 SV=1
28,84,Thalassiosira_weissflogii_0203149732,73.63,20,20,2.71E6,6,6,12,Pyro-glu from Q,26804,Thalassiosira_weissflogii_0203149732
28,85,Thalassiosira_weissflogii_0171415618,73.63,14,14,2.71E6,6,6,12,Pyro-glu from Q,38989,Thalassiosira_weissflogii_0171415618
28,86,Thalassiosira_weissflogii_0201862216,73.63,13,13,2.71E6,6,6,12,Pyro-glu from Q,41801,Thalassiosira_weissflogii_0201862216
30,111,Thalassiosira_weissflogii_0203627540,71.61,17,17,8.89E6,6,6,13,,23429,Thalassiosira_weissflogii_0203627540
33,159,Thalassiosira_weissflogii_0203203762,71.59,14,14,3.72E6,6,5,11,Pyro-glu from Q,21802,Thalassiosira_weissflogii_0203203762
33,160,Thalassiosira_weissflogii_0203386012,71.59,14,14,3.72E6,6,5,11,Pyro-glu from Q,22430,Thalassiosira_weissflogii_0203386012
39,103,Thalassiosira_weissflogii_0201773708,70.45,18,18,1.4E6,5,2,11,,21231,Thalassiosira_weissflogii_0201773708
37,164,Thalassiosira_weissflogii_0203417438,70.18,18,18,1.08E5,7,1,8,Pyro-glu from Q,23542,Thalassiosira_weissflogii_0203417438
44,61,Thalassiosira_weissflogii_0203389878,69.38,15,15,8.79E5,7,7,10,Carbamidomethylation,46783,Thalassiosira_weissflogii_0203389878
73,219,Thalassiosira_weissflogii_0203324714,68.02,19,19,3.41E5,2,2,4,,11383,Thalassiosira_weissflogii_0203324714
73,217,Thalassiosira_weissflogii_0201834468,68.02,20,20,3.41E5,2,2,4,,11049,Thalassiosira_weissflogii_0201834468
29,208,tr|A0A089VKJ4|A0A089VKJ4_THAWE,67.91,25,25,6.18E6,5,5,14,,15754,Photosystem I reaction center subunit XI OS=Thalassiosira weissflogii OX=1577725 GN=psaL PE=3 SV=1
119,533,Thalassiosira_weissflogii_0203136036,67.07,6,6,1.15E5,2,2,3,,22540,Thalassiosira_weissflogii_0203136036
75,109,Thalassiosira_weissflogii_0203325180,65.51,13,13,3.83E5,3,3,9,Carbamidomethylation,27559,Thalassiosira_weissflogii_0203325180
75,110,Thalassiosira_weissflogii_0201785164,65.51,13,13,3.83E5,3,3,9,Carbamidomethylation,27745,Thalassiosira_weissflogii_0201785164
53,94,Thalassiosira_weissflogii_0203443172,65.16,7,7,2.1E6,3,3,7,Carbamidomethylation,47681,Thalassiosira_weissflogii_0203443172
69,108,Thalassiosira_weissflogii_0201746798,64.86,4,4,4.62E5,5,5,7,Carbamidomethylation,93086,Thalassiosira_weissflogii_0201746798
67,70,Thalassiosira_weissflogii_0171366442,64.79,3,3,3.12E5,3,3,5,Carbamidomethylation; Deamidation(N),103785,Thalassiosira_weissflogii_0171366442
67,71,Thalassiosira_weissflogii_0201839298,64.79,3,3,3.12E5,3,3,5,Carbamidomethylation; Deamidation(N),103889,Thalassiosira_weissflogii_0201839298
98,102,Thalassiosira_weissflogii_0171367858,64.38,13,13,2.81E5,4,4,4,Carbamidomethylation,31347,Thalassiosira_weissflogii_0171367858
55,145,tr|B5A4Q2|B5A4Q2_THAWE,64.07,5,5,2.67E6,3,3,7,,46138,Translation elongation factor 1A-like (Fragment) OS=Thalassiosira weissflogii OX=1577725 PE=2 SV=1
55,147,Thalassiosira_weissflogii_0171354626,64.07,5,5,2.67E6,3,3,7,,47239,Thalassiosira_weissflogii_0171354626
55,148,Thalassiosira_weissflogii_0203566486,64.07,4,4,2.67E6,3,3,7,,54093,Thalassiosira_weissflogii_0203566486
55,149,Thalassiosira_weissflogii_0203628558,64.07,4,4,2.67E6,3,3,7,,54507,Thalassiosira_weissflogii_0203628558
68,81,Thalassiosira_weissflogii_0201855056,62.92,7,7,2.57E5,4,4,6,Carbamidomethylation,73590,Thalassiosira_weissflogii_0201855056
68,82,Thalassiosira_weissflogii_0203217746,62.92,7,7,2.57E5,4,4,6,Carbamidomethylation,74246,Thalassiosira_weissflogii_0203217746
63,168,Thalassiosira_weissflogii_0171330038,62.84,13,13,6.98E5,4,4,6,Oxidation (M),24078,Thalassiosira_weissflogii_0171330038
50,171,Thalassiosira_weissflogii_0203172154,62.80,4,4,2.06E5,3,1,5,Carbamidomethylation,59067,Thalassiosira_weissflogii_0203172154
65,83,Thalassiosira_weissflogii_0203396628,62.58,5,5,7.43E5,4,4,9,,76294,Thalassiosira_weissflogii_0203396628
47,143,Thalassiosira_weissflogii_0203358160,62.42,16,16,1.46E6,4,4,5,,21786,Thalassiosira_weissflogii_0203358160
61,139,Thalassiosira_weissflogii_0203258698,61.61,6,6,1.19E6,5,5,10,Carbamidomethylation,67143,Thalassiosira_weissflogii_0203258698
35,95,Thalassiosira_weissflogii_0203420370,61.49,6,6,1.23E6,5,4,8,,80185,Thalassiosira_weissflogii_0203420370
26,142,tr|A0A089VKI3|A0A089VKI3_THAWE,60.82,14,14,1.15E6,6,1,11,,39050,Photosystem II D2 protein OS=Thalassiosira weissflogii OX=1577725 GN=psbD PE=3 SV=1
71,153,Thalassiosira_weissflogii_0203412220,60.59,8,8,4.31E4,6,1,6,Carbamidomethylation; Oxidation (M),62095,Thalassiosira_weissflogii_0203412220
111,202,Thalassiosira_weissflogii_0203255940,60.51,9,9,3.03E5,3,3,4,,32035,Thalassiosira_weissflogii_0203255940
62,96,Thalassiosira_weissflogii_0203204888,60.10,4,4,7.1E5,5,5,7,,140088,Thalassiosira_weissflogii_0203204888
93,248,Thalassiosira_weissflogii_0203581516,59.92,3,3,1.2E5,3,1,5,,100447,Thalassiosira_weissflogii_0203581516
110,271,Thalassiosira_weissflogii_0171334830,59.57,8,8,4.45E5,3,3,5,,46966,Thalassiosira_weissflogii_0171334830
110,272,Thalassiosira_weissflogii_0201828982,59.57,7,7,4.45E5,3,3,5,,51037,Thalassiosira_weissflogii_0201828982
110,273,Thalassiosira_weissflogii_0201801470,59.57,7,7,4.45E5,3,3,5,,54899,Thalassiosira_weissflogii_0201801470
110,277,tr|Q6V8K7|Q6V8K7_THAWE,59.57,11,11,4.45E5,3,3,5,,33929,Intracellular carbonic anhydrase OS=Thalassiosira weissflogii OX=1577725 PE=2 SV=1
110,269,Thalassiosira_weissflogii_0171369502,59.57,8,8,4.45E5,3,3,5,,45293,Thalassiosira_weissflogii_0171369502
110,270,Thalassiosira_weissflogii_0203135528,59.57,8,8,4.45E5,3,3,5,,46540,Thalassiosira_weissflogii_0203135528
110,282,tr|Q5U9J1|Q5U9J1_THAWE,59.57,12,12,4.45E5,3,3,5,,32274,Delta carbonic anhydrase OS=Thalassiosira weissflogii OX=1577725 GN=ca1 PE=2 SV=1
74,125,Thalassiosira_weissflogii_0203571564,58.69,17,17,5.41E5,4,4,9,,23711,Thalassiosira_weissflogii_0203571564
74,126,Thalassiosira_weissflogii_0203324490,58.69,16,16,5.41E5,4,4,9,,25114,Thalassiosira_weissflogii_0203324490
58,130,Thalassiosira_weissflogii_0171449500,58.64,10,10,1.58E6,5,5,8,,41793,Thalassiosira_weissflogii_0171449500
56,76,Thalassiosira_weissflogii_0201829432,58.32,3,3,3.55E5,4,4,6,Carbamidomethylation,123084,Thalassiosira_weissflogii_0201829432
56,77,Thalassiosira_weissflogii_0171446710,58.32,3,3,3.55E5,4,4,6,Carbamidomethylation,125332,Thalassiosira_weissflogii_0171446710
64,75,Thalassiosira_weissflogii_0203244274,58.10,6,6,3.2E5,3,3,6,Carbamidomethylation,60785,Thalassiosira_weissflogii_0203244274
40,345,Thalassiosira_weissflogii_0171423018,57.57,4,4,2.71E6,3,3,6,,26951,Thalassiosira_weissflogii_0171423018
34,245,Thalassiosira_weissflogii_0201836064,57.16,12,12,4.49E5,4,1,5,Oxidation (M),21456,Thalassiosira_weissflogii_0201836064
34,246,Thalassiosira_weissflogii_0203294152,57.16,12,12,4.49E5,4,1,5,Oxidation (M),21811,Thalassiosira_weissflogii_0203294152
34,247,Thalassiosira_weissflogii_0171420522,57.16,12,12,4.49E5,4,1,5,Oxidation (M),21783,Thalassiosira_weissflogii_0171420522
31,243,Thalassiosira_weissflogii_0203264358,56.89,12,12,4E6,4,4,8,,21360,Thalassiosira_weissflogii_0203264358
79,155,Thalassiosira_weissflogii_0203296644,56.67,13,13,2.29E6,3,3,6,Carbamidomethylation,27052,Thalassiosira_weissflogii_0203296644
83,150,Thalassiosira_weissflogii_0171394290,56.52,3,3,6.88E5,3,3,8,Carbamidomethylation,111652,Thalassiosira_weissflogii_0171394290
83,151,Thalassiosira_weissflogii_0203170388,56.52,3,3,6.88E5,3,3,8,Carbamidomethylation,112611,Thalassiosira_weissflogii_0203170388
83,152,Thalassiosira_weissflogii_0203228746,56.52,3,3,6.88E5,3,3,8,Carbamidomethylation,116811,Thalassiosira_weissflogii_0203228746
36,283,Thalassiosira_weissflogii_0203386184,55.70,9,9,2.05E6,2,2,11,Oxidation (M); Oxidation(KPRY),21385,Thalassiosira_weissflogii_0203386184
52,120,Thalassiosira_weissflogii_0203455798,55.67,4,4,2.32E6,3,3,9,,58915,Thalassiosira_weissflogii_0203455798
52,119,Thalassiosira_weissflogii_0201834746,55.67,4,4,2.32E6,3,3,9,,58864,Thalassiosira_weissflogii_0201834746
52,122,Thalassiosira_weissflogii_0201768070,55.67,4,4,2.32E6,3,3,9,,63175,Thalassiosira_weissflogii_0201768070
43,144,Thalassiosira_weissflogii_0203519974,55.39,4,4,9.79E5,3,3,7,,75057,Thalassiosira_weissflogii_0203519974
109,127,Thalassiosira_weissflogii_0203628534,55.36,5,5,3.61E5,3,3,4,Carbamidomethylation,60900,Thalassiosira_weissflogii_0203628534
109,128,Thalassiosira_weissflogii_0171415768,55.36,5,5,3.61E5,3,3,4,Carbamidomethylation,61692,Thalassiosira_weissflogii_0171415768
109,129,Thalassiosira_weissflogii_0203444862,55.36,5,5,3.61E5,3,3,4,Carbamidomethylation,61635,Thalassiosira_weissflogii_0203444862
107,170,Thalassiosira_weissflogii_0203573894,54.75,8,8,6.11E5,3,3,5,,29008,Thalassiosira_weissflogii_0203573894
107,196,Thalassiosira_weissflogii_0203319516,54.75,7,7,6.11E5,3,3,5,,37604,Thalassiosira_weissflogii_0203319516
107,172,Thalassiosira_weissflogii_0201829370,54.75,5,5,6.11E5,3,3,5,,54172,Thalassiosira_weissflogii_0201829370
107,173,Thalassiosira_weissflogii_0203232500,54.75,5,5,6.11E5,3,3,5,,54720,Thalassiosira_weissflogii_0203232500
107,174,Thalassiosira_weissflogii_0203261152,54.75,4,4,6.11E5,3,3,5,,56141,Thalassiosira_weissflogii_0203261152
107,176,Thalassiosira_weissflogii_0203475706,54.75,4,4,6.11E5,3,3,5,,65739,Thalassiosira_weissflogii_0203475706
107,177,Thalassiosira_weissflogii_0203350350,54.75,3,3,6.11E5,3,3,5,,74897,Thalassiosira_weissflogii_0203350350
112,384,Thalassiosira_weissflogii_0203213458,54.09,3,3,4.27E5,2,2,5,,46772,Thalassiosira_weissflogii_0203213458
112,396,Thalassiosira_weissflogii_0203369530,54.09,3,3,4.27E5,2,2,5,,48011,Thalassiosira_weissflogii_0203369530
87,121,Thalassiosira_weissflogii_0201750252,53.79,7,7,5.84E5,3,3,4,,52199,Thalassiosira_weissflogii_0201750252
82,344,Thalassiosira_weissflogii_0201806284,53.77,10,10,6.54E4,2,2,2,Oxidation(KPRY),22857,Thalassiosira_weissflogii_0201806284
66,113,Thalassiosira_weissflogii_0203198508,53.59,6,6,6.74E6,5,5,9,Carbamidomethylation,59252,Thalassiosira_weissflogii_0203198508
66,114,Thalassiosira_weissflogii_0203137132,53.59,6,6,6.74E6,5,5,9,Carbamidomethylation,62088,Thalassiosira_weissflogii_0203137132
66,115,Thalassiosira_weissflogii_0203168594,53.59,6,6,6.74E6,5,5,9,Carbamidomethylation,62573,Thalassiosira_weissflogii_0203168594
66,116,Thalassiosira_weissflogii_0203105640,53.59,6,6,6.74E6,5,5,9,Carbamidomethylation,62658,Thalassiosira_weissflogii_0203105640
66,117,Thalassiosira_weissflogii_0171446648,53.59,6,6,6.74E6,5,5,9,Carbamidomethylation,62997,Thalassiosira_weissflogii_0171446648
66,118,Thalassiosira_weissflogii_0171415682,53.59,6,6,6.74E6,5,5,9,Carbamidomethylation,64409,Thalassiosira_weissflogii_0171415682
66,123,Thalassiosira_weissflogii_0201769678,53.59,4,4,6.74E6,5,5,9,Carbamidomethylation,80603,Thalassiosira_weissflogii_0201769678
66,124,Thalassiosira_weissflogii_0203474176,53.59,4,4,6.74E6,5,5,9,Carbamidomethylation,88647,Thalassiosira_weissflogii_0203474176
60,169,Thalassiosira_weissflogii_0201804342,53.34,8,8,1.02E6,4,4,7,Carbamidomethylation,47701,Thalassiosira_weissflogii_0201804342
123,181,Thalassiosira_weissflogii_0203505436,53.34,9,9,1.95E5,4,4,4,,38962,Thalassiosira_weissflogii_0203505436
105,104,Thalassiosira_weissflogii_0171357550,53.10,7,7,3.62E5,4,4,6,,50087,Thalassiosira_weissflogii_0171357550
105,105,tr|A0A089VQC9|A0A089VQC9_THAWE,53.10,7,7,3.62E5,4,4,6,,51179,ATP synthase subunit beta  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=atpB PE=3 SV=1
105,106,Thalassiosira_weissflogii_0203202236,53.10,6,6,3.62E5,4,4,6,,53820,Thalassiosira_weissflogii_0203202236
105,107,Thalassiosira_weissflogii_0203290328,53.10,6,6,3.62E5,4,4,6,,52626,Thalassiosira_weissflogii_0203290328
85,286,Thalassiosira_weissflogii_0171354000,52.45,11,11,1.57E6,4,4,7,,39393,Thalassiosira_weissflogii_0171354000
106,224,Thalassiosira_weissflogii_0201800806,51.43,5,5,2.34E5,3,3,3,,51358,Thalassiosira_weissflogii_0201800806
106,223,Thalassiosira_weissflogii_0201768426,51.43,5,5,2.34E5,3,3,3,,46952,Thalassiosira_weissflogii_0201768426
106,222,Thalassiosira_weissflogii_0203443158,51.43,5,5,2.34E5,3,3,3,,53433,Thalassiosira_weissflogii_0203443158
106,225,Thalassiosira_weissflogii_0203505570,51.43,4,4,2.34E5,3,3,3,,57097,Thalassiosira_weissflogii_0203505570
106,221,Thalassiosira_weissflogii_0203319120,51.43,4,4,2.34E5,3,3,3,,56818,Thalassiosira_weissflogii_0203319120
106,226,Thalassiosira_weissflogii_0203566230,51.43,4,4,2.34E5,3,3,3,,58349,Thalassiosira_weissflogii_0203566230
106,227,Thalassiosira_weissflogii_0203104210,51.43,4,4,2.34E5,3,3,3,,61767,Thalassiosira_weissflogii_0203104210
106,230,Thalassiosira_weissflogii_0201861794,51.43,4,4,2.34E5,3,3,3,,59190,Thalassiosira_weissflogii_0201861794
101,210,Thalassiosira_weissflogii_0203167124,51.15,15,15,4.46E5,3,3,6,,17566,Thalassiosira_weissflogii_0203167124
46,236,Thalassiosira_weissflogii_0203167856,50.79,19,19,2.03E6,3,3,7,,13077,Thalassiosira_weissflogii_0203167856
46,238,Thalassiosira_weissflogii_0171353608,50.79,18,18,2.03E6,3,3,7,,14097,Thalassiosira_weissflogii_0171353608
46,237,Thalassiosira_weissflogii_0203204676,50.79,18,18,2.03E6,3,3,7,,13616,Thalassiosira_weissflogii_0203204676
46,240,Thalassiosira_weissflogii_0201848920,50.79,18,18,2.03E6,3,3,7,,13946,Thalassiosira_weissflogii_0201848920
46,241,Thalassiosira_weissflogii_0203450516,50.79,13,13,2.03E6,3,3,7,,19624,Thalassiosira_weissflogii_0203450516
46,242,Thalassiosira_weissflogii_0203198822,50.79,8,8,2.03E6,3,3,7,,32023,Thalassiosira_weissflogii_0203198822
45,310,tr|A0A089X953|A0A089X953_THAWE,50.40,20,20,2.71E6,3,3,10,Pyro-glu from Q,9514,Cytochrome b559 subunit alpha OS=Thalassiosira weissflogii OX=1577725 GN=psbE PE=3 SV=1
88,252,Thalassiosira_weissflogii_0201801010,50.19,4,4,2.4E5,2,2,4,Carbamidomethylation,61130,Thalassiosira_weissflogii_0201801010
88,251,Thalassiosira_weissflogii_0203481454,50.19,4,4,2.4E5,2,2,4,Carbamidomethylation,59931,Thalassiosira_weissflogii_0203481454
88,253,Thalassiosira_weissflogii_0171390026,50.19,4,4,2.4E5,2,2,4,Carbamidomethylation,61779,Thalassiosira_weissflogii_0171390026
88,254,Thalassiosira_weissflogii_0203551214,50.19,4,4,2.4E5,2,2,4,Carbamidomethylation,61469,Thalassiosira_weissflogii_0203551214
90,289,Thalassiosira_weissflogii_0203608338,49.88,10,10,3.7E5,3,3,3,Carbamidomethylation,24708,Thalassiosira_weissflogii_0203608338
90,290,Thalassiosira_weissflogii_0203135488,49.88,5,5,3.7E5,3,3,3,Carbamidomethylation,50170,Thalassiosira_weissflogii_0203135488
118,161,Thalassiosira_weissflogii_0203188584,49.47,6,6,2.12E4,3,1,3,Carbamidomethylation; Oxidation (M),46820,Thalassiosira_weissflogii_0203188584
77,281,Thalassiosira_weissflogii_0201827616,49.19,6,6,1.38E5,4,4,4,Carbamidomethylation,62612,Thalassiosira_weissflogii_0201827616
48,386,Thalassiosira_weissflogii_0203397068,48.75,14,14,2.31E6,3,3,6,Oxidation (M),14970,Thalassiosira_weissflogii_0203397068
153,284,Thalassiosira_weissflogii_0203366844,48.65,2,2,1.96E5,1,1,1,,55376,Thalassiosira_weissflogii_0203366844
153,285,Thalassiosira_weissflogii_0203520826,48.65,2,2,1.96E5,1,1,1,,35064,Thalassiosira_weissflogii_0203520826
99,256,Thalassiosira_weissflogii_0203298220,48.36,19,19,1.37E5,3,3,4,,16102,Thalassiosira_weissflogii_0203298220
80,212,Thalassiosira_weissflogii_0203627594,48.19,5,5,2.18E5,3,1,4,Carbamidomethylation; Oxidation (M),53619,Thalassiosira_weissflogii_0203627594
80,213,Thalassiosira_weissflogii_0203261572,48.19,5,5,2.18E5,3,1,4,Carbamidomethylation; Oxidation (M),53659,Thalassiosira_weissflogii_0203261572
91,156,Thalassiosira_weissflogii_0171418338,48.03,17,17,7.4E5,3,3,4,,21099,Thalassiosira_weissflogii_0171418338
129,244,Thalassiosira_weissflogii_0201777954,47.65,5,5,2.95E5,2,2,4,,36048,Thalassiosira_weissflogii_0201777954
103,231,Thalassiosira_weissflogii_0203078476,47.36,11,11,1.33E6,3,3,6,,25194,Thalassiosira_weissflogii_0203078476
103,197,Thalassiosira_weissflogii_0203535604,47.36,4,4,1.33E6,3,3,6,,74469,Thalassiosira_weissflogii_0203535604
103,198,Thalassiosira_weissflogii_0203350330,47.36,3,3,1.33E6,3,3,6,,79232,Thalassiosira_weissflogii_0203350330
103,199,Thalassiosira_weissflogii_0203627620,47.36,3,3,1.33E6,3,3,6,,80905,Thalassiosira_weissflogii_0203627620
103,201,Thalassiosira_weissflogii_0203596686,47.36,3,3,1.33E6,3,3,6,,84124,Thalassiosira_weissflogii_0203596686
103,203,Thalassiosira_weissflogii_0203505796,47.36,3,3,1.33E6,3,3,6,,88848,Thalassiosira_weissflogii_0203505796
103,204,Thalassiosira_weissflogii_0203228638,47.36,3,3,1.33E6,3,3,6,,84206,Thalassiosira_weissflogii_0203228638
