Names	total	elements
		Thalassiosira_weissflogii_0203216890
		Thalassiosira_weissflogii_0203323278
		Thalassiosira_weissflogii_0203140146
		Thalassiosira_weissflogii_0201773708
		Thalassiosira_weissflogii_0201768126
		Thalassiosira_weissflogii_0203505222
		Thalassiosira_weissflogii_0203385142
		Thalassiosira_weissflogii_0171338396
		Thalassiosira_weissflogii_0203504934
		Thalassiosira_weissflogii_0203420370
		Thalassiosira_weissflogii_0171384548
		tr|A0A089X953|A0A089X953_THAWE
		Thalassiosira_weissflogii_0203508940
		Thalassiosira_weissflogii_0203104054
		Thalassiosira_weissflogii_0201860518
		Thalassiosira_weissflogii_0203350294
		Thalassiosira_weissflogii_0203294152
PepEx	74	Thalassiosira_weissflogii_0203333882
		Thalassiosira_weissflogii_0203482008
		Thalassiosira_weissflogii_0203299724
		Thalassiosira_weissflogii_0171427748
		Thalassiosira_weissflogii_0171374940
		Thalassiosira_weissflogii_0171422192
		tr|A0A089VP60|A0A089VP60_THAWE
		Thalassiosira_weissflogii_0203453428
		Thalassiosira_weissflogii_0203424598
		Thalassiosira_weissflogii_0203260678
		Thalassiosira_weissflogii_0203448720
		Thalassiosira_weissflogii_0201839132
		Thalassiosira_weissflogii_0171331496
		Thalassiosira_weissflogii_0201832640
		Thalassiosira_weissflogii_0203567134
		Thalassiosira_weissflogii_0203355616
		Thalassiosira_weissflogii_0203109310
		Thalassiosira_weissflogii_0171420682
		Thalassiosira_weissflogii_0171387062
		Thalassiosira_weissflogii_0201832018
		tr|A0A089X9C8|A0A089X9C8_THAWE
		Thalassiosira_weissflogii_0203535886
		Thalassiosira_weissflogii_0203438572
		Thalassiosira_weissflogii_0203182712
		tr|A0A089VPD6|A0A089VPD6_THAWE
		Thalassiosira_weissflogii_0203424586
		Thalassiosira_weissflogii_0171391578
		tr|A0A089VKI3|A0A089VKI3_THAWE
		Thalassiosira_weissflogii_0203128620
		Thalassiosira_weissflogii_0203200580
		Thalassiosira_weissflogii_0203198878
		Thalassiosira_weissflogii_0203390134
		Thalassiosira_weissflogii_0203524096
		Thalassiosira_weissflogii_0203505690
		Thalassiosira_weissflogii_0203384564
		tr|A0A089VP53|A0A089VP53_THAWE
		Thalassiosira_weissflogii_0203446368
		Thalassiosira_weissflogii_0201769370
		Thalassiosira_weissflogii_0171431286
		Thalassiosira_weissflogii_0171356076
		Thalassiosira_weissflogii_0203505514
		Thalassiosira_weissflogii_0203443172
		Thalassiosira_weissflogii_0203220796
		Thalassiosira_weissflogii_0203200060
		Thalassiosira_weissflogii_0201774910
		Thalassiosira_weissflogii_0203446810
		tr|A0A089VKL6|A0A089VKL6_THAWE
		Thalassiosira_weissflogii_0201784088
		Thalassiosira_weissflogii_0171446562
		Thalassiosira_weissflogii_0201800872
		Thalassiosira_weissflogii_0203352806
		Thalassiosira_weissflogii_0203360752
		Thalassiosira_weissflogii_0203551190
		Thalassiosira_weissflogii_0201742992
		Thalassiosira_weissflogii_0201797870
		Thalassiosira_weissflogii_0203319814
		Thalassiosira_weissflogii_0201783044
		Thalassiosira_weissflogii_0171393296
		Thalassiosira_weissflogii_0203174466
		Thalassiosira_weissflogii_0201845386
		Thalassiosira_weissflogii_0171394678
		Thalassiosira_weissflogii_0171365126
		Thalassiosira_weissflogii_0203237850
		Thalassiosira_weissflogii_0203193218
		Thalassiosira_weissflogii_0203188818
		Thalassiosira_weissflogii_0203629554
		Thalassiosira_weissflogii_0171371422
		Thalassiosira_weissflogii_0203484666
		Thalassiosira_weissflogii_0171427838
		Thalassiosira_weissflogii_0203255732
		Thalassiosira_weissflogii_0203554422
		Thalassiosira_weissflogii_0203203134
		Thalassiosira_weissflogii_0203233686
		Thalassiosira_weissflogii_0203324814
