Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 323_T2_trypsin,Area 323_T2_trypsin,#Peptides,#Unique,#Spec 323_T2_trypsin,PTM,Avg. Mass,Description
14,142,tr|A0A089VKI3|A0A089VKI3_THAWE,122.39,10,10,1.65E7,8,4,25,,39050,Photosystem II D2 protein OS=Thalassiosira weissflogii OX=1577725 GN=psbD PE=3 SV=1
26,148,Thalassiosira_weissflogii_0203566486,122.10,13,13,4.98E6,7,7,11,Carbamidomethylation,54093,Thalassiosira_weissflogii_0203566486
26,149,Thalassiosira_weissflogii_0203628558,122.10,13,13,4.98E6,7,7,11,Carbamidomethylation,54507,Thalassiosira_weissflogii_0203628558
27,39072,Thalassiosira_weissflogii_0203505518,121.51,11,11,1.11E7,9,9,17,Carbamidomethylation; Oxidation (M),74830,Thalassiosira_weissflogii_0203505518
27,39073,Thalassiosira_weissflogii_0203259614,121.51,11,11,1.11E7,9,9,17,Carbamidomethylation; Oxidation (M),78761,Thalassiosira_weissflogii_0203259614
27,39074,Thalassiosira_weissflogii_0203135564,121.51,11,11,1.11E7,9,9,17,Carbamidomethylation; Oxidation (M),80315,Thalassiosira_weissflogii_0203135564
27,39076,Thalassiosira_weissflogii_0203506334,121.51,9,9,1.11E7,9,9,17,Carbamidomethylation; Oxidation (M),93240,Thalassiosira_weissflogii_0203506334
27,39077,Thalassiosira_weissflogii_0203565922,121.51,9,9,1.11E7,9,9,17,Carbamidomethylation; Oxidation (M),94496,Thalassiosira_weissflogii_0203565922
20,105,tr|A0A089VQC9|A0A089VQC9_THAWE,117.69,17,17,5.56E6,11,8,15,,51179,ATP synthase subunit beta  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=atpB PE=3 SV=1
20,107,Thalassiosira_weissflogii_0203290328,117.69,17,17,5.56E6,11,8,15,,52626,Thalassiosira_weissflogii_0203290328
20,106,Thalassiosira_weissflogii_0203202236,117.69,16,16,5.56E6,11,8,15,,53820,Thalassiosira_weissflogii_0203202236
36,20790,Thalassiosira_weissflogii_0203258570,117.00,39,39,2.41E7,9,9,17,Carbamidomethylation; Deamidation (NQ),16419,Thalassiosira_weissflogii_0203258570
57,467,tr|A0A089X8Z4|A0A089X8Z4_THAWE,116.84,39,39,9.07E6,8,8,14,,17751,Cytochrome c-550 OS=Thalassiosira weissflogii OX=1577725 GN=psbV PE=3 SV=1
21,18,Thalassiosira_weissflogii_0203172898,116.66,25,25,1.05E6,9,1,16,Oxidation (M),22018,Thalassiosira_weissflogii_0203172898
43,5194,Thalassiosira_weissflogii_0203362476,114.94,33,33,2.72E6,7,7,12,Carbamidomethylation,24194,Thalassiosira_weissflogii_0203362476
32,248,Thalassiosira_weissflogii_0203581516,112.46,6,6,1.48E6,5,4,8,,100447,Thalassiosira_weissflogii_0203581516
47,464,tr|A0A089VKI6|A0A089VKI6_THAWE,111.17,31,31,4.9E6,5,5,11,,15533,Photosystem I subunit II OS=Thalassiosira weissflogii OX=1577725 GN=psaD PE=4 SV=1
23,645,tr|A0A089VIN2|A0A089VIN2_THAWE,109.34,80,80,4.93E7,9,9,15,,7470,Photosystem I reaction center subunit IV OS=Thalassiosira weissflogii OX=1577725 GN=psaE PE=3 SV=1
28,42,Thalassiosira_weissflogii_0201813222,108.66,17,17,,4,0,11,,17725,Thalassiosira_weissflogii_0201813222
34,170,Thalassiosira_weissflogii_0203573894,108.43,31,31,5.55E6,10,7,18,Carbamidomethylation,29008,Thalassiosira_weissflogii_0203573894
34,172,Thalassiosira_weissflogii_0201829370,108.43,16,16,5.55E6,10,7,18,Carbamidomethylation,54172,Thalassiosira_weissflogii_0201829370
34,177,Thalassiosira_weissflogii_0203350350,108.43,12,12,5.55E6,10,7,18,Carbamidomethylation,74897,Thalassiosira_weissflogii_0203350350
35,39080,Thalassiosira_weissflogii_0203399586,108.36,25,25,8.96E6,7,7,14,,18933,Thalassiosira_weissflogii_0203399586
17,310,tr|A0A089X953|A0A089X953_THAWE,106.73,25,25,6.65E7,6,6,33,,9514,Cytochrome b559 subunit alpha OS=Thalassiosira weissflogii OX=1577725 GN=psbE PE=3 SV=1
37,516,Thalassiosira_weissflogii_0201768196,106.46,2,2,3.12E6,6,6,11,,237822,Thalassiosira_weissflogii_0201768196
33,39081,tr|A0A089X984|A0A089X984_THAWE,104.22,19,19,8.54E6,5,5,7,,22045,50S ribosomal protein L3  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=rpl3 PE=3 SV=1
33,39082,Thalassiosira_weissflogii_0203311806,104.22,19,19,8.54E6,5,5,7,,22131,Thalassiosira_weissflogii_0203311806
45,428,Thalassiosira_weissflogii_0203365524,102.96,9,9,,8,0,15,Carbamidomethylation,42747,Thalassiosira_weissflogii_0203365524
44,144,Thalassiosira_weissflogii_0203519974,102.73,10,10,5.45E6,7,6,13,,75057,Thalassiosira_weissflogii_0203519974
42,40,Thalassiosira_weissflogii_0203380632,102.10,8,8,1.46E7,5,5,13,Carbamidomethylation,48650,Thalassiosira_weissflogii_0203380632
42,43,Thalassiosira_weissflogii_0201768054,102.10,6,6,1.46E7,5,5,13,Carbamidomethylation,63367,Thalassiosira_weissflogii_0201768054
29,291,tr|A0A089VKB7|A0A089VKB7_THAWE,101.84,44,44,8.15E6,8,8,12,Carbamidomethylation,10765,Ferredoxin OS=Thalassiosira weissflogii OX=1577725 GN=petF PE=3 SV=1
29,292,sp|O98450|FER_THAWE,101.84,44,44,8.15E6,8,8,12,Carbamidomethylation,10765,Ferredoxin OS=Thalassiosira weissflogii OX=1577725 GN=petF PE=3 SV=3
29,293,Thalassiosira_weissflogii_0203187078,101.84,44,44,8.15E6,8,8,12,Carbamidomethylation,11012,Thalassiosira_weissflogii_0203187078
31,413,Thalassiosira_weissflogii_0203412222,101.04,10,10,1E6,4,4,8,Carbamidomethylation; Oxidation (M),42375,Thalassiosira_weissflogii_0203412222
31,414,Thalassiosira_weissflogii_0203597848,101.04,10,10,1E6,4,4,8,Carbamidomethylation; Oxidation (M),43175,Thalassiosira_weissflogii_0203597848
31,415,Thalassiosira_weissflogii_0201768036,101.04,10,10,1E6,4,4,8,Carbamidomethylation; Oxidation (M),43712,Thalassiosira_weissflogii_0201768036
56,523,Thalassiosira_weissflogii_0201776260,97.45,14,14,4.11E6,4,4,10,,22232,Thalassiosira_weissflogii_0201776260
93,155,Thalassiosira_weissflogii_0203296644,96.95,18,18,1.23E6,4,4,5,Carbamidomethylation,27052,Thalassiosira_weissflogii_0203296644
46,77,Thalassiosira_weissflogii_0171446710,96.90,5,5,1.68E6,7,6,12,Carbamidomethylation,125332,Thalassiosira_weissflogii_0171446710
79,94,Thalassiosira_weissflogii_0203443172,96.60,7,7,4.02E6,4,4,8,Carbamidomethylation,47681,Thalassiosira_weissflogii_0203443172
69,34,Thalassiosira_weissflogii_0201801252,95.39,10,10,3.73E6,4,4,9,,51368,Thalassiosira_weissflogii_0201801252
69,33,Thalassiosira_weissflogii_0171446742,95.39,8,8,3.73E6,4,4,9,,63737,Thalassiosira_weissflogii_0171446742
69,32,Thalassiosira_weissflogii_0203321206,95.39,7,7,3.73E6,4,4,9,,69732,Thalassiosira_weissflogii_0203321206
76,7863,Thalassiosira_weissflogii_0201783044,94.09,3,3,4.89E5,4,4,5,Carbamidomethylation,107534,Thalassiosira_weissflogii_0201783044
55,405,Thalassiosira_weissflogii_0201806646,93.95,7,7,5.61E5,5,5,7,Oxidation (M),73591,Thalassiosira_weissflogii_0201806646
50,304,Thalassiosira_weissflogii_0203598492,93.12,6,6,7.98E5,5,5,5,Carbamidomethylation,84598,Thalassiosira_weissflogii_0203598492
50,305,Thalassiosira_weissflogii_0201769984,93.12,6,6,7.98E5,5,5,5,Carbamidomethylation,84719,Thalassiosira_weissflogii_0201769984
40,63,tr|A0A089VKD8|A0A089VKD8_THAWE,93.02,27,27,4.2E6,5,5,8,,15813,Ribulose-1 5-bisphosphate carboxylase/oxygenase small subunit OS=Thalassiosira weissflogii OX=1577725 GN=rbcS PE=4 SV=1
83,221,Thalassiosira_weissflogii_0203319120,91.94,7,7,8.26E4,4,1,5,,56818,Thalassiosira_weissflogii_0203319120
68,70,Thalassiosira_weissflogii_0171366442,91.74,5,5,1.16E6,5,5,6,Carbamidomethylation; Deamidation (NQ),103785,Thalassiosira_weissflogii_0171366442
68,71,Thalassiosira_weissflogii_0201839298,91.74,5,5,1.16E6,5,5,6,Carbamidomethylation; Deamidation (NQ),103889,Thalassiosira_weissflogii_0201839298
70,39078,Thalassiosira_weissflogii_0171355272,91.38,7,7,1.09E6,4,4,6,Carbamidomethylation,57844,Thalassiosira_weissflogii_0171355272
91,66,Thalassiosira_weissflogii_0203257228,91.34,5,5,1.72E6,4,4,5,,44681,Thalassiosira_weissflogii_0203257228
91,67,tr|A0A089VKN5|A0A089VKN5_THAWE,91.34,5,5,1.72E6,4,4,5,,44681,Elongation factor Tu  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=tufA PE=3 SV=1
92,230,Thalassiosira_weissflogii_0201861794,90.89,6,6,,3,0,4,,59190,Thalassiosira_weissflogii_0201861794
48,243,Thalassiosira_weissflogii_0203264358,90.70,16,16,1.29E6,4,4,5,,21360,Thalassiosira_weissflogii_0203264358
38,236,Thalassiosira_weissflogii_0203167856,90.54,17,17,1.25E7,4,4,9,,13077,Thalassiosira_weissflogii_0203167856
38,237,Thalassiosira_weissflogii_0203204676,90.54,16,16,1.25E7,4,4,9,,13616,Thalassiosira_weissflogii_0203204676
38,242,Thalassiosira_weissflogii_0203198822,90.54,7,7,1.25E7,4,4,9,,32023,Thalassiosira_weissflogii_0203198822
38,238,Thalassiosira_weissflogii_0171353608,90.54,16,16,1.25E7,4,4,9,,14097,Thalassiosira_weissflogii_0171353608
38,241,Thalassiosira_weissflogii_0203450516,90.54,11,11,1.25E7,4,4,9,,19624,Thalassiosira_weissflogii_0203450516
54,501,Thalassiosira_weissflogii_0203566122,89.62,7,7,,5,0,10,Carbamidomethylation,58481,Thalassiosira_weissflogii_0203566122
54,489,Thalassiosira_weissflogii_0203199056,89.62,6,6,,5,0,10,Carbamidomethylation,66198,Thalassiosira_weissflogii_0203199056
101,339,Thalassiosira_weissflogii_0203520990,89.42,2,2,6.53E5,4,4,7,Deamidation (NQ),166480,Thalassiosira_weissflogii_0203520990
97,222,Thalassiosira_weissflogii_0203443158,88.20,6,6,,3,0,4,,53433,Thalassiosira_weissflogii_0203443158
82,1566,Thalassiosira_weissflogii_0203237080,87.82,4,4,1.17E6,4,4,5,,85926,Thalassiosira_weissflogii_0203237080
58,486,Thalassiosira_weissflogii_0171415672,86.93,9,9,,5,0,10,Carbamidomethylation,49505,Thalassiosira_weissflogii_0171415672
51,345,Thalassiosira_weissflogii_0171423018,86.59,8,8,3.35E6,4,4,6,,26951,Thalassiosira_weissflogii_0171423018
61,511,Thalassiosira_weissflogii_0203245572,86.55,5,5,2.4E6,4,4,6,,39916,Thalassiosira_weissflogii_0203245572
137,100,Thalassiosira_weissflogii_0171384842,86.45,4,4,,3,0,5,,93184,Thalassiosira_weissflogii_0171384842
141,83,Thalassiosira_weissflogii_0203396628,86.23,5,5,,3,0,5,,76294,Thalassiosira_weissflogii_0203396628
49,380,Thalassiosira_weissflogii_0201756300,84.81,2,2,,2,0,19,Deamidation (NQ),93505,Thalassiosira_weissflogii_0201756300
49,379,Thalassiosira_weissflogii_0171343978,84.81,1,1,,2,0,19,Deamidation (NQ),101902,Thalassiosira_weissflogii_0171343978
53,39102,Thalassiosira_weissflogii_0201775250,84.38,4,4,2.06E6,3,3,4,,71980,Thalassiosira_weissflogii_0201775250
89,39090,tr|A0A089X936|A0A089X936_THAWE,84.04,20,20,5.42E5,3,3,3,Carbamidomethylation,14294,ATP synthase epsilon chain  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=atpE PE=3 SV=1
41,39086,Thalassiosira_weissflogii_0203497458,83.98,2,2,3.91E5,3,3,3,Carbamidomethylation,169898,Thalassiosira_weissflogii_0203497458
66,508,Thalassiosira_weissflogii_0203448720,83.94,8,8,2.73E6,3,3,3,Oxidation (M),22090,Thalassiosira_weissflogii_0203448720
52,16,tr|A0A089VNZ5|A0A089VNZ5_THAWE,83.88,3,3,6.31E6,5,5,9,,83638,Photosystem I P700 chlorophyll a apoprotein A1 OS=Thalassiosira weissflogii OX=1577725 GN=psaA PE=3 SV=1
59,80,Thalassiosira_weissflogii_0203204228,82.70,14,14,3.64E6,4,4,5,,21092,Thalassiosira_weissflogii_0203204228
71,417,Thalassiosira_weissflogii_0203412232,82.13,5,5,7.84E5,4,4,4,Carbamidomethylation,58000,Thalassiosira_weissflogii_0203412232
71,406,Thalassiosira_weissflogii_0203138762,82.13,5,5,7.84E5,4,4,4,Carbamidomethylation,59304,Thalassiosira_weissflogii_0203138762
71,407,Thalassiosira_weissflogii_0203319614,82.13,5,5,7.84E5,4,4,4,Carbamidomethylation,60628,Thalassiosira_weissflogii_0203319614
71,402,Thalassiosira_weissflogii_0171446626,82.13,4,4,7.84E5,4,4,4,Carbamidomethylation,69792,Thalassiosira_weissflogii_0171446626
71,408,Thalassiosira_weissflogii_0203504926,82.13,4,4,7.84E5,4,4,4,Carbamidomethylation,76299,Thalassiosira_weissflogii_0203504926
71,410,Thalassiosira_weissflogii_0201799292,82.13,4,4,7.84E5,4,4,4,Carbamidomethylation,82543,Thalassiosira_weissflogii_0201799292
71,409,Thalassiosira_weissflogii_0203381374,82.13,4,4,7.84E5,4,4,4,Carbamidomethylation,81822,Thalassiosira_weissflogii_0203381374
71,404,Thalassiosira_weissflogii_0203535754,82.13,4,4,7.84E5,4,4,4,Carbamidomethylation,83069,Thalassiosira_weissflogii_0203535754
71,21149,Thalassiosira_weissflogii_0203350290,82.13,4,4,7.84E5,4,4,4,Carbamidomethylation,85123,Thalassiosira_weissflogii_0203350290
71,39084,Thalassiosira_weissflogii_0201829140,82.13,3,3,7.84E5,4,4,4,Carbamidomethylation,92206,Thalassiosira_weissflogii_0201829140
65,2260,Thalassiosira_weissflogii_0203571294,82.00,7,7,3.77E6,4,4,4,,67817,Thalassiosira_weissflogii_0203571294
84,314,Thalassiosira_weissflogii_0171402288,81.58,6,6,2.07E6,4,4,8,,80690,Thalassiosira_weissflogii_0171402288
87,319,Thalassiosira_weissflogii_0171356290,80.75,5,5,9.7E5,4,4,5,,47343,Thalassiosira_weissflogii_0171356290
109,249,Thalassiosira_weissflogii_0203359074,79.91,20,20,2.61E6,3,3,6,Oxidation (M),12879,Thalassiosira_weissflogii_0203359074
73,103,Thalassiosira_weissflogii_0201773708,79.57,10,10,6.81E5,2,1,3,,21231,Thalassiosira_weissflogii_0201773708
94,169,Thalassiosira_weissflogii_0201804342,79.31,8,8,5.5E5,3,3,5,Carbamidomethylation; Deamidation (NQ),47701,Thalassiosira_weissflogii_0201804342
85,39085,Thalassiosira_weissflogii_0203540914,78.07,12,12,5.79E6,2,2,7,,16687,Thalassiosira_weissflogii_0203540914
138,39093,Thalassiosira_weissflogii_0203572994,77.16,15,15,9.89E5,3,3,4,,24768,Thalassiosira_weissflogii_0203572994
138,39094,Thalassiosira_weissflogii_0201807848,77.16,12,12,9.89E5,3,3,4,,29819,Thalassiosira_weissflogii_0201807848
62,20860,Thalassiosira_weissflogii_0203386744,77.14,23,23,5.15E5,4,4,4,,15820,Thalassiosira_weissflogii_0203386744
103,175,Thalassiosira_weissflogii_0203602520,77.09,4,4,5.03E5,3,2,4,,55257,Thalassiosira_weissflogii_0203602520
149,130,Thalassiosira_weissflogii_0171449500,76.84,5,5,3.8E5,3,3,3,,41793,Thalassiosira_weissflogii_0171449500
30,47,tr|A0A089VPE6|A0A089VPE6_THAWE,75.76,6,6,5.51E6,4,4,7,,39725,Photosystem II protein D1 OS=Thalassiosira weissflogii OX=1577725 GN=psbA PE=3 SV=1
30,48,Thalassiosira_weissflogii_0203215658,75.76,6,6,5.51E6,4,4,7,,41911,Thalassiosira_weissflogii_0203215658
30,98,tr|A0A1W6FBN1|A0A1W6FBN1_THAWE,75.76,6,6,5.51E6,4,4,7,,36701,Photosystem II protein D1 (Fragment) OS=Thalassiosira weissflogii OX=1577725 GN=psbA PE=3 SV=1
88,27743,Thalassiosira_weissflogii_0171448610,75.52,2,2,1.02E6,2,2,3,Carbamidomethylation,89422,Thalassiosira_weissflogii_0171448610
67,14,Thalassiosira_weissflogii_0171348692,75.52,6,6,3.9E6,2,2,6,,28857,Thalassiosira_weissflogii_0171348692
67,15,tr|A0A089VIP5|A0A089VIP5_THAWE,75.52,5,5,3.9E6,2,2,6,,33988,Cytochrome f OS=Thalassiosira weissflogii OX=1577725 GN=petA PE=4 SV=1
72,39099,Thalassiosira_weissflogii_0203596464,75.32,3,3,1.31E5,2,2,3,,83184,Thalassiosira_weissflogii_0203596464
72,39100,Thalassiosira_weissflogii_0203350354,75.32,2,2,1.31E5,2,2,3,,88842,Thalassiosira_weissflogii_0203350354
72,39101,Thalassiosira_weissflogii_0201768056,75.32,2,2,1.31E5,2,2,3,,91280,Thalassiosira_weissflogii_0201768056
78,19,tr|A0A089VKF6|A0A089VKF6_THAWE,75.22,4,4,9.62E5,2,2,4,,56361,Photosystem II CP47 reaction center protein OS=Thalassiosira weissflogii OX=1577725 GN=psbB PE=3 SV=1
78,20,Thalassiosira_weissflogii_0203103378,75.22,4,4,9.62E5,2,2,4,,56361,Thalassiosira_weissflogii_0203103378
86,158,Thalassiosira_weissflogii_0171357300,74.25,3,3,,3,0,3,,78240,Thalassiosira_weissflogii_0171357300
86,157,Thalassiosira_weissflogii_0171390160,74.25,5,5,,3,0,3,,58987,Thalassiosira_weissflogii_0171390160
117,209,tr|A0A089VP72|A0A089VP72_THAWE,73.99,6,6,3.33E5,5,5,5,,69843,ATP-dependent zinc metalloprotease FtsH OS=Thalassiosira weissflogii OX=1577725 GN=ftsH PE=3 SV=1
95,21,tr|A0A089VKJ7|A0A089VKJ7_THAWE,73.98,11,11,3.37E6,4,4,5,,20450,Photosystem I subunit III OS=Thalassiosira weissflogii OX=1577725 GN=psaF PE=4 SV=1
77,39088,Thalassiosira_weissflogii_0201822442,73.84,15,15,2.86E6,2,2,4,,11225,Thalassiosira_weissflogii_0201822442
77,39089,tr|A0A089X927|A0A089X927_THAWE,73.84,12,12,2.86E6,2,2,4,,13607,50S ribosomal protein L12  chloroplastic OS=Thalassiosira weissflogii OX=1577725 GN=rpl12 PE=3 SV=1
80,215,Thalassiosira_weissflogii_0203391506,72.31,8,8,1.14E6,3,3,4,,26700,Thalassiosira_weissflogii_0203391506
80,216,Thalassiosira_weissflogii_0203580532,72.31,8,8,1.14E6,3,3,4,,26802,Thalassiosira_weissflogii_0203580532
64,111,Thalassiosira_weissflogii_0203627540,71.64,12,12,4.62E6,4,4,6,,23429,Thalassiosira_weissflogii_0203627540
116,443,Thalassiosira_weissflogii_0201769216,71.36,15,15,9.63E5,2,2,4,,16858,Thalassiosira_weissflogii_0201769216
161,39096,Thalassiosira_weissflogii_0203505514,71.32,3,3,3.42E5,2,2,3,,72228,Thalassiosira_weissflogii_0203505514
90,153,Thalassiosira_weissflogii_0203412220,71.24,4,4,,3,0,3,,62095,Thalassiosira_weissflogii_0203412220
136,354,Thalassiosira_weissflogii_0203541550,70.76,17,17,6.4E5,3,3,5,,16958,Thalassiosira_weissflogii_0203541550
81,159,Thalassiosira_weissflogii_0203203762,70.67,5,5,9.73E5,2,2,2,,21802,Thalassiosira_weissflogii_0203203762
81,160,Thalassiosira_weissflogii_0203386012,70.67,5,5,9.73E5,2,2,2,,22430,Thalassiosira_weissflogii_0203386012
143,252,Thalassiosira_weissflogii_0201801010,70.55,5,5,2.03E5,3,3,3,Carbamidomethylation,61130,Thalassiosira_weissflogii_0201801010
143,254,Thalassiosira_weissflogii_0203551214,70.55,5,5,2.03E5,3,3,3,Carbamidomethylation,61469,Thalassiosira_weissflogii_0203551214
120,325,Thalassiosira_weissflogii_0203211260,70.44,3,3,1.32E6,2,2,3,,48610,Thalassiosira_weissflogii_0203211260
123,4654,Thalassiosira_weissflogii_0203418580,70.28,2,2,4.21E5,1,1,2,,52409,Thalassiosira_weissflogii_0203418580
75,284,Thalassiosira_weissflogii_0203366844,69.46,3,3,2.74E6,2,2,4,,55376,Thalassiosira_weissflogii_0203366844
63,96,Thalassiosira_weissflogii_0203204888,69.30,1,1,7.12E4,1,1,1,,140088,Thalassiosira_weissflogii_0203204888
115,168,Thalassiosira_weissflogii_0171330038,69.25,10,10,1.46E6,2,2,4,Oxidation (M),24078,Thalassiosira_weissflogii_0171330038
111,119,Thalassiosira_weissflogii_0201834746,69.16,4,4,2.09E6,3,3,7,,58864,Thalassiosira_weissflogii_0201834746
111,120,Thalassiosira_weissflogii_0203455798,69.16,4,4,2.09E6,3,3,7,,58915,Thalassiosira_weissflogii_0203455798
111,122,Thalassiosira_weissflogii_0201768070,69.16,3,3,2.09E6,3,3,7,,63175,Thalassiosira_weissflogii_0201768070
243,125,Thalassiosira_weissflogii_0203571564,68.78,8,8,2.49E5,2,2,2,,23711,Thalassiosira_weissflogii_0203571564
243,126,Thalassiosira_weissflogii_0203324490,68.78,8,8,2.49E5,2,2,2,,25114,Thalassiosira_weissflogii_0203324490
98,39107,tr|A0A089VQG9|A0A089VQG9_THAWE,68.70,1,1,1.49E4,1,1,1,,67173,Chaperone protein DnaK OS=Thalassiosira weissflogii OX=1577725 GN=dnaK PE=3 SV=1
130,461,Thalassiosira_weissflogii_0201864688,68.59,6,6,2.36E5,2,2,3,Deamidation (NQ),37010,Thalassiosira_weissflogii_0201864688
130,460,Thalassiosira_weissflogii_0203415430,68.59,5,5,2.36E5,2,2,3,Deamidation (NQ),45966,Thalassiosira_weissflogii_0203415430
130,462,Thalassiosira_weissflogii_0203539640,68.59,5,5,2.36E5,2,2,3,Deamidation (NQ),45015,Thalassiosira_weissflogii_0203539640
130,459,Thalassiosira_weissflogii_0171358472,68.59,4,4,2.36E5,2,2,3,Deamidation (NQ),46566,Thalassiosira_weissflogii_0171358472
125,25796,Thalassiosira_weissflogii_0201860412,68.25,2,2,4.53E5,2,1,5,,120466,Thalassiosira_weissflogii_0201860412
