Peptides,GO-term,Name
1,GO:0033567,"DNA replication, Okazaki fragment processing"
1,GO:0001514,selenocysteine incorporation
1,GO:0055072,iron ion homeostasis
1,GO:0015833,peptide transport
1,GO:0017038,protein import
1,GO:0006799,polyphosphate biosynthetic process
1,GO:0006813,potassium ion transport
1,GO:0006268,DNA unwinding involved in DNA replication
1,GO:0042173,regulation of sporulation resulting in formation of a cellular spore
1,GO:0051606,detection of stimulus
1,GO:0000453,enzyme-directed rRNA 2'-O-methylation
1,GO:0006080,substituted mannan metabolic process
1,GO:0032196,transposition
1,GO:0009772,photosynthetic electron transport in photosystem II
1,GO:0015942,formate metabolic process
1,GO:0046034,ATP metabolic process
1,GO:1902600,proton transmembrane transport
1,GO:0019277,UDP-N-acetylgalactosamine biosynthetic process
1,GO:0006310,DNA recombination
1,GO:0006004,fucose metabolic process
1,GO:0006419,alanyl-tRNA aminoacylation
1,GO:0019557,histidine catabolic process to glutamate and formate
1,GO:0019556,histidine catabolic process to glutamate and formamide
1,GO:0006168,adenine salvage
1,GO:0006166,purine ribonucleoside salvage
1,GO:0044209,AMP salvage
1,GO:0009098,leucine biosynthetic process
