Peptides,GO-term,Name
1,GO:0009236,cobalamin biosynthetic process
1,GO:0009146,purine nucleoside triphosphate catabolic process
1,GO:0001522,pseudouridine synthesis
1,GO:0019557,histidine catabolic process to glutamate and formate
1,GO:0019556,histidine catabolic process to glutamate and formamide
1,GO:0071897,DNA biosynthetic process
1,GO:0000105,histidine biosynthetic process
1,GO:0006352,"DNA-templated transcription, initiation"
1,GO:0043419,urea catabolic process
1,GO:0009435,NAD biosynthetic process
1,GO:0006313,"transposition, DNA-mediated"
1,GO:0019752,carboxylic acid metabolic process
1,GO:0009772,photosynthetic electron transport in photosystem II
1,GO:0009635,response to herbicide
1,GO:0018298,protein-chromophore linkage
1,GO:0035556,intracellular signal transduction
1,GO:0009190,cyclic nucleotide biosynthetic process
1,GO:0055114,oxidation-reduction process
1,GO:0006168,adenine salvage
1,GO:0006166,purine ribonucleoside salvage
1,GO:0044209,AMP salvage
1,GO:0009056,catabolic process
1,GO:0015734,taurine transport
