Names	total	elements
		Thalassiosira_weissflogii_0203416460
		Thalassiosira_weissflogii_0203416500
		Thalassiosira_weissflogii_0171423018
		Thalassiosira_weissflogii_0203478708
		Thalassiosira_weissflogii_0171360526
		Thalassiosira_weissflogii_0203258570
		Thalassiosira_weissflogii_0203169600
		Thalassiosira_weissflogii_0171420522
		Thalassiosira_weissflogii_0203352994
		Thalassiosira_weissflogii_0203351526
		Thalassiosira_weissflogii_0203604662
		Thalassiosira_weissflogii_0201836064
		Thalassiosira_weissflogii_0171446960
		Thalassiosira_weissflogii_0171415738
		Thalassiosira_weissflogii_0203086342
		Thalassiosira_weissflogii_0203630180
		Thalassiosira_weissflogii_0203382750
		Thalassiosira_weissflogii_0203628050
		Thalassiosira_weissflogii_0203505014
		Thalassiosira_weissflogii_0203135464
		Thalassiosira_weissflogii_0171354090
		Thalassiosira_weissflogii_0171384438
		Thalassiosira_weissflogii_0203239104
		Thalassiosira_weissflogii_0203507118
		Thalassiosira_weissflogii_0201773452
		Thalassiosira_weissflogii_0203323278
		Thalassiosira_weissflogii_0203140146
		Thalassiosira_weissflogii_0171338396
		Thalassiosira_weissflogii_0203420370
		tr|A0A089X953|A0A089X953_THAWE
		Thalassiosira_weissflogii_0203508940
		Thalassiosira_weissflogii_0203350294
		Thalassiosira_weissflogii_0203294152
no enz	68	Thalassiosira_weissflogii_0203201226
		Thalassiosira_weissflogii_0203238028
		Thalassiosira_weissflogii_0203444302
		Thalassiosira_weissflogii_0201774120
		Thalassiosira_weissflogii_0203535874
		Thalassiosira_weissflogii_0203416656
		Thalassiosira_weissflogii_0171338180
		Thalassiosira_weissflogii_0203570456
		tr|A8DP72|A8DP72_THAWE
		Thalassiosira_weissflogii_0171449642
		Thalassiosira_weissflogii_0203628720
		Thalassiosira_weissflogii_0201775250
		Thalassiosira_weissflogii_0203168638
		Thalassiosira_weissflogii_0203538702
		Thalassiosira_weissflogii_0203448720
		Thalassiosira_weissflogii_0201768140
		Thalassiosira_weissflogii_0201773254
		Thalassiosira_weissflogii_0203111586
		Thalassiosira_weissflogii_0203549518
		Thalassiosira_weissflogii_0203085060
		Thalassiosira_weissflogii_0203547756
		Thalassiosira_weissflogii_0203170968
		Thalassiosira_weissflogii_0201773550
		Thalassiosira_weissflogii_0203137726
		Thalassiosira_weissflogii_0203415702
		Thalassiosira_weissflogii_0203356134
		Thalassiosira_weissflogii_0171357196
		Thalassiosira_weissflogii_0203383288
		Thalassiosira_weissflogii_0203570208
		Thalassiosira_weissflogii_0203445866
		tr|A0A089VPD6|A0A089VPD6_THAWE
		Thalassiosira_weissflogii_0201831054
		Thalassiosira_weissflogii_0201803686
		tr|A0A089VKI3|A0A089VKI3_THAWE
		tr|A4URE3|A4URE3_THAWE
		Thalassiosira_weissflogii_0203382948
		Thalassiosira_weissflogii_0171394444
		tr|A0A089VP53|A0A089VP53_THAWE
		Thalassiosira_weissflogii_0171420436
		Thalassiosira_weissflogii_0203629140
		Thalassiosira_weissflogii_0203169686
		Thalassiosira_weissflogii_0203601346
		Thalassiosira_weissflogii_0203565884
		Thalassiosira_weissflogii_0201861466
		Thalassiosira_weissflogii_0203505514
		Thalassiosira_weissflogii_0203570430
		Thalassiosira_weissflogii_0203613400
		Thalassiosira_weissflogii_0203599932
		Thalassiosira_weissflogii_0203509070
		Thalassiosira_weissflogii_0203475010
		Thalassiosira_weissflogii_0203138912
		Thalassiosira_weissflogii_0203474792
		Thalassiosira_weissflogii_0203600642
		Thalassiosira_weissflogii_0201742992
		Thalassiosira_weissflogii_0203508638
		Thalassiosira_weissflogii_0201833216
		Thalassiosira_weissflogii_0171350576
		Thalassiosira_weissflogii_0201845386
		Thalassiosira_weissflogii_0203459150
		Thalassiosira_weissflogii_0203506066
		Thalassiosira_weissflogii_0203171168
		Thalassiosira_weissflogii_0171365126
		Thalassiosira_weissflogii_0203443960
		Thalassiosira_weissflogii_0203476008
		Thalassiosira_weissflogii_0203381196
		Thalassiosira_weissflogii_0171388736
		Thalassiosira_weissflogii_0203381644
		Thalassiosira_weissflogii_0201771820
