Names	total	elements
		tr|A0A089VQC9|A0A089VQC9_THAWE
		Thalassiosira_weissflogii_0171329804
		Thalassiosira_weissflogii_0203305774
		Thalassiosira_weissflogii_0203535754
		Thalassiosira_weissflogii_0203200254
		Thalassiosira_weissflogii_0203504926
		Thalassiosira_weissflogii_0203397068
		tr|A0A089X984|A0A089X984_THAWE
		Thalassiosira_weissflogii_0171415754
		Thalassiosira_weissflogii_0201768054
		Thalassiosira_weissflogii_0203353274
		Thalassiosira_weissflogii_0203445568
		Thalassiosira_weissflogii_0203138762
		Thalassiosira_weissflogii_0203198822
		Thalassiosira_weissflogii_0203539640
		Thalassiosira_weissflogii_0201808416
		Thalassiosira_weissflogii_0171415738
		Thalassiosira_weissflogii_0201799406
		Thalassiosira_weissflogii_0171415896
		Thalassiosira_weissflogii_0203522088
		tr|A0A089VQA3|A0A089VQA3_THAWE
		tr|A8DP83|A8DP83_THAWE
		Thalassiosira_weissflogii_0203520826
		Thalassiosira_weissflogii_0203597848
		Thalassiosira_weissflogii_0203599302
		Thalassiosira_weissflogii_0201855018
		Thalassiosira_weissflogii_0203319120
		Thalassiosira_weissflogii_0171446742
		Thalassiosira_weissflogii_0203321014
		tr|A0A089VP72|A0A089VP72_THAWE
		Thalassiosira_weissflogii_0201860518
		Thalassiosira_weissflogii_0203171318
		Thalassiosira_weissflogii_0203383964
		Thalassiosira_weissflogii_0171385242
		Thalassiosira_weissflogii_0203350354
		Thalassiosira_weissflogii_0203359074
		Thalassiosira_weissflogii_0171361160
		Thalassiosira_weissflogii_0201801010
		Thalassiosira_weissflogii_0201834710
		Thalassiosira_weissflogii_0203475168
		Thalassiosira_weissflogii_0203352244
		Thalassiosira_weissflogii_0201757792
		Thalassiosira_weissflogii_0171446640
		Thalassiosira_weissflogii_0201799608
		tr|A0A089VKF1|A0A089VKF1_THAWE
		Thalassiosira_weissflogii_0201769216
		Thalassiosira_weissflogii_0203277698
		Thalassiosira_weissflogii_0203290328
		Thalassiosira_weissflogii_0201775250
		Thalassiosira_weissflogii_0203382560
		Thalassiosira_weissflogii_0203506334
		tr|A0A089VIM8|A0A089VIM8_THAWE
		Thalassiosira_weissflogii_0171355272
		Thalassiosira_weissflogii_0203350902
		Thalassiosira_weissflogii_0171389182
		Thalassiosira_weissflogii_0203628558
		tr|A0A089VKI6|A0A089VKI6_THAWE
		tr|A0A089X936|A0A089X936_THAWE
		Thalassiosira_weissflogii_0171394290
		Thalassiosira_weissflogii_0203264230
		Thalassiosira_weissflogii_0201806646
		Thalassiosira_weissflogii_0203604662
		tr|A0A089VKJ7|A0A089VKJ7_THAWE
		Thalassiosira_weissflogii_0203329908
		tr|A0A089VIJ5|A0A089VIJ5_THAWE
		Thalassiosira_weissflogii_0203481454
		Thalassiosira_weissflogii_0203477356
		tr|A0A089VKF6|A0A089VKF6_THAWE
		Thalassiosira_weissflogii_0201801470
		Thalassiosira_weissflogii_0203382750
		Thalassiosira_weissflogii_0171390026
		Thalassiosira_weissflogii_0203386012
		Thalassiosira_weissflogii_0203363640
		Thalassiosira_weissflogii_0203505514
		Thalassiosira_weissflogii_0203381698
		Thalassiosira_weissflogii_0203391506
		Thalassiosira_weissflogii_0203257228
		Thalassiosira_weissflogii_0203294158
		tr|A0A089VNZ5|A0A089VNZ5_THAWE
		Thalassiosira_weissflogii_0201778388
		Thalassiosira_weissflogii_0201786012
		Thalassiosira_weissflogii_0203509184
		Thalassiosira_weissflogii_0171385350
		Thalassiosira_weissflogii_0203412220
		Thalassiosira_weissflogii_0203448400
		Thalassiosira_weissflogii_0203259614
		Thalassiosira_weissflogii_0201787432
		tr|A0A1W6FBN1|A0A1W6FBN1_THAWE
		Thalassiosira_weissflogii_0203519424
		Thalassiosira_weissflogii_0201828982
		Thalassiosira_weissflogii_0203632302
		Thalassiosira_weissflogii_0203395622
		Thalassiosira_weissflogii_0171356290
		Thalassiosira_weissflogii_0171446710
		tr|A0A089X953|A0A089X953_THAWE
		Thalassiosira_weissflogii_0203168964
		Thalassiosira_weissflogii_0171386104
		Thalassiosira_weissflogii_0201834746
		Thalassiosira_weissflogii_0203470808
		Thalassiosira_weissflogii_0203104726
		Thalassiosira_weissflogii_0203176104
		Thalassiosira_weissflogii_0203349376
		Thalassiosira_weissflogii_0203415430
		tr|A8DP72|A8DP72_THAWE
		Thalassiosira_weissflogii_0203329010
		Thalassiosira_weissflogii_0203169094
		Thalassiosira_weissflogii_0171432918
		Thalassiosira_weissflogii_0203229036
		Thalassiosira_weissflogii_0203203762
		Thalassiosira_weissflogii_0203289322
		Thalassiosira_weissflogii_0201768374
		Thalassiosira_weissflogii_0203474240
		Thalassiosira_weissflogii_0203613760
		tr|A0A089X914|A0A089X914_THAWE
		Thalassiosira_weissflogii_0203258698
		Thalassiosira_weissflogii_0203350350
		Thalassiosira_weissflogii_0201799292
		Thalassiosira_weissflogii_0203584202
		Thalassiosira_weissflogii_0171366442
		tr|A0A089VIN2|A0A089VIN2_THAWE
		Thalassiosira_weissflogii_0203598524
		Thalassiosira_weissflogii_0203108634
		Thalassiosira_weissflogii_0203516968
		Thalassiosira_weissflogii_0203319670
		Thalassiosira_weissflogii_0203545546
		Thalassiosira_weissflogii_0171447308
		Thalassiosira_weissflogii_0203369530
		tr|A0A089VKI3|A0A089VKI3_THAWE
		Thalassiosira_weissflogii_0203183002
		Thalassiosira_weissflogii_0201770288
		Thalassiosira_weissflogii_0203452420
		Thalassiosira_weissflogii_0203380632
		Thalassiosira_weissflogii_0203627630
		Thalassiosira_weissflogii_0201801436
		Thalassiosira_weissflogii_0203362160
		Thalassiosira_weissflogii_0203473996
		Thalassiosira_weissflogii_0201807848
		Thalassiosira_weissflogii_0203289348
		Thalassiosira_weissflogii_0203566122
		Thalassiosira_weissflogii_0171358472
		Thalassiosira_weissflogii_0171354090
		Thalassiosira_weissflogii_0201800806
		tr|A0A089VPE6|A0A089VPE6_THAWE
		Thalassiosira_weissflogii_0171353608
		Thalassiosira_weissflogii_0171328100
		Thalassiosira_weissflogii_0201835990
		Thalassiosira_weissflogii_0201768070
		Thalassiosira_weissflogii_0201742992
		Thalassiosira_weissflogii_0171420470
		tr|A0A089VKB7|A0A089VKB7_THAWE
		Thalassiosira_weissflogii_0201773708
		sp|O98450|FER_THAWE
		Thalassiosira_weissflogii_0203596464
		Thalassiosira_weissflogii_0203217746
		Thalassiosira_weissflogii_0203258884
		Thalassiosira_weissflogii_0203505518
		Thalassiosira_weissflogii_0171446626
		Thalassiosira_weissflogii_0203135564
		Thalassiosira_weissflogii_0201756690
		Thalassiosira_weissflogii_0171434410
		Thalassiosira_weissflogii_0203520990
		Thalassiosira_weissflogii_0203412232
		Thalassiosira_weissflogii_0203386184
		Thalassiosira_weissflogii_0171421126
		tr|A0A089VIP5|A0A089VIP5_THAWE
		Thalassiosira_weissflogii_0203322302
		Thalassiosira_weissflogii_0203319212
		Thalassiosira_weissflogii_0201768036
		Thalassiosira_weissflogii_0203598492
		Thalassiosira_weissflogii_0203350290
		Thalassiosira_weissflogii_0201836810
		Thalassiosira_weissflogii_0203204676
		Thalassiosira_weissflogii_0171423018
		Thalassiosira_weissflogii_0203540620
		Thalassiosira_weissflogii_0203455798
		Thalassiosira_weissflogii_0203112010
		Thalassiosira_weissflogii_0203397466
		Thalassiosira_weissflogii_0171421372
		Thalassiosira_weissflogii_0203230902
		Thalassiosira_weissflogii_0201801252
		Thalassiosira_weissflogii_0203412222
		Thalassiosira_weissflogii_0203366844
		Thalassiosira_weissflogii_0171353804
		Thalassiosira_weissflogii_0203213458
		Thalassiosira_weissflogii_0203566230
		Thalassiosira_weissflogii_0201799320
		Thalassiosira_weissflogii_0203202236
		tr|A0A089VKD8|A0A089VKD8_THAWE
		Thalassiosira_weissflogii_0203319126
		Thalassiosira_weissflogii_0201829370
		Thalassiosira_weissflogii_0203566486
		Thalassiosira_weissflogii_0171334830
		Thalassiosira_weissflogii_0203381374
		Thalassiosira_weissflogii_0201839298
		Thalassiosira_weissflogii_0203506230
		Thalassiosira_weissflogii_0203319614
		tr|A0A089VKN5|A0A089VKN5_THAWE
		tr|A0A089VQH8|A0A089VQH8_THAWE
		Thalassiosira_weissflogii_0201827616
		Thalassiosira_weissflogii_0201864688
		Thalassiosira_weissflogii_0171368712
		Thalassiosira_weissflogii_0203450516
		Thalassiosira_weissflogii_0203273400
		Thalassiosira_weissflogii_0171356274
		Thalassiosira_weissflogii_0203261016
		Thalassiosira_weissflogii_0203505570
		Thalassiosira_weissflogii_0201860766
		Thalassiosira_weissflogii_0203168354
		Thalassiosira_weissflogii_0201860448
		tr|A0A089VQJ6|A0A089VQJ6_THAWE
		Thalassiosira_weissflogii_0171383444
		Thalassiosira_weissflogii_0203204888
		Thalassiosira_weissflogii_0203572994
		Thalassiosira_weissflogii_0201829140
		Thalassiosira_weissflogii_0203167856
		Thalassiosira_weissflogii_0201776260
		Thalassiosira_weissflogii_0203199056
		Thalassiosira_weissflogii_0203551214
		Thalassiosira_weissflogii_0203135946
DN80 trypsin	23	Thalassiosira_weissflogii_0203436648
		Thalassiosira_weissflogii_0201853672
		Thalassiosira_weissflogii_0171434040
		Thalassiosira_weissflogii_0203421744
		Thalassiosira_weissflogii_0203198498
		Thalassiosira_weissflogii_0203399826
		Thalassiosira_weissflogii_0203275302
		Thalassiosira_weissflogii_0203613796
		Thalassiosira_weissflogii_0201745822
		Thalassiosira_weissflogii_0171361636
		Thalassiosira_weissflogii_0201743346
		Thalassiosira_weissflogii_0203311800
		Thalassiosira_weissflogii_0203287210
		Thalassiosira_weissflogii_0203106122
		Thalassiosira_weissflogii_0203217240
		Thalassiosira_weissflogii_0171390124
		Thalassiosira_weissflogii_0201822442
		Thalassiosira_weissflogii_0203217024
		Thalassiosira_weissflogii_0201864058
		Thalassiosira_weissflogii_0201834216
		Thalassiosira_weissflogii_0203359996
		Thalassiosira_weissflogii_0203480768
		Thalassiosira_weissflogii_0203575382
trypsin	226	Thalassiosira_weissflogii_0203547550
		Thalassiosira_weissflogii_0203171392
		Thalassiosira_weissflogii_0203535650
		Thalassiosira_weissflogii_0203332052
		Thalassiosira_weissflogii_0201831132
		Thalassiosira_weissflogii_0201769678
		Thalassiosira_weissflogii_0203412378
		Thalassiosira_weissflogii_0203138488
		Thalassiosira_weissflogii_0203363414
		Thalassiosira_weissflogii_0171353580
		Thalassiosira_weissflogii_0203249050
		Thalassiosira_weissflogii_0203443106
		Thalassiosira_weissflogii_0171387816
		Thalassiosira_weissflogii_0203523368
		Thalassiosira_weissflogii_0203231748
		Thalassiosira_weissflogii_0203601946
		Thalassiosira_weissflogii_0203384552
		Thalassiosira_weissflogii_0203090374
		Thalassiosira_weissflogii_0203398292
		Thalassiosira_weissflogii_0201770358
		Thalassiosira_weissflogii_0171388408
		Thalassiosira_weissflogii_0203228636
		Thalassiosira_weissflogii_0201799728
		Thalassiosira_weissflogii_0201839466
		Thalassiosira_weissflogii_0201769320
		Thalassiosira_weissflogii_0203400314
		Thalassiosira_weissflogii_0203628274
		Thalassiosira_weissflogii_0203335504
		Thalassiosira_weissflogii_0171341222
		Thalassiosira_weissflogii_0203571564
		Thalassiosira_weissflogii_0203596428
		Thalassiosira_weissflogii_0203323482
		Thalassiosira_weissflogii_0203446774
		Thalassiosira_weissflogii_0203598022
		Thalassiosira_weissflogii_0203245854
		Thalassiosira_weissflogii_0203288878
		Thalassiosira_weissflogii_0203202848
		Thalassiosira_weissflogii_0203324490
		Thalassiosira_weissflogii_0203138818
		Thalassiosira_weissflogii_0203249594
		Thalassiosira_weissflogii_0203443264
		Thalassiosira_weissflogii_0201861794
		Thalassiosira_weissflogii_0203139194
		Thalassiosira_weissflogii_0203216890
		Thalassiosira_weissflogii_0203263138
		Thalassiosira_weissflogii_0203630622
		Thalassiosira_weissflogii_0203505222
		Thalassiosira_weissflogii_0201849492
		tr|A0A089VKN1|A0A089VKN1_THAWE
		Thalassiosira_weissflogii_0203145968
		Thalassiosira_weissflogii_0171360430
		Thalassiosira_weissflogii_0203351570
		Thalassiosira_weissflogii_0203229676
		Thalassiosira_weissflogii_0201842326
		Thalassiosira_weissflogii_0203420370
		Thalassiosira_weissflogii_0203319402
		tr|A0A089VQG9|A0A089VQG9_THAWE
		Thalassiosira_weissflogii_0203350314
		Thalassiosira_weissflogii_0171446648
		Thalassiosira_weissflogii_0171390160
		Thalassiosira_weissflogii_0203474176
		Thalassiosira_weissflogii_0201746798
		Thalassiosira_weissflogii_0203631358
		Thalassiosira_weissflogii_0203231546
		Thalassiosira_weissflogii_0203189872
		Thalassiosira_weissflogii_0203596994
		Thalassiosira_weissflogii_0201860412
		Thalassiosira_weissflogii_0203536502
		Thalassiosira_weissflogii_0201744918
		Thalassiosira_weissflogii_0203428130
		Thalassiosira_weissflogii_0203139410
		Thalassiosira_weissflogii_0203412336
		Thalassiosira_weissflogii_0201858796
		Thalassiosira_weissflogii_0203477882
		Thalassiosira_weissflogii_0203146460
		Thalassiosira_weissflogii_0171329028
		Thalassiosira_weissflogii_0171449276
		Thalassiosira_weissflogii_0203573894
		Thalassiosira_weissflogii_0203135544
		Thalassiosira_weissflogii_0171355012
		Thalassiosira_weissflogii_0171367858
		Thalassiosira_weissflogii_0203382948
		Thalassiosira_weissflogii_0203104222
		Thalassiosira_weissflogii_0203183264
		Thalassiosira_weissflogii_0171415682
		Thalassiosira_weissflogii_0171446960
		Thalassiosira_weissflogii_0203506194
		Thalassiosira_weissflogii_0171357300
		Thalassiosira_weissflogii_0203443358
		Thalassiosira_weissflogii_0203086342
		Thalassiosira_weissflogii_0203293740
		Thalassiosira_weissflogii_0203507348
		Thalassiosira_weissflogii_0203412530
		Thalassiosira_weissflogii_0171384392
		Thalassiosira_weissflogii_0203567010
		Thalassiosira_weissflogii_0171419232
		Thalassiosira_weissflogii_0201782246
		Thalassiosira_weissflogii_0203443102
		Thalassiosira_weissflogii_0203412924
		Thalassiosira_weissflogii_0201801092
		Thalassiosira_weissflogii_0203202448
		Thalassiosira_weissflogii_0203426908
		Thalassiosira_weissflogii_0203168830
		Thalassiosira_weissflogii_0203246336
		Thalassiosira_weissflogii_0171350576
		Thalassiosira_weissflogii_0171428642
		Thalassiosira_weissflogii_0203540538
		Thalassiosira_weissflogii_0203167270
		Thalassiosira_weissflogii_0171390886
		Thalassiosira_weissflogii_0203443242
		Thalassiosira_weissflogii_0203324956
		Thalassiosira_weissflogii_0171448134
		Thalassiosira_weissflogii_0201768846
		Thalassiosira_weissflogii_0171415430
		Thalassiosira_weissflogii_0203474056
		Thalassiosira_weissflogii_0203475458
		Thalassiosira_weissflogii_0203596466
		Thalassiosira_weissflogii_0171385732
		Thalassiosira_weissflogii_0171366698
		Thalassiosira_weissflogii_0203443340
		Thalassiosira_weissflogii_0203374984
		Thalassiosira_weissflogii_0171391802
		Thalassiosira_weissflogii_0201772508
		Thalassiosira_weissflogii_0203137132
		Thalassiosira_weissflogii_0203381824
		Thalassiosira_weissflogii_0203602546
		Thalassiosira_weissflogii_0203445070
		Thalassiosira_weissflogii_0203501738
		Thalassiosira_weissflogii_0203598660
		Thalassiosira_weissflogii_0203482782
		Thalassiosira_weissflogii_0201860816
		Thalassiosira_weissflogii_0203171556
		Thalassiosira_weissflogii_0203263612
		Thalassiosira_weissflogii_0203539084
		Thalassiosira_weissflogii_0201799732
		Thalassiosira_weissflogii_0203168594
		Thalassiosira_weissflogii_0203429720
		Thalassiosira_weissflogii_0203382734
		tr|A0A089X927|A0A089X927_THAWE
		Thalassiosira_weissflogii_0203169812
		Thalassiosira_weissflogii_0171420522
		Thalassiosira_weissflogii_0171416034
		Thalassiosira_weissflogii_0203201044
		Thalassiosira_weissflogii_0203520510
		Thalassiosira_weissflogii_0201768512
		Thalassiosira_weissflogii_0171447174
		Thalassiosira_weissflogii_0203576120
		Thalassiosira_weissflogii_0201836064
		Thalassiosira_weissflogii_0203150356
		Thalassiosira_weissflogii_0203350274
		Thalassiosira_weissflogii_0171353836
		Thalassiosira_weissflogii_0201829214
		Thalassiosira_weissflogii_0203536828
		Thalassiosira_weissflogii_0203087650
		Thalassiosira_weissflogii_0201828998
		Thalassiosira_weissflogii_0203541284
		Thalassiosira_weissflogii_0203244274
		Thalassiosira_weissflogii_0201847440
		Thalassiosira_weissflogii_0203168582
		Thalassiosira_weissflogii_0201742666
		Thalassiosira_weissflogii_0201831586
		Thalassiosira_weissflogii_0203198508
		Thalassiosira_weissflogii_0203320688
		Thalassiosira_weissflogii_0203447554
		Thalassiosira_weissflogii_0203569834
		Thalassiosira_weissflogii_0203352472
		Thalassiosira_weissflogii_0171411736
		Thalassiosira_weissflogii_0171448958
		Thalassiosira_weissflogii_0203112420
		Thalassiosira_weissflogii_0201831980
		Thalassiosira_weissflogii_0203263024
		Thalassiosira_weissflogii_0203261572
		Thalassiosira_weissflogii_0203294152
		Thalassiosira_weissflogii_0203333882
		Thalassiosira_weissflogii_0201799558
		Thalassiosira_weissflogii_0201862624
		Thalassiosira_weissflogii_0203505328
		Thalassiosira_weissflogii_0201864306
		Thalassiosira_weissflogii_0203168302
		Thalassiosira_weissflogii_0203082924
		Thalassiosira_weissflogii_0201836018
		Thalassiosira_weissflogii_0203602520
		Thalassiosira_weissflogii_0201811490
		Thalassiosira_weissflogii_0203536222
		Thalassiosira_weissflogii_0201831296
		Thalassiosira_weissflogii_0171446834
		Thalassiosira_weissflogii_0171417362
		Thalassiosira_weissflogii_0203351028
		Thalassiosira_weissflogii_0203423450
		Thalassiosira_weissflogii_0203156718
		Thalassiosira_weissflogii_0203334868
		Thalassiosira_weissflogii_0203564698
		Thalassiosira_weissflogii_0171413520
		Thalassiosira_weissflogii_0201846194
		Thalassiosira_weissflogii_0171356998
		Thalassiosira_weissflogii_0203624090
		Thalassiosira_weissflogii_0203247592
		Thalassiosira_weissflogii_0203628010
		Thalassiosira_weissflogii_0203179434
		Thalassiosira_weissflogii_0203258534
		Thalassiosira_weissflogii_0201829814
		Thalassiosira_weissflogii_0203323472
		Thalassiosira_weissflogii_0203461698
		Thalassiosira_weissflogii_0203491288
		Thalassiosira_weissflogii_0203393470
		Thalassiosira_weissflogii_0203202280
		Thalassiosira_weissflogii_0203568114
		Thalassiosira_weissflogii_0203531018
		Thalassiosira_weissflogii_0203538068
		Thalassiosira_weissflogii_0203628552
		Thalassiosira_weissflogii_0203398932
		Thalassiosira_weissflogii_0203178168
		Thalassiosira_weissflogii_0203350654
		Thalassiosira_weissflogii_0171447586
		Thalassiosira_weissflogii_0171348256
		Thalassiosira_weissflogii_0203216570
		Thalassiosira_weissflogii_0171388196
		Thalassiosira_weissflogii_0203627594
		Thalassiosira_weissflogii_0203570008
		Thalassiosira_weissflogii_0203628066
		Thalassiosira_weissflogii_0203105640
		Thalassiosira_weissflogii_0203413642
		Thalassiosira_weissflogii_0201811320
		Thalassiosira_weissflogii_0203289250
		Thalassiosira_weissflogii_0203229624
		Thalassiosira_weissflogii_0171388736
no enz	112	Thalassiosira_weissflogii_0203105670
		Thalassiosira_weissflogii_0203198916
		Thalassiosira_weissflogii_0203201226
		Thalassiosira_weissflogii_0171387364
		Thalassiosira_weissflogii_0203170826
		Thalassiosira_weissflogii_0203258542
		Thalassiosira_weissflogii_0203228748
		Thalassiosira_weissflogii_0203416656
		Thalassiosira_weissflogii_0201829164
		Thalassiosira_weissflogii_0171379300
		Thalassiosira_weissflogii_0171415522
		Thalassiosira_weissflogii_0203549518
		Thalassiosira_weissflogii_0201799416
		Thalassiosira_weissflogii_0201770632
		Thalassiosira_weissflogii_0203477776
		Thalassiosira_weissflogii_0203412820
		Thalassiosira_weissflogii_0203352692
		Thalassiosira_weissflogii_0171388296
		Thalassiosira_weissflogii_0171355254
		Thalassiosira_weissflogii_0203508882
		Thalassiosira_weissflogii_0203474270
		Thalassiosira_weissflogii_0203596840
		Thalassiosira_weissflogii_0203102818
		Thalassiosira_weissflogii_0201775482
		Thalassiosira_weissflogii_0203608338
		Thalassiosira_weissflogii_0203258762
		Thalassiosira_weissflogii_0171448400
		Thalassiosira_weissflogii_0203506066
		tr|A0A089VKJ4|A0A089VKJ4_THAWE
		Thalassiosira_weissflogii_0203474828
		Thalassiosira_weissflogii_0203539966
		Thalassiosira_weissflogii_0171418044
		Thalassiosira_weissflogii_0203169922
		Thalassiosira_weissflogii_0203319952
		Thalassiosira_weissflogii_0203104334
		Thalassiosira_weissflogii_0203597624
		Thalassiosira_weissflogii_0203135488
		Thalassiosira_weissflogii_0201848920
		Thalassiosira_weissflogii_0203137878
		Thalassiosira_weissflogii_0201829064
		Thalassiosira_weissflogii_0203488082
		Thalassiosira_weissflogii_0201799254
		Thalassiosira_weissflogii_0171449918
		Thalassiosira_weissflogii_0201799546
		Thalassiosira_weissflogii_0171425406
		Thalassiosira_weissflogii_0203289920
		Thalassiosira_weissflogii_0203259548
		Thalassiosira_weissflogii_0203474792
		Thalassiosira_weissflogii_0203444012
		Thalassiosira_weissflogii_0203383208
		Thalassiosira_weissflogii_0201769564
		Thalassiosira_weissflogii_0203138130
		Thalassiosira_weissflogii_0203537740
		Thalassiosira_weissflogii_0201862694
		Thalassiosira_weissflogii_0203508826
		Thalassiosira_weissflogii_0203443836
		Thalassiosira_weissflogii_0203445940
		Thalassiosira_weissflogii_0203350848
		Thalassiosira_weissflogii_0203628252
		Thalassiosira_weissflogii_0201861396
		Thalassiosira_weissflogii_0171415580
		Thalassiosira_weissflogii_0203568296
		Thalassiosira_weissflogii_0203109368
		Thalassiosira_weissflogii_0203292208
		Thalassiosira_weissflogii_0201769670
		Thalassiosira_weissflogii_0171354018
		Thalassiosira_weissflogii_0201768586
		Thalassiosira_weissflogii_0203474666
		Thalassiosira_weissflogii_0203290104
		Thalassiosira_weissflogii_0201769878
		Thalassiosira_weissflogii_0203601346
		Thalassiosira_weissflogii_0203200988
		Thalassiosira_weissflogii_0203381466
		Thalassiosira_weissflogii_0203368566
		Thalassiosira_weissflogii_0203260354
		Thalassiosira_weissflogii_0203417416
		Thalassiosira_weissflogii_0203505632
		Thalassiosira_weissflogii_0171357672
		Thalassiosira_weissflogii_0203381430
		Thalassiosira_weissflogii_0201833216
		Thalassiosira_weissflogii_0203414326
		Thalassiosira_weissflogii_0203535838
		Thalassiosira_weissflogii_0203492058
		Thalassiosira_weissflogii_0203381644
		Thalassiosira_weissflogii_0203505812
		Thalassiosira_weissflogii_0203576174
		Thalassiosira_weissflogii_0203383886
		Thalassiosira_weissflogii_0203627898
		Thalassiosira_weissflogii_0203536396
		Thalassiosira_weissflogii_0201851090
		Thalassiosira_weissflogii_0203141268
		Thalassiosira_weissflogii_0171449622
		Thalassiosira_weissflogii_0171388244
		Thalassiosira_weissflogii_0201770388
		Thalassiosira_weissflogii_0203536680
		Thalassiosira_weissflogii_0203629286
		Thalassiosira_weissflogii_0203381166
		Thalassiosira_weissflogii_0203289050
		Thalassiosira_weissflogii_0203172154
		Thalassiosira_weissflogii_0171420436
		tr|A0A089VKH6|A0A089VKH6_THAWE
		Thalassiosira_weissflogii_0203171310
		Thalassiosira_weissflogii_0203574306
		Thalassiosira_weissflogii_0203384942
		tr|A0A089VQB5|A0A089VQB5_THAWE
		Thalassiosira_weissflogii_0203172898
		Thalassiosira_weissflogii_0203476160
		Thalassiosira_weissflogii_0201861670
		Thalassiosira_weissflogii_0201772594
		Thalassiosira_weissflogii_0203578936
		Thalassiosira_weissflogii_0203233740
		Thalassiosira_weissflogii_0171356158
DN80	75	Thalassiosira_weissflogii_0203078550
		Thalassiosira_weissflogii_0171421014
		Thalassiosira_weissflogii_0201769998
		Thalassiosira_weissflogii_0203523922
		Thalassiosira_weissflogii_0203154800
		Thalassiosira_weissflogii_0203292112
		Thalassiosira_weissflogii_0203545614
		Thalassiosira_weissflogii_0203294156
		Thalassiosira_weissflogii_0171386386
		Thalassiosira_weissflogii_0203543724
		Thalassiosira_weissflogii_0203445466
		Thalassiosira_weissflogii_0171353622
		Thalassiosira_weissflogii_0171358562
		Thalassiosira_weissflogii_0171404882
		Thalassiosira_weissflogii_0203604882
		Thalassiosira_weissflogii_0203401722
		Thalassiosira_weissflogii_0171428014
		Thalassiosira_weissflogii_0203263184
		Thalassiosira_weissflogii_0203279580
		Thalassiosira_weissflogii_0203629554
		Thalassiosira_weissflogii_0201810796
		Thalassiosira_weissflogii_0203366512
		Thalassiosira_weissflogii_0203411914
		Thalassiosira_weissflogii_0203140382
		Thalassiosira_weissflogii_0171390810
		Thalassiosira_weissflogii_0203198304
		Thalassiosira_weissflogii_0203123778
		Thalassiosira_weissflogii_0203384930
